            ;    AT;    BA;    BE;    BG;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    GR;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   ATL;   BAS;   BLS;   MED;   NOA;   NOS;   BIC
EEZ48       ;     0.055143;     0.053002;     0.953934;     0.035955;     0.039122;     0.052845;     0.185291;     2.392088;     0.519431;     0.007185;     7.111039;     0.064142;     5.422421;     9.628736;     0.053479;     0.005586;     0.025947;     0.820102;     0.052136;     0.178403;     0.030426;     0.078317;     0.017632;     0.002759;     1.497202;     0.430358;     0.386779;     1.532249;     0.031987;     0.011034;     0.121760;     0.288553;     0.009609;     0.048577;     0.053479;     0.063944;    29.198387;     0.210267;     0.002997;     2.004230;     0.044645;     1.756161;    19.242651
EEZ65       ;     0.141022;     0.013336;     0.876482;     0.021385;     0.077701;     0.083269;     0.590474;     4.187424;     0.816711;     0.044852;     0.446209;     0.264929;     2.428057;    14.636818;     0.019782;     0.039996;     0.109719;     1.048762;     0.105339;     0.480193;     0.047592;     0.041770;     0.029400;     0.008105;     1.657458;     1.770656;     1.582654;     0.077537;     0.060770;     0.024161;     0.217077;     0.834996;     0.038251;     0.133637;     0.012843;     0.129339;     3.691624;     0.627631;     0.001729;     0.080326;     0.007751;     3.414539;     2.137694
EEZ71       ;     0.241423;     0.028070;     1.427587;     0.023115;     0.099047;     0.160107;     0.885247;     6.105650;     1.423156;     0.061938;     0.710388;     0.695289;     3.274189;    18.663612;     0.068997;     0.046539;     0.232892;     1.168722;     1.322669;     0.713648;     0.067402;     0.089781;     0.053724;     0.013914;     2.442304;     2.335736;     2.083646;     0.100965;     0.148207;     0.030626;     0.689717;     1.382558;     0.051934;     0.275626;     0.075093;     0.280583;     8.374775;     1.034169;     0.003306;     0.127055;     0.053557;     3.630481;    11.092558
EEZ91       ;     0.208495;     0.032037;     2.360819;     0.066145;     0.063577;     0.237393;     0.511601;     6.386255;     0.516160;     0.011493;    60.520248;     0.095703;    14.856549;    16.496027;     0.059757;     0.059947;     0.092793;     1.060474;     0.028708;     2.274862;     0.038882;     0.194645;     0.024739;     0.012270;     2.296113;     0.277694;     0.955003;    31.874310;     0.076925;     0.036264;     0.115324;     0.291222;     0.057318;     0.108077;     0.012481;     0.164226;    69.290543;     0.316410;     0.004792;     6.731061;     0.325396;     3.355475;     6.162752
EEZ99       ;     0.002675;     0.000287;     0.070877;     0.000545;     0.001535;     0.002617;     0.008144;     0.141803;     0.008141;     0.000434;     0.341728;     0.002004;     0.590611;     0.641751;     0.001084;     0.000537;     0.001548;     0.031723;     0.000253;     0.035857;     0.000792;     0.003542;     0.000533;     0.000374;     0.058918;     0.002222;     0.019758;     0.050478;     0.001388;     0.000463;     0.004359;     0.003704;     0.000600;     0.001310;     0.000737;     0.004004;     0.446244;     0.005097;     0.000110;     0.010143;     0.000585;     0.171337;     0.009150
EEZ100      ;     0.004937;     0.000528;     0.041290;     0.000452;     0.001620;     0.004071;     0.025380;     0.171095;     0.047454;     0.001873;     0.029161;     0.005698;     0.135470;     0.763127;     0.000512;     0.001162;     0.002390;     0.073323;     0.002949;     0.026241;     0.001603;     0.002039;     0.001360;     0.000277;     0.060373;     0.051512;     0.046881;     0.003480;     0.001270;     0.000439;     0.007282;     0.027790;     0.001582;     0.003437;     0.000183;     0.004047;     0.179565;     0.031171;     0.000047;     0.003652;     0.000221;     0.155453;     0.067605
EEZ108      ;     0.267137;     0.039178;     2.486794;     0.139416;     0.448270;     0.302645;     0.837072;    10.446018;     1.631415;     0.054388;     7.053951;     0.186807;    16.081440;    81.131409;     0.278878;     0.053261;     0.208332;     9.612613;     0.105216;     2.426541;     0.164477;     0.203373;     0.098218;     0.066023;     3.540883;     1.206063;     3.116305;     1.777766;     0.291803;     0.102751;     0.470000;     0.707386;     0.072385;     0.151237;     0.079985;     0.367009;    26.989985;     0.945113;     0.023071;     0.608417;     0.056041;    10.524218;     7.595718
EEZ109      ;     0.019261;     0.002751;     0.266195;     0.010704;     0.033092;     0.011358;     0.166985;     0.782649;     0.138064;     0.005505;     0.545172;     0.018269;     0.083014;     4.393645;     0.018515;     0.004396;     0.020605;     0.348651;     0.007681;     0.230112;     0.013547;     0.005563;     0.007192;     0.002935;     0.385920;     0.158469;     0.301633;     0.079279;     0.015194;     0.008535;     0.065830;     0.081987;     0.007078;     0.007479;     0.004761;     0.027184;     0.991511;     0.065830;     0.001268;     0.033454;     0.004504;     2.611355;     0.773868
EEZ110      ;     0.002660;     0.000567;     0.095777;     0.001250;     0.003905;     0.001271;     0.058702;     0.293495;     0.027563;     0.001437;     0.176247;     0.004585;     0.014588;     1.741293;     0.001588;     0.001890;     0.002035;     0.116830;     0.001918;     0.075571;     0.004272;     0.001405;     0.001563;     0.000514;     0.106616;     0.033454;     0.113232;     0.023129;     0.001569;     0.001021;     0.019379;     0.017509;     0.002670;     0.001253;     0.001307;     0.003126;     0.322911;     0.018357;     0.000218;     0.010494;     0.001346;     0.834679;     0.167805
EEZ119      ;     0.000505;     0.000060;     0.004210;     0.000074;     0.000218;     0.000299;     0.001686;     0.014244;     0.003734;     0.000183;     0.001426;     0.000890;     0.007539;     0.040535;     0.000073;     0.000095;     0.000324;     0.002606;     0.000919;     0.001545;     0.000182;     0.000165;     0.000144;     0.000043;     0.007731;     0.005234;     0.004565;     0.000248;     0.000383;     0.000044;     0.000895;     0.003332;     0.000116;     0.000509;     0.000089;     0.000654;     0.016851;     0.002402;     0.000009;     0.000302;     0.000005;     0.010514;     0.010420
