          ;    AT;    BA;    BE;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   NOA
EEZ48       ;     0.315729;     0.009114;     5.118653;     0.645085;     0.148362;     0.380446;    11.613440;     0.457533;     0.087100;     8.651251;     0.046031;    52.878613;    21.222574;     0.034732;     0.122684;     9.015305;     0.534571;     0.183836;     0.271075;     0.265591;     0.149273;     0.010224;     5.881067;     0.535823;     2.019155;     3.051814;     0.127105;     0.055826;     0.465951;     0.498653;     0.037368;     0.126611;     0.067131;     0.341452;     0.535823
EEZ65       ;     0.284574;     0.043067;     2.368896;     1.930472;     0.254600;     0.628168;    18.018219;     4.850672;     0.188471;     1.034941;     0.288725;    10.379542;    24.330290;     0.040619;     0.310323;     7.033298;     0.598049;     0.220391;     0.587199;     0.217616;     0.189011;     0.053779;     5.214741;     2.190732;     4.290083;     0.148099;     0.395967;     0.221842;     1.463397;     1.903987;     0.035351;     0.178805;     0.656142;     1.757217;     2.190732
EEZ71       ;     1.329284;     0.135640;     4.786953;     2.922356;     1.244328;     1.586046;    31.971300;     5.865494;     0.401857;     2.253295;     0.648956;    24.679251;    42.584873;     0.093948;     0.625308;    11.696940;    18.933294;     1.030339;     1.063091;     0.360645;     0.370138;     0.065826;     8.910194;     3.960222;     7.862952;     0.165156;     0.780111;     0.579414;     2.987387;     2.709172;     0.099460;     0.564860;     2.527378;     4.019311;     3.960222
EEZ91       ;     0.035505;     0.003182;     0.483683;     0.004985;     0.043228;     0.016993;     0.682078;     0.028309;     0.010621;    20.739309;     0.003606;     6.658650;     2.080854;     0.002812;     0.007090;     0.634508;     0.006438;     0.206289;     0.008150;     0.017479;     0.004411;     0.000989;     0.425108;     0.003794;     0.061538;    24.326294;     0.009714;     0.004402;     0.062020;     0.011577;     0.006979;     0.005840;     0.002314;     0.018442;     0.003794
EEZ99       ;     0.000690;     0.000088;     0.029130;     0.000760;     0.001091;     0.001140;     0.104812;     0.005351;     0.000103;     1.134620;     0.000117;     0.747363;     0.166895;     0.000080;     0.000338;     0.079185;     0.000187;     0.002167;     0.000088;     0.002233;     0.000063;     0.000061;     0.034580;     0.000284;     0.007413;     0.104221;     0.000960;     0.000387;     0.001129;     0.000531;     0.000087;     0.000162;     0.000333;     0.002066;     0.000284
EEZ100      ;     0.007871;     0.000564;     0.060821;     0.034699;     0.009058;     0.014249;     0.519226;     0.132804;     0.008071;     0.034516;     0.007868;     0.297964;     1.237704;     0.000547;     0.004601;     0.419368;     0.013557;     0.009965;     0.015769;     0.005078;     0.005743;     0.000406;     0.149523;     0.040485;     0.075069;     0.004454;     0.004290;     0.002359;     0.039030;     0.048642;     0.000660;     0.002362;     0.009773;     0.027420;     0.040485
EEZ108      ;     0.290758;     0.022630;     3.973949;     0.347527;     0.491454;     0.507856;    15.042382;     1.254584;     0.044204;     6.958902;     0.036287;    45.661045;    47.921200;     0.012134;     0.081545;    64.553078;     0.119659;     0.437311;     0.105490;     0.318619;     0.041008;     0.012050;     5.698037;     0.131612;     1.852286;     1.223798;     0.149822;     0.052853;     0.408139;     0.345645;     0.020229;     0.094365;     0.148342;     0.747629;     0.131612
EEZ109      ;     0.003617;     0.000255;     0.142168;     0.002434;     0.006363;     0.005160;     0.280038;     0.010660;     0.000112;     0.586357;     0.000155;     6.515383;     1.049822;     0.000246;     0.000800;     0.207739;     0.000278;     0.007339;     0.000273;     0.006095;     0.000113;     0.000578;     0.171770;     0.000766;     0.029389;     0.047134;     0.003902;     0.000911;     0.004718;     0.000903;     0.000262;     0.000625;     0.001160;     0.007709;     0.000766
EEZ110      ;     0.000947;     0.000152;     0.043286;     0.000929;     0.001277;     0.001921;     0.085483;     0.002489;     0.000001;     0.183299;     0.000010;     3.619470;     0.252938;     0.000146;     0.000303;     0.068190;     0.000124;     0.004259;     0.000187;     0.003711;     0.000039;     0.000211;     0.041280;     0.000167;     0.009626;     0.015090;     0.001264;     0.000457;     0.001210;     0.000125;     0.000147;     0.000240;     0.000299;     0.002554;     0.000167
EEZ119      ;     0.001432;     0.000306;     0.009483;     0.004227;     0.001168;     0.003344;     0.073905;     0.014281;     0.000827;     0.004906;     0.002366;     0.052084;     0.150901;     0.000190;     0.001410;     0.034137;     0.009609;     0.001043;     0.001520;     0.000950;     0.000703;     0.000164;     0.018111;     0.009471;     0.012489;     0.000398;     0.001802;     0.001163;     0.006665;     0.006812;     0.000145;     0.000928;     0.004283;     0.007303;     0.009471
EEZ123      ;     0.021366;     0.003462;     0.123043;     0.059007;     0.018391;     0.053698;     1.104001;     0.438837;     0.026421;     0.045990;     0.086118;     0.548714;     1.738720;     0.002549;     0.021842;     0.172112;     0.313551;     0.015273;     0.034358;     0.008189;     0.021772;     0.001154;     0.264301;     0.365771;     0.221892;     0.005250;     0.032449;     0.022630;     0.143284;     0.236802;     0.002510;     0.019117;     0.076657;     0.065997;     0.365771
EEZ185      ;     0.288143;     0.032768;     1.140357;     0.709803;     0.163151;     0.753832;    12.823009;     9.315026;     0.057950;     0.509349;     0.067468;     3.705018;     2.793725;     0.050432;     0.314352;     0.341745;     0.002722;     0.195502;     0.364724;     0.084523;     0.139589;     0.027301;     2.755389;     0.319908;     3.153224;     0.030901;     0.312446;     0.151365;     0.638934;     4.271125;     0.054318;     0.250683;     0.260365;     0.667943;     0.319908
EEZ187      ;     0.003361;     0.000360;     0.008971;     0.008595;     0.001583;     0.008006;     0.090502;     0.047819;     0.000702;     0.004031;     0.000866;     0.033923;     0.023982;     0.000490;     0.003247;     0.002243;     0.000032;     0.001855;     0.003660;     0.000491;     0.001810;     0.000307;     0.020032;     0.003618;     0.022791;     0.000265;     0.002922;     0.001627;     0.007757;     0.034941;     0.000493;     0.002480;     0.003378;     0.007243;     0.003618
EEZ188      ;     0.064947;     0.000442;     2.991978;     0.016251;     0.043894;     0.049935;     0.966770;     0.036306;     0.000468;     0.142733;     0.000455;     4.256281;     1.643307;     0.001933;     0.008104;     0.142933;     0.000310;     0.032823;     0.003738;     0.016558;     0.000928;     0.001142;     0.905746;     0.001751;     0.073288;     0.009769;     0.006856;     0.002092;     0.017571;     0.004692;     0.003515;     0.013340;     0.002657;     0.024736;     0.001751
EEZ189      ;     0.655290;     0.023113;    15.083645;     0.475882;     0.714391;     1.249492;    41.552773;     1.748843;     0.014475;     2.127111;     0.029077;    33.357880;    27.294502;     0.039239;     0.336640;     3.065697;     0.010716;     0.612964;     0.167634;     0.403703;     0.039796;     0.041224;    36.252399;     0.095219;     2.718327;     0.115756;     0.304373;     0.166080;     0.487379;     0.218377;     0.042720;     0.229392;     0.103247;     0.915448;     0.095219
EEZ190      ;     0.794739;     0.055244;     5.720947;     0.659222;     0.783708;     1.626173;    78.835747;     3.143243;     0.022661;     1.415422;     0.039762;    17.856674;    15.819595;     0.121010;     0.790102;     2.112292;     0.011907;     0.617570;     0.146457;     0.338187;     0.037485;     0.065504;    26.109737;     0.111505;     5.271270;     0.065266;     0.650603;     0.443285;     0.680831;     0.303869;     0.091551;     0.340939;     0.317494;     1.364498;     0.111505
EEZ191      ;     1.350625;     0.172855;     5.371984;     2.929663;     0.865282;     3.120177;    68.707314;    36.195980;     0.143739;     2.318249;     0.164529;    20.070265;    20.329626;     0.229224;     1.560708;     3.164314;     0.013864;     0.996787;     1.088536;     0.406816;     0.279436;     0.176847;    13.695492;     0.502895;    13.390984;     0.158115;     1.699877;     0.953367;     2.361253;     4.127268;     0.206366;     0.866196;     1.465877;     3.858609;     0.502895
EEZ209      ;     0.143959;     0.016105;     4.365278;     0.128289;     0.233945;     0.342853;    10.480290;     0.365940;     0.011490;    54.331009;     0.010056;   165.583054;    21.003216;     0.017926;     0.056484;     8.995596;     0.014001;     0.459962;     0.035415;     0.225225;     0.012287;     0.016429;     4.618066;     0.028492;     1.133688;     4.322063;     0.117563;     0.050847;     0.175639;     0.061173;     0.021883;     0.046142;     0.053508;     0.385619;     0.028492
EEZ212      ;     0.719785;     0.101936;     1.579532;     3.124299;     0.611731;     1.118036;    12.246021;     3.164893;     0.409909;     0.726286;     0.805385;     8.755676;    14.811467;     0.059460;     0.429543;     3.612070;     8.794296;     0.450778;     1.295864;     0.110848;     0.483464;     0.065975;     2.979996;     3.826195;     5.814492;     0.059507;     0.617231;     0.433386;     4.077492;     2.757813;     0.054025;     0.371859;     1.951520;     3.016041;     3.826195
EEZ213      ;     2.885043;     0.228399;    20.684834;     5.380851;     2.356993;     5.725561;   125.304047;    19.366127;     0.339701;    18.004255;     0.415504;   153.738892;   260.974060;     0.260066;     2.386906;    71.473831;     0.381401;     2.719635;     1.505931;     1.067882;     0.458475;     0.210002;    40.942986;     2.495829;    22.517647;     2.038912;     2.079480;     1.131549;     4.307006;     4.198573;     0.263214;     1.499086;     1.622843;     6.555569;     2.495829
EEZ215      ;     0.313431;     0.121339;     1.533831;     3.111856;     0.125581;     1.160871;    10.988666;     2.334352;     0.678876;     0.562161;     5.153981;     4.031946;    14.479084;     0.093772;     0.727913;     3.122130;     1.570142;     0.263443;     1.490333;     0.099039;     0.860452;     0.098571;     3.037244;     5.023452;     5.718529;     0.055465;     1.212080;     0.744572;     9.819921;     4.689128;     0.064441;     0.486832;     1.221329;     1.939790;     5.023452
EEZ216      ;     1.921849;     0.388996;    11.297664;     9.819163;     1.116041;     5.761490;   100.549164;    38.959797;     0.810006;     7.418707;     2.981091;    45.852753;    95.775826;     0.357398;     2.597611;    16.331854;     0.890647;     1.373478;     3.419323;     0.771409;     1.367212;     0.376387;    23.172920;    31.171648;    30.399929;     0.909529;     3.256189;     1.999229;     8.846126;    13.507250;     0.305672;     1.456427;     4.173112;    10.007374;    31.171648
EEZ224      ;     0.170724;     0.029638;     0.892662;     0.615309;     0.201250;     0.345860;     7.272043;     2.060962;     0.240550;     0.449849;     0.641055;     4.344678;    10.056469;     0.022393;     0.143597;     1.206746;     1.604220;     0.140470;     0.334193;     0.046594;     0.217760;     0.007505;     1.788304;     2.741647;     1.486430;     0.055754;     0.212107;     0.164711;     1.198636;     1.664760;     0.022643;     0.116887;     0.580682;     0.514265;     2.741647
EEZ273      ;     0.111792;     0.018166;     2.286508;     0.037155;     0.127747;     0.239923;     5.257794;     0.218233;     0.012526;   106.026703;     0.008405;    51.505589;     9.180425;     0.013865;     0.040343;     4.059264;     0.024653;     0.429779;     0.011950;     0.165867;     0.005958;     0.006336;     2.417216;     0.037502;     0.496957;    12.733368;     0.064143;     0.044033;     0.103877;     0.029951;     0.019215;     0.037872;     0.017968;     0.169373;     0.037502
OR1         ;     3.198425;     0.714457;    15.330892;    24.416304;     2.742249;     7.221701;   112.313904;    31.924442;     4.507406;     9.556108;    21.510641;    68.350647;   164.016510;     0.550977;     3.684328;    39.001759;    32.335751;     3.027152;     9.072454;     1.057115;     4.415370;     0.561768;    30.419529;    55.175827;    44.717392;     1.126184;     5.466273;     3.495541;    57.959602;    29.333628;     0.461685;     2.729758;    10.764876;    22.798471;    55.175827
OR2         ;     6.676069;     0.728029;    55.277740;    15.194502;     5.072936;    15.715064;   375.497192;    93.199608;     0.707398;    23.248070;     0.908065;   272.945435;   270.912384;     0.897357;     6.866962;    33.087193;     0.254016;     5.207071;     4.858942;     2.616478;     1.469924;     0.764283;   127.677628;    12.831417;    63.160919;     2.047697;     6.922242;     3.975875;    11.719217;    17.968338;     0.806556;     3.879337;     5.951916;    18.311918;    12.831417
OR3         ;     0.527492;     0.039963;     5.291191;     0.486564;     0.620336;     0.730898;    21.135181;     2.106381;     0.060685;    12.999025;     0.062169;    91.701973;   124.126907;     0.032160;     0.184159;    88.584839;     0.090757;     0.806659;     0.167561;     0.349565;     0.056036;     0.013433;     8.099815;     0.167324;     2.728336;     1.749352;     0.163366;     0.120405;     0.524448;     0.496531;     0.045493;     0.159384;     0.199467;     0.842878;     0.167324
