          ;    AT;    BA;    BE;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   NOA
EEZ48       ;     0.046110;     0.045952;     0.756182;     0.117874;     0.128112;     0.062474;     1.933133;     0.295910;     0.068761;     0.950669;     0.009996;     5.284536;     2.693217;     0.007975;     0.016141;     0.890921;     0.011381;     0.152975;     0.029082;     0.037166;     0.021346;     0.067091;     1.141116;     0.037341;     0.149322;     0.197060;     0.016535;     0.002928;     0.136680;     0.106055;     0.020307;     0.018389;     0.041581;     0.020336;     0.037341
EEZ65       ;     0.009374;     0.018571;     0.064695;     0.030506;     0.011858;     0.022740;     0.678353;     0.607886;     0.012078;     0.011328;     0.029339;     0.388939;     2.107590;     0.017353;     0.007077;     1.098541;     0.090608;     0.011300;     0.015342;     0.007182;     0.013513;     0.013427;     0.244615;     0.179094;     0.114812;     0.016766;     0.010750;     0.011487;     0.028444;     0.215386;     0.013364;     0.009194;     0.012857;     0.014543;     0.179094
EEZ71       ;     0.034534;     0.028989;     0.195163;     0.044548;     0.024424;     0.071393;     1.257084;     0.707333;     0.023951;     0.031126;     0.035080;     0.845905;     2.636317;     0.032739;     0.035022;     1.379190;     3.076998;     0.043772;     0.038646;     0.022687;     0.023856;     0.017936;     0.466335;     0.179395;     0.215736;     0.044514;     0.027945;     0.026033;     0.067094;     0.238810;     0.025778;     0.024789;     0.025529;     0.037951;     0.179395
EEZ91       ;     0.070090;     0.022950;     0.617633;     0.014103;     0.075839;     0.034105;     1.789592;     0.141927;     0.015034;    23.784380;     0.013676;     9.041874;     2.708706;     0.015642;     0.019179;     0.993427;     0.014524;     0.234723;     0.017042;     0.046983;     0.011942;     0.010589;     1.100583;     0.023337;     0.024653;    25.734787;     0.008658;     0.013189;     0.019467;     0.030104;     0.013453;     0.013627;     0.010763;     0.023088;     0.023337
EEZ99       ;     0.000881;     0.000303;     0.025622;     0.002539;     0.004704;     0.000897;     0.072374;     0.009079;     0.000519;     0.082120;     0.000244;     1.112879;     0.102835;     0.000359;     0.000610;     0.033603;     0.000171;     0.001204;     0.000655;     0.000263;     0.000340;     0.000560;     0.047226;     0.000695;     0.000293;     0.004158;     0.000528;     0.000333;     0.001968;     0.002867;     0.000183;     0.000511;     0.000534;     0.000248;     0.000695
EEZ100      ;     0.000388;     0.000431;     0.002474;     0.000239;     0.000328;     0.001667;     0.057336;     0.021309;     0.000266;     0.000640;     0.000342;     0.023442;     0.150921;     0.000237;     0.000618;     0.077125;     0.001401;     0.000391;     0.000226;     0.000518;     0.000344;     0.000405;     0.016025;     0.003986;     0.005438;     0.000559;     0.000389;     0.000413;     0.000743;     0.007108;     0.000445;     0.000611;     0.000573;     0.000676;     0.003986
EEZ108      ;     0.094641;     0.059347;     0.674532;     0.088318;     0.067898;     0.171999;     1.789572;     0.435714;     0.087817;     0.332059;     0.067861;    10.095148;    24.029104;     0.063006;     0.094463;    63.455826;     0.060759;     0.144688;     0.064517;     0.057905;     0.067514;     0.069935;     1.124085;     0.137401;     0.160723;     0.085614;     0.113854;     0.073941;     0.081654;     0.206344;     0.064117;     0.068680;     0.091172;     0.090397;     0.137401
EEZ109      ;     0.001150;     0.001036;     0.083356;     0.000512;     0.000763;     0.004592;     0.119808;     0.028792;     0.001246;     0.000314;     0.000556;     2.521981;     1.212274;     0.000379;     0.000379;     0.190430;     0.001368;     0.000377;     0.000568;     0.000379;     0.001703;     0.000820;     0.111964;     0.000397;     0.002110;     0.000400;     0.002850;     0.000845;     0.000379;     0.002292;     0.000379;     0.000379;     0.000447;     0.000379;     0.000397
EEZ110      ;     0.000147;     0.000133;     0.033081;     0.000128;     0.000485;     0.000179;     0.045789;     0.008221;     0.000127;     0.000127;     0.000128;     1.905320;     0.208227;     0.000168;     0.000128;     0.046977;     0.000174;     0.000207;     0.000131;     0.000171;     0.000238;     0.000128;     0.041579;     0.000126;     0.000128;     0.000128;     0.000139;     0.000128;     0.000128;     0.001550;     0.000128;     0.000141;     0.000158;     0.000127;     0.000126
EEZ119      ;     0.000012;     0.000089;     0.000244;     0.000040;     0.000023;     0.000080;     0.003573;     0.002870;     0.000018;     0.000013;     0.000119;     0.000519;     0.009000;     0.000011;     0.000024;     0.003328;     0.001209;     0.000016;     0.000063;     0.000014;     0.000056;     0.000008;     0.000954;     0.000445;     0.000429;     0.000043;     0.000031;     0.000092;     0.000110;     0.001008;     0.000042;     0.000015;     0.000011;     0.000047;     0.000445
