	AL	AM	AT	AZ	BA	BE	BG	BY	CH	CY	CZ	DE	DK	EE	ES	FI	FR	GB	GE	GR	HR	HU	IE	IS	IT	KG	KZ	LT	LU	LV	MD	ME	MK	MT	NL	NO	PL	PT	RO	RS	RU	SE	SI	SK	TJ	TM	TR	UA	UZ	ATL	BAS	BLS	MED	NOS	AST	NOA	BIC	DMS	VOL	EXC	EU
OAA_CIRL	0.000463217990178357	2.22875654752754e-06	0.0105315706630407	2.14567735077232e-05	0.00141789693286483	0.229320006621291	0.000740811575518073	0.00589064723752959	0.025005085668108	1.82005213664966e-06	0.0417908607867694	1.61021369380595	0.169152080577762	0.00148148300418	0.157274220891602	0.0119214107300692	1.9814096374615	14.0892968569919	7.70869597608977e-06	0.000538171677219156	0.00245397788802551	0.00342869987810077	52.6648886947621	0.00387724008059744	0.0578087173426431	4.52754978541366e-07	0.000152470970597461	0.0083164650888237	0.0098629863620904	0.0024922030351758	0.000407582160492146	0.000125524641643798	8.09736741033829e-05	7.05429632966433e-05	0.627884569898314	0.0341281682399071	0.238394068014497	0.00702524961927149	0.00557158505024581	0.0028507420900801	0.0113836395007772	0.0690710555538183	0.00184937831887304	0.00164824957818878	3.20769874673094e-07	1.30495016218468e-05	0.000499771678130242	0.00527402416972333	4.78098114893509e-05	0	0	0	0	0	2.50646552812909e-05	0.00655570922725829	0	0	0	72.0960886713196	57.9151421547193
OAA_CNOR1	8.51622954726642e-05	1.96330772146146e-05	0.00725781147111751	0.000132463230327991	0.000282251821658706	0.0690331125135849	0.000384495151622626	0.012183683314475	0.00844042771146132	7.27097005557834e-07	0.0209243201638955	0.509948642855591	0.320660234423126	0.00142198260788286	0.0138036668924808	0.00412615092223669	0.214594261801667	0.529852513356199	0.000112303725126385	0.000232674137111613	0.00089817867455364	0.00245731589855799	0.10855779959304	0.000752039431792198	0.00801449680056136	1.03574975240599e-06	0.000234023812457925	0.00661585350927906	0.00402945600786209	0.0026982956533828	0.000320044881534174	2.12179903721001e-05	6.92742671890517e-05	5.89584979873792e-06	0.143090272562342	2.8524863436765	0.0885017575866837	0.000839649260254272	0.00165159590217657	0.00104438481636945	0.014911609381189	0.0699450340094097	0.000785330431757665	0.00153314481187436	5.72832696572476e-07	9.46412329079003e-05	0.00147336933832916	0.0076122481784684	0.00020369407690137	0	0	0	0	0	0.000163895650105211	0.00136426480918944	0	0	0	5.03234502752379	1.60201217467204
OAA_CNOR2	0.000249820987088682	6.70279116169166e-05	0.0104640202351554	0.000767730221605433	0.00073494686516088	0.128255888215199	0.00126360244060351	0.0470395622742775	0.00900257842418247	5.397499044781e-06	0.044200028417125	1.20476984303997	1.50401254284437	0.00589126870198633	0.0404741051971748	0.0179804282948997	0.415613253665914	1.92285825730275	0.000527462642053656	0.000741976745250723	0.00168966177134333	0.00532521212742005	0.386200574895727	0.00141228381639292	0.0135979710859799	8.98518171045853e-07	0.000351008371458159	0.026692905438005	0.00815515974028341	0.0103046277372168	0.00119477683036472	7.01494058261957e-05	0.000222886644304205	1.00346937766648e-05	0.323845438525457	27.5795243531617	0.337367809387368	0.00388613687845254	0.00561415448207631	0.00254386449155037	0.0599173123506769	0.301565319185479	0.00113394087227803	0.00304798283732592	4.89217383810681e-07	0.000939127982345397	0.00495709978490877	0.0447104161274177	0.0010288543171827	0	0	0	0	0	0.000416390246054533	0.00191194597020168	0	0	0	34.4802299579771	4.80210931500681
OAA_CNOR3	0.000412659685034825	0.000133685771063279	0.0133394383560531	0.00148043963782352	0.000723005656541055	0.12927451123288	0.00269863762484042	0.0848879692718246	0.00910603833134136	6.55833919908715e-06	0.0612703676623084	2.21255394261108	3.87605654056181	0.016865204376699	0.0535202628003163	0.0705784517277174	0.478509472608137	1.1379425533016	0.0011020994715669	0.00132560264634417	0.00199839251346373	0.0112458211387554	0.253002693739823	0.00160160222424118	0.00818691743894446	3.73333604237732e-06	0.00130307771468913	0.0531432479215879	0.00636650563171807	0.0241873596498502	0.00223116954377385	0.000101802576691769	0.000485593298787819	8.92748484897256e-06	0.475702108373189	5.53479352507448	0.61551594493059	0.0069258900156403	0.012566083069949	0.00558271210190323	0.140964222651151	1.7684815497913	0.00166914571844988	0.00622518592645036	2.16433657296611e-06	0.00171233028978752	0.00778346316316324	0.0687293563788439	0.00257787807705792	0	0	0	0	0	0.00089575522624813	0.00229430177631422	0	0	0	17.1648861470055	10.161224698587
OAA_CO	0.000544907318607657	0.000193794866364311	0.0244945607333321	0.00210453232104492	0.00175737097309157	0.462993643054378	0.0032040742940967	0.12306594685956	0.0227830717571238	1.23477458650393e-05	0.0877098288314645	11.7377770207391	22.0524188489119	0.0158895369442159	0.104285220583452	0.0655418858468323	1.3298603334212	3.27768996662767	0.00175191500557241	0.00166612863340704	0.0043215957809569	0.0116325150850548	0.483055734975286	0.00330610690050831	0.0336066169627449	1.83442553649789e-06	0.000546557338031731	0.0953691193004084	0.0181038040867213	0.0413622280905864	0.00348101140597592	0.000146590943637882	0.00055756148072211	8.86299394457946e-06	2.64732974389514	0.921429855414848	1.2867808714528	0.007793177505163	0.0145983716762533	0.00670369371031406	0.202870523868759	0.928869313747444	0.00323718119653413	0.00844357957660054	1.00261776502704e-06	0.00199051779539553	0.014047091041296	0.138623357662296	0.00148144640304286	0	0	0	0	0	0.000984155617719265	0.0046910368385723	0	0	0	46.1954446956271	41.4703660580158
OAA_CUK1	0.000846482154750155	1.79778118722105e-05	0.0336279771895052	7.84632367300449e-05	0.00542658416807803	0.742394519443715	0.00355808903186108	0.0142138221354536	0.072736196809162	6.73241843051097e-06	0.116334338138349	2.58977302190471	0.112099726340036	0.00236012977317225	0.299404712233918	0.0160810144627385	6.04880852589238	27.4057374942018	0.000115150228394236	0.000862201592320992	0.0108520620743851	0.0157029891141911	8.05949422993459	0.00356458756624777	0.201879418848791	3.89491106175374e-07	0.000122637884619757	0.00908118528562321	0.0369273009431603	0.00277031939393832	0.00298080472092035	0.000267504979535474	0.00018570449665133	8.37122373175129e-05	1.24477616129505	0.0232811633191951	0.365979356625136	0.0138386840077243	0.0363282072109109	0.014074363717709	0.0324091653205726	0.0596335599337542	0.00818025095980526	0.0109413024662593	2.87283145400201e-07	1.83422590523424e-05	0.00261142612558247	0.0301553371780419	6.44532160179396e-05	0	0	0	0	0	5.95981389126956e-05	0.0131832077040567	0	0	0	47.6506869281856	20.0417796407779
OAA_CUKC	0.000391686874115656	4.61939657175782e-05	0.0652990792017	0.000190811453437014	0.00320155544830235	2.63964399694646	0.00237907500803571	0.0216932187745753	0.103084325022261	1.1159413404296e-05	0.238771052640613	4.78051986554946	0.199309543277437	0.00500935471041561	0.509921607549451	0.0238122097959259	14.2159166546906	44.102705617094	0.000321027833945759	0.000513737718601319	0.00778516983506648	0.0164346522460952	3.44144311280974	0.00445339147610156	0.186041270406911	4.0908619262174e-07	8.06137142889521e-05	0.01392566408477	0.0845243171660222	0.00470726152964889	0.0030180642449261	0.000143072638265912	0.000174699513446906	2.7949499979368e-05	2.84221601634109	0.0306489206974597	0.577031728120308	0.0341390399641779	0.0300149323813946	0.00837353494159122	0.0562432878926161	0.0798409651373419	0.00800057965695017	0.0163269446219016	3.20982101329214e-07	3.08487224275937e-05	0.00407300817266267	0.04678326976061	9.34168237085793e-05	0	0	0	0	0	0.000128499643165372	0.0165032648013662	0	0	0	74.4093169092151	30.0235670108816
OAA_CWAC	0.000631284876648359	3.62471218361846e-06	0.0220206663247732	1.41066070016007e-05	0.00108281372436567	0.0992051024145975	0.000312659554995673	0.00456009843142507	0.02715589006302	3.80515604608964e-07	0.0399262798757058	0.393012176156053	0.00819800588475011	0.000393141938525454	22.002541228753	0.0016542110631345	1.60708200132347	0.25919626837153	1.7638053202292e-05	0.000719716552030618	0.00159436259504391	0.00437094567145963	0.102532510167675	0.000383758770940492	0.0708572258266741	1.19952497986201e-07	1.44412626523007e-05	0.00261031401580878	0.00983339554228139	0.000706344107653888	0.000172781266361733	0.000180558157824609	6.69679169357469e-05	0.00026294078314128	0.125126589645719	0.00176347667015965	0.106678387549161	81.333313529593	0.00180191611527923	0.00231604391779823	0.0116267205969339	0.00605487640475545	0.00142076023118748	0.00693669272399199	9.60038497176375e-08	4.3758073921725e-06	0.00049861415847882	0.00605887161188674	1.4339299005484e-05	0	0	0	0	0	7.42396354320809e-06	0.0818855016999359	0	0	0	106.264930883932	105.94916752751
OAA_CWBC	0.000918628058945919	1.242152539287e-06	0.0152538390734521	5.24492925729423e-06	0.00124104092650907	0.0718696925244501	0.000319734167102093	0.00328937877607938	0.0238546807554669	2.25578549848659e-07	0.0256699151411127	0.296908769117299	0.00645735900713309	0.000272706042171362	17.3070870229773	0.000952734187723402	1.19865393217976	0.186013585787364	4.45514662432608e-06	0.000717323100953785	0.0021965091254872	0.00356070666028351	0.0765106212115869	0.00031413689874898	0.0756732860421224	8.11537227652173e-08	1.09093926927152e-05	0.00141538050628654	0.00656592653526548	0.000386290544119748	8.6947471100091e-05	0.000192650942134441	0.0001140926684214	0.000197265811898868	0.0925982061884383	0.00151324486842847	0.0750002881944584	74.5751622321591	0.00163010745367505	0.00261176827607035	0.00747953148696387	0.00505597808048896	0.00173969857975129	0.00315852372785276	6.41810575721392e-08	2.43822367042837e-06	0.000276532915015732	0.0029162749983199	8.00921965661918e-06	0	0	0	0	0	4.25577119079605e-06	0.144820925544176	0	0	0	94.075870934206	93.8450135211614
OAA_CWCC	0.0010497178347758	9.84215133710283e-07	0.0153276735335717	4.49600185030844e-06	0.00247318017439659	0.0661180410694965	0.000910156916430802	0.00261365202038801	0.0305280490909268	7.13429639056483e-07	0.0194370889893303	0.252104859524954	0.00612496402375961	0.00042412919800155	19.0284952753506	0.00126244484499154	1.14361745108265	0.156986727062329	4.10605787138008e-06	0.000601861423403641	0.00571889007943196	0.00709681907099653	0.0832794752542064	0.000364074805107147	0.142437529101299	5.09632032120104e-08	8.07804864919574e-06	0.000924038284283285	0.00581547102387783	0.000277310818658567	0.00020287626407028	0.00025262070094763	0.000199515410700764	0.000108326777525753	0.07719731538519	0.00170059817765866	0.0492758249612667	45.3093157186851	0.0044836436849764	0.00426001143868906	0.00580871597369931	0.00481398453979687	0.00424853894394072	0.00265539035441947	4.05966386263774e-08	1.63390113343085e-06	0.000399607909306756	0.00293396976066478	5.80209791521113e-06	0	0	0	0	0	8.8830494897385e-06	0.2794197946654	0	0	0	66.4418674671177	66.2320729259646
OAA_CWM	0.000772965027784023	5.66763221122144e-05	0.0680727933170484	0.000222520951695197	0.0066540414373297	1.03363791581722	0.00445818316603611	0.0142119215469587	0.153860317475228	6.21783827034478e-06	0.151450132780236	2.36099699865103	0.0962227096381328	0.00215326089328853	0.633986570832622	0.0149788581619324	28.7600882044129	11.6758349782763	0.000380604795926316	0.000798937558634269	0.0142830321082372	0.0211103055236145	3.02878215248433	0.00274026572411888	0.284191621484894	2.33608393161601e-07	8.97600123726311e-05	0.00665086351307518	0.065366211154064	0.00221652309843888	0.00431735654114245	0.000290574734663445	0.000209717821077409	7.36517338663673e-05	0.948309594456423	0.0179114554362008	0.30874179306822	0.0363799983737125	0.0484615347966847	0.0176706979737417	0.04033424427046	0.0406756120328671	0.0111062265455669	0.0148733879828688	1.75831753507194e-07	3.05089471893592e-05	0.00422216322616678	0.0406189502184942	0.00010602881482594	0	0	0	0	0	7.85964439770812e-05	0.0208898319881574	0	0	0	49.9386090991875	37.9580732830802
OAA_CWMTI	0.00038254713774853	7.06020606337908e-05	0.0817291909184056	0.000286053798328981	0.00506623995331679	2.90759689305711	0.00365057965197131	0.0199705062933244	0.151478604449755	7.25744157167051e-06	0.242030785151875	4.05602372676318	0.164774478108639	0.00382980838218136	0.752879155617816	0.019106999146919	29.8049444396154	14.222234293236	0.000512962984926971	0.000507940591192626	0.0122750686506073	0.0223860870371709	2.52826612260366	0.00383273593252785	0.282727960972014	2.89562847844251e-07	7.51984831669027e-05	0.0109132462646342	0.0979453921362312	0.00382542355474831	0.00427271276339672	0.000165514559356354	0.000191420038140168	3.40067147028783e-05	2.26006389327556	0.0264558081476298	0.472889251078722	0.0457195313183459	0.0459723771361966	0.0134682437203378	0.0528557767051762	0.0633745039695833	0.0120232365440935	0.0176901548350882	2.2948748598577e-07	4.02161632479597e-05	0.00483939793112611	0.0475898158803842	0.00012733135457941	0	0	0	0	0	0.000110645105558496	0.0217779351125319	0	0	0	58.4671027119644	43.9131872198875
OAA_DB	0.000157332370369878	4.06691312410071e-05	0.0125403606607071	0.000428364539435957	0.000393845696114294	0.585398681268838	0.00108176971263228	0.0353928867768938	0.0257523443949124	2.84147615901223e-06	0.0600224897778991	3.99675973508293	1.78103610142797	0.00413765061386834	0.123150678812111	0.0275922547751454	1.77576679414124	13.539005804794	0.000461672118933097	0.000562473453150243	0.00125873789176864	0.00218013971168028	1.44592265578151	0.0033884071692418	0.0245434087435716	2.1222245371763e-07	9.02753111355422e-05	0.0267512660540495	0.0270599785502923	0.0132315502977221	0.000864632437734172	3.40146755611125e-05	0.000152879883166318	2.65713095817778e-06	1.8900570741579	0.136856188147797	0.42582632327725	0.0105379526410238	0.00397013720522568	0.00113946835975774	0.0702570250077474	0.235743438961928	0.00166350165183473	0.00157091000257697	1.51555555839137e-07	0.000189425131890766	0.00338740704220824	0.0381093577027671	0.000128712868253658	0	0	0	0	0	0.000116759196457837	0.00332885613781333	0	0	0	26.3346019958224	12.4783713453175
OAA_ECPM1	0.000276781618169386	9.50460015154534e-07	0.00518014369887577	1.63228151202886e-05	0.000780188416470594	0.116472929792539	0.000370261353400097	0.0029652958451493	0.0121182690162036	7.02868043662539e-07	0.0123015491552122	0.510109417675819	0.420062908610996	0.00172424203727974	0.0935407922432934	0.00685425726390471	0.800184737675084	27.1609459138671	6.45224707603623e-06	0.00037881358975274	0.00124993755632941	0.00131312451782439	1.55545694770537	0.00260081470681544	0.0352746365732206	3.40513631263188e-08	2.09504502129494e-05	0.00490332416096041	0.00736448284646304	0.0042147342595162	0.000259069848015047	8.17379022173401e-05	4.67404542453308e-05	5.74564164491334e-05	0.217902931116764	0.0998069654418751	0.0641696821712568	0.00650085165280701	0.0022578625692467	0.00149704211791736	0.0126834593178799	0.102346979493071	0.000977282264778459	0.000398103754696212	2.15838076896148e-08	1.32324290996835e-05	0.00026968749749027	0.00270969528338078	2.67125133412599e-05	0	0	0	0	0	1.00781776213297e-05	0.00219075206485991	0	0	0	31.2686954015938	3.97156908562583
