EEZ100	    0.4221
EEZ108	   25.9428
EEZ109	    1.1765
EEZ110	    0.5490
EEZ119	    0.0442
EEZ123	    1.5680
EEZ185	    3.8422
EEZ187	    0.0287
EEZ188	    1.5007
EEZ189	   21.5628
EEZ190	   17.5274
EEZ191	   22.0351
EEZ209	   33.8763
EEZ212	    9.0954
EEZ213	   98.4755
EEZ215	    7.8291
EEZ216	   59.2100
EEZ224	    7.1566
EEZ273	   25.1340
EEZ48	   13.8969
EEZ65	   12.3503
EEZ71	   22.5605
EEZ91	    7.3954
EEZ99	    0.3244
HE1	    2.3829
HE2	    4.7698
HE3	    3.7435
HE4	    2.8105
HE5	   44.4233
HE6	    0.9444
HE7	    7.8345
HE8	    1.6345
HE9	    8.1941
OR1	   98.9998
OR2	  171.3838
OR3	   46.8120
OR4	   48.4491
OR5	  128.7162
