EEZ100	    0.0439
EEZ108	    8.6802
EEZ109	    0.4459
EEZ110	    0.2314
EEZ119	    0.0015
EEZ123	    0.0301
EEZ185	    0.7073
EEZ187	    0.0031
EEZ188	    0.5929
EEZ189	    5.5190
EEZ190	    4.3138
EEZ191	    4.5482
EEZ209	   18.1516
EEZ212	    0.5447
EEZ213	   21.8840
EEZ215	    0.5871
EEZ216	    5.0259
EEZ224	    0.2151
EEZ273	   11.6556
EEZ48	    1.6234
EEZ65	    0.6978
EEZ71	    0.8672
EEZ91	    8.3613
EEZ99	    0.1498
HE1	    0.4763
HE2	    0.9668
HE3	    1.0016
HE4	    0.7063
HE5	   11.9768
HE6	    0.3117
HE7	    2.5906
HE8	    0.4783
HE9	    3.9911
OR1	    6.2262
OR2	   35.3574
OR3	   17.0579
OR4	   28.2642
OR5	   22.0219
