EEZ100	    0.2588
EEZ108	   17.5031
EEZ109	    1.1346
EEZ110	    0.3797
EEZ119	    0.0202
EEZ123	    0.3687
EEZ185	    1.6461
EEZ187	    0.0130
EEZ188	    0.9733
EEZ189	   14.1456
EEZ190	    7.6178
EEZ191	   10.6236
EEZ209	   29.3004
EEZ212	    4.0207
EEZ213	   64.8634
EEZ215	    5.0880
EEZ216	   27.8008
EEZ224	    2.1437
EEZ273	   23.1165
EEZ48	    7.3916
EEZ65	    5.7628
EEZ71	    7.9298
EEZ91	   20.7304
EEZ99	    0.2639
HE1	    1.4204
HE2	    3.7218
HE3	    3.8297
HE4	    1.8340
HE5	   26.4293
HE6	    0.5405
HE7	    3.4919
HE8	    1.8958
HE9	    3.8172
OR1	   45.7295
OR2	  101.0196
OR3	   30.8261
OR4	   53.5928
OR5	   76.2533
