EEZ100	    0.7293
EEZ108	   29.0517
EEZ109	    1.0845
EEZ110	    0.3287
EEZ119	    0.0876
EEZ123	    2.0976
EEZ185	    5.5707
EEZ187	    0.0553
EEZ188	    1.2522
EEZ189	   21.8444
EEZ190	   16.1922
EEZ191	   27.5319
EEZ209	   33.8363
EEZ212	   15.5524
EEZ213	  121.9462
EEZ215	   19.0678
EEZ216	  122.1540
EEZ224	   13.4743
EEZ273	   33.3253
EEZ48	   24.5739
EEZ65	   20.5637
EEZ71	   41.2658
EEZ91	   21.9189
EEZ99	    0.3874
HE1	    4.6950
HE2	   10.1164
HE3	    7.4174
HE4	    4.8552
HE5	   56.9962
HE6	    0.9265
HE7	    9.2559
HE8	    3.2368
HE9	    7.5293
OR1	  215.3937
OR2	  219.4911
OR3	   44.6695
OR4	   64.3401
OR5	  237.3345
