	AT	BA	BE	BY	CH	CZ	DE	DK	EE	ES	FI	FR	GB	HR	HU	IE	IS	IT	LT	LU	LV	MD	NL	NO	PL	PT	RO	RS	RU	SE	SI	SK	TR	UA	NOA	
HE8	0.17404118243564723	0.04701909887498492	0.32846329545271713	1.0738115956130887	0.10230705691555236	0.4424818408535352	3.551390458021391	1.2465013333567891	0.48842156887279436	0.22435548378558431	3.979252276653456	1.206829688868256	0.9667240337520414	0.08732700600206479	0.2785137378658054	0.13466685561525157	0.002966376756295607	0.2702548162823516	0.6464005485989586	0.025301699311124512	0.3554356403199968	0.07287771347357176	0.6955740706111516	0.2510121985293234	3.4737435671002057	0.025041482018065497	0.373508069971259	0.08313066212040612	1.1910693766091538	2.8987032300139846	0.04234668666539065	0.17062402023873882	0.01907466925872484	1.654444112721669	0.2552401184662762	
HE5	4.666841472207157	0.8943258992073643	9.791974978720733	16.24491691110021	2.6885764846505715	12.491359508607024	157.21888136876376	64.97673161487789	3.4453223562106197	4.982799944856901	5.261555748822489	29.9631708772928	21.68133739585775	2.324897625688398	5.7843764521006475	2.7852723905748493	0.07572127865536495	6.91092282103849	16.04693368031634	0.7797452305668511	5.765777071634896	1.1418311720296932	27.13276692675161	2.9359280711925764	122.38177555387749	0.551319949353715	6.358488516145605	1.8473318330790918	17.744447175339577	62.434158399393304	1.202638912837321	3.7540599559002046	0.41242417807797693	26.270389549202264	2.9604442176844823	
HE1	0.18580014581325746	0.03542736352365736	0.3497430879046177	0.9230100401044606	0.10338353210617678	0.43052027922207464	3.0892665848684104	1.0012604528756077	0.3255233601625349	0.2856433945542319	11.256549999383033	1.3027978717126487	1.0117247482985634	0.06440465654360603	0.20924456742900324	0.14084725487324973	0.005968576678686093	0.24368419723484802	0.46145326038953405	0.025029936509387115	0.22793755342196495	0.06871984838422682	0.6290450853730102	0.43288866483364336	2.876844228836916	0.027440377704168517	0.3106493101191948	0.06492400174401451	2.8802265378542984	3.72251963991136	0.03909104928427074	0.14474743638216025	0.03418531091911651	1.7001413962585408	0.4373020284632509	
HE2	0.6061624961257522	0.1131727138786864	0.8372223763345392	3.1409886438778556	0.32316081059521845	1.1632593394676523	8.458387054113464	3.628415449691881	0.9469134185557163	0.631237014647468	10.194413335302203	3.4483848179004344	2.7521758098170213	0.2340764144531318	0.7248705592052361	0.4053942209670474	0.010469631166765483	0.908173968126648	1.5778954457743204	0.060178701550056814	0.8066692122234379	0.22258199625551423	1.7058398487850097	1.2689937221177017	8.561696444152265	0.07678165706679506	1.084819108638116	0.20515151990435157	4.784900310429515	12.598338219662812	0.12509188065236118	0.5288419305361235	0.06293864700647471	5.943215709942721	1.2870500139967285	
HE3	0.3454910242885862	0.08857633514222958	0.7532224257892403	3.737209144771871	0.17768286811619985	0.8566323302592186	6.541415414665583	2.0959526506841186	6.489737988737011	0.4314619742154539	4.773648205458934	2.226707478981725	1.8998071630823261	0.16964826739327407	0.46655353996011556	0.2693793188015318	0.008117389700084437	0.6502293932867409	1.845256267431102	0.05018032807863466	1.314322451794775	0.18150745307707628	1.4792807454147063	0.36209046385169835	6.99554569312594	0.042370687460763896	0.9046308024935413	0.1846278999218279	7.870380439621397	2.952163450002739	0.09146099205838326	0.32594713993491453	0.06998827853083354	5.541301022904303	0.36669265712276355	
HE4	0.31954786968171967	0.07979387953548649	0.6528179580689304	2.6794174852465886	0.16137787204073686	0.8504551265663644	6.593168051657048	2.1637069964750135	2.2646188526030357	0.38635029676864724	0.6758404418659264	2.058206723915362	1.8720933910217792	0.1790847249395582	0.42714869587455623	0.22393471895726869	0.006182208122977107	0.5615281063124815	3.0266247355777387	0.051134519397835844	3.7265479859378416	0.1579453363177307	1.3637911954474993	0.2166914060827927	7.04457676045502	0.03392326233982341	0.7518487415864176	0.17339612860472697	1.592264729773629	2.4557751365715093	0.08844870135808448	0.28585947257105215	0.05504947726967636	2.5146807681987364	0.21995689809715036	
HE7	0.4735182178596747	0.05864208409449947	2.4722688079909463	0.5547829450743452	0.27605657691466773	1.296533267984347	23.063501579521258	60.919406083104036	0.054315002977680986	0.9536149270208293	0.12923460849467966	6.755550117106182	6.989329688969168	0.15071414088628157	0.4290518524379579	0.9086985836846372	0.00977744142818661	0.8718940470158901	0.23656066595491396	0.1343951790770795	0.08785024801228135	0.03458742255284399	6.831441948488295	0.7061088330301839	5.410396639454855	0.0999808345058542	0.3237653277563722	0.10978631316369081	0.8484214056643024	7.399632792088103	0.09821780715010159	0.30509608222471274	0.019217669504332374	0.7709833687512034	0.7094070632944643	
HE6	0.06373507778401073	0.007581192770265085	0.27305201244276994	0.07096697467152997	0.03870286429479568	0.17417722859787332	3.577729149500716	5.2296875242804814	0.006103000401007201	0.09715901615084538	0.00929055722029302	0.727261098380529	0.5939784845518864	0.020281562530236656	0.05378852941562224	0.0723474469476964	0.0011411337482924923	0.1210670337395829	0.03733146448928206	0.016816687336526494	0.014167681436475834	0.0044304021670241575	0.8095863549241272	0.03428177011199413	0.7487291320714599	0.010242793510137481	0.03673038402850199	0.012083079383098737	0.1291499972831658	1.118349873177144	0.010782133250432105	0.03536161722917109	0.0046733405703308075	0.08406426951695052	0.03446574100784002	
HE9	0.4624308373185934	0.07878347500719302	2.7987662803800544	0.4604243863699456	0.3146563469791291	1.1430074321354984	61.6630082866603	50.004469951739736	0.043479595987115115	0.7415383038098086	0.06510120821063456	6.54082834328473	5.258379310304371	0.15144005366818544	0.3962704335976692	0.7084928811989255	0.010344803638538907	0.8557850909850693	0.24930652686462743	0.15526003189325868	0.09402081635909444	0.03509966722559323	9.73703432648617	0.22747563454441355	4.093136882316904	0.09240198097316334	0.2991412597015111	0.1328031720293867	0.8794200879939721	1.5271279973604646	0.08765989049303308	0.25349345989208083	0.02054285817090459	0.6830905071903017	0.22834213782100543	
EEZ48	0.794787519570264	0.2633979349678717	6.909264560325741	0.5405733278689245	1.0925256538150008	2.4310339110458394	17.528178873152267	1.6145043887135453	0.1544628269231594	30.06271430209969	0.22619642427160924	45.055377520875346	22.583099637761904	0.23979226303673995	0.6001492335443618	7.15764384086057	0.1664920227535109	4.131566765531699	0.2870680775462457	0.5117586566220284	0.09316155416224565	0.16215971995138811	6.71486868844799	0.29332292767647616	4.550144297117908	9.555560345079686	0.478780368711998	0.15723700491426587	0.8136334053180564	0.6392150099148818	0.2734502482839952	0.5364026448410963	0.19285171735308834	4.567032404193791	0.29395001691645123	
