	AT	BA	BE	BY	CH	CZ	DE	DK	EE	ES	FI	FR	GB	HR	HU	IE	IS	IT	LT	LU	LV	MD	NL	NO	PL	PT	RO	RS	RU	SE	SI	SK	TR	UA	NOA	
HE8	0.16674154849857215	0.047019127063876204	0.24870767721908027	0.9431966236181367	0.09694763190464707	0.33650460516677555	3.463997029612886	1.0178637463834503	0.40760158954026576	0.2789542221822126	3.845123003783918	1.1313244990129836	0.8356003490844629	0.0681358114403905	0.29504176679420385	0.11862417172258703	0.0029663447056352387	0.26587460308856015	0.5936772763522175	0.024246261450136333	0.3684563690818849	0.05118664615722002	0.5152951108040138	0.24475097089559517	2.85414344448384	0.026666570575778037	0.3496534988511945	0.08627589532265302	0.9651480781910533	2.439779195090137	0.039068264260683376	0.11787279847937797	0.019771086620895568	0.7969652874578282	0.25523852185019824	
HE5	4.471104843021309	0.8943264353736491	7.414342442702423	14.268937720642478	2.5477335702906956	9.499598879203294	153.35000318829438	53.05847470789741	2.875218783050521	6.19540498611356	5.08420367418961	28.088527813218388	18.740542765117223	1.8139724867971632	6.127642612203424	2.453466584960585	0.07572046051350902	6.798912549627229	14.738075179211286	0.7472188524708402	5.976995674484294	0.8019805423116447	20.100493578858547	2.8626945228722476	100.55294401393449	0.587098332625401	5.952395505795974	1.9172252907848943	14.378691473537495	52.54955358954322	1.1095322575806057	2.5934305852257777	0.42748181049596096	12.654757206798024	2.960425699072031	
HE1	0.17800731752450782	0.03542738476307119	0.2648204296199895	0.8107380819398898	0.097967715207613	0.3274079141789412	3.013245206394048	0.8176057966380398	0.2716584350297072	0.3551570463306076	10.877123724930636	1.2212884412154954	0.8744972953393119	0.05025093307372172	0.22166190917335601	0.12406830821441651	0.005968512190308614	0.23973463307710371	0.4238151025485541	0.023985834991726504	0.23628762505542233	0.04826631346628101	0.46600911486422064	0.42209072558421895	2.3637110621237736	0.029221144664933224	0.2908092941800277	0.06738038932351252	2.3339069598774063	3.133168610270722	0.036064673860622544	0.09999638606104777	0.03543341874905372	0.8189782091576085	0.43729929298634485	
HE2	0.5807388333685899	0.11317278172799457	0.6339327267815715	2.7589289367256598	0.3062318109439231	0.8846512751326596	8.250241131494489	2.962878935005396	0.7902259833673276	0.784853694959787	9.850788665909402	3.232636935020802	2.378878549754542	0.18263521409910907	0.7678870425704519	0.35710014512207183	0.010469518046073047	0.8934545427629565	1.4491953520866423	0.057668400591215196	0.8362200501851884	0.15633347069032696	1.2637200997461697	1.2373400470911367	7.034575036330793	0.08176446887687244	1.0155357472869027	0.21291338965777673	3.8773033961247165	10.603763490784793	0.1154074388111807	0.36534175093464816	0.06523654092706235	2.8629172664566274	1.2870419630494172	
HE3	0.3310004424012544	0.08857638824551617	0.5703291738858226	3.2826271028402445	0.16837482978432416	0.6514633990649793	6.380442768461436	1.7115057643159481	5.415869585804436	0.5364617676717885	4.612742105966378	2.0873937278340073	1.6421227498642417	0.13236595284193944	0.4942405419162738	0.23728851784675817	0.008117301994535978	0.6396906602249406	1.6947490490142203	0.048087100367730944	1.3624702293644984	0.12748421064175816	1.0958806082995103	0.3530585091042367	5.74777340207928	0.045120369740959114	0.8468553980233144	0.19161326231499845	6.377531573818377	2.484775568345248	0.08438020748861859	0.22517522144138744	0.07254355493726554	2.6693102103910338	0.36669036333213395	
HE4	0.306145395385665	0.07979392737351507	0.4943043568215029	2.353501802059677	0.15292398205799881	0.6467656752314114	6.430921864728688	1.7668323735982352	1.8898883727721998	0.48037179527095625	0.653059783405252	1.9294352072017122	1.6181679946293273	0.13972863159934082	0.4524972695436367	0.19725767290602583	0.006182141326386805	0.5524270184806741	2.7797599080826907	0.04900148844555583	3.863063194427829	0.1109350397664522	1.0103236518782204	0.21128627347287895	5.7880589604949115	0.03612474168633161	0.7038309590547461	0.1799565390106822	1.2902449463417798	2.0669756820872975	0.08160112420309078	0.19748131568253077	0.0570593371120162	1.2113514538700738	0.21995552218993772	
HE7	0.4536579204028366	0.05864211925160314	1.871966339036882	0.48730094066109414	0.26159516469788774	0.986005243937405	22.495949659234157	49.74535786192732	0.045327403539283384	1.1856849038852664	0.12487847752789694	6.332889737705628	6.0413169881602755	0.11759283588155221	0.4545133664128782	0.8004465266720756	0.009777335786361507	0.8577626362944724	0.21726573741402033	0.12878900383216738	0.09106847972928833	0.02429294327880768	5.060868115317334	0.6884957123783139	4.44536212943551	0.10646917693018836	0.3030876405573521	0.11394005798548208	0.687493361221525	6.228119508928206	0.09061391922266011	0.21077061111678277	0.019919307814373025	0.3713918030698553	0.7094026257055388	
HE6	0.06106190164108083	0.007581197315341958	0.20675105168459376	0.06233478123354044	0.036675388330293865	0.13246066646556776	3.489687572550006	4.270440145895356	0.005093126149519595	0.12080345584175813	0.008977398968974827	0.6817600738249671	0.5134129407271173	0.015824437176330308	0.05698053845980722	0.0637287915516038	0.0011411214187426054	0.11910481369179926	0.0342865460251749	0.016115194195962343	0.014686688300849668	0.003111752787632182	0.5997576794366457	0.03342664845808273	0.615180799249304	0.010907508422790348	0.034384551023762346	0.012540240453295224	0.1046529061397659	0.9412922044441663	0.009947395281483862	0.024428991742937684	0.004843964525502485	0.04049475240979612	0.034465525412593616	
HE9	0.4430355666912578	0.07878352223946386	2.1191855233414043	0.40441985207622944	0.2981728594594751	0.8692498293523426	60.14559087963274	40.832477077204935	0.036284950473864784	0.9219977032309727	0.06290683170139642	6.131602012157924	4.545147771133058	0.11815922031054317	0.4197865776850642	0.6240910639785773	0.010344691866564129	0.8419147696411325	0.22897198983915187	0.148783497888828	0.0974650954603148	0.024652725241772866	7.2133887592455865	0.22180150102678317	3.3630576277085393	0.0983984871656135	0.28003622013691887	0.1378277554427312	0.712612232770477	1.2853523871023365	0.08087338199338648	0.1751217880805478	0.021292879201664273	0.3290527726119801	0.22834070946118992	
EEZ48	0.761452547528437	0.2633980928802081	5.23159562690952	0.4748197353679004	1.0352929516863008	1.8487857146985258	17.096841439662693	1.318366408179455	0.12890359024083145	37.37872122993385	0.21857198636118957	42.23649191912576	19.519992554114157	0.18709493394001764	0.6357642950109409	6.3049632237139805	0.16649022386560366	4.064603506536511	0.26365354233487553	0.4904110998731479	0.09657435577856767	0.11389506902018326	4.974508324912157	0.28600630469506577	3.738550145172527	10.175676669190135	0.4482024474445674	0.1631860378686998	0.6593039271401325	0.5380141941512725	0.2522801050888323	0.37056494607671103	0.1998927455600493	2.199993499236349	0.2939481781564399	
