EEZ100	    0.3304
EEZ108	   19.5791
EEZ109	    0.9776
EEZ110	    0.4726
EEZ119	    0.0440
EEZ123	    0.6619
EEZ185	    4.4070
EEZ187	    0.0348
EEZ188	    1.0860
EEZ189	   16.4714
EEZ190	   16.0508
EEZ191	   20.8398
EEZ209	   30.2259
EEZ212	    9.1973
EEZ213	   79.9885
EEZ215	    9.1290
EEZ216	   53.9865
EEZ224	    4.5261
EEZ273	   20.9225
EEZ48	   12.8575
EEZ65	    9.7174
EEZ71	   19.2609
EEZ91	    6.4883
EEZ99	    0.2745
HE1	    2.4788
HE2	    5.2839
HE3	    4.4100
HE4	    3.3289
HE5	   45.5707
HE6	    1.0795
HE7	    9.0202
HE8	    1.7612
HE9	   10.5485
OR1	   90.0061
OR2	  148.7954
OR3	   36.7904
OR4	   41.2079
OR5	  122.7088
