EEZ100	    0.6440
EEZ108	   30.5391
EEZ109	    1.3985
EEZ110	    0.3975
EEZ119	    0.0832
EEZ123	    2.2014
EEZ185	    3.9626
EEZ187	    0.0377
EEZ188	    1.0435
EEZ189	   19.7743
EEZ190	   13.5366
EEZ191	   22.4757
EEZ209	   33.3769
EEZ212	   16.8339
EEZ213	  106.4965
EEZ215	   17.3981
EEZ216	   93.9773
EEZ224	   12.1545
EEZ273	   28.3796
EEZ48	   19.2673
EEZ65	   18.4932
EEZ71	   36.8901
EEZ91	   15.0053
EEZ99	    0.3380
HE1	    3.6368
HE2	    8.4233
HE3	    5.5350
HE4	    3.6109
HE5	   45.2193
HE6	    0.7630
HE7	    7.0569
HE8	    2.3897
HE9	    5.9703
OR1	  187.8452
OR2	  184.8564
OR3	   43.8264
OR4	   54.1272
OR5	  193.6018
