EEZ100	    0.1454
EEZ108	    9.1906
EEZ109	    0.7486
EEZ110	    0.2413
EEZ119	    0.0116
EEZ123	    0.2666
EEZ185	    1.2575
EEZ187	    0.0099
EEZ188	    0.6621
EEZ189	    8.7508
EEZ190	    4.6755
EEZ191	    6.8108
EEZ209	   19.0648
EEZ212	    1.9964
EEZ213	   36.4389
EEZ215	    2.7512
EEZ216	   19.2467
EEZ224	    1.5265
EEZ273	   15.4999
EEZ48	    3.8042
EEZ65	    3.3169
EEZ71	    4.5683
EEZ91	   14.7378
EEZ99	    0.1695
HE1	    1.1962
HE2	    2.8172
HE3	    2.9170
HE4	    1.3929
HE5	   19.2551
HE6	    0.3791
HE7	    2.5203
HE8	    1.4066
HE9	    2.5826
OR1	   31.3284
OR2	   60.8389
OR3	   17.7138
OR4	   35.4963
OR5	   42.6596
