	AL	AM	AT	AZ	BA	BE	BG	BY	CH	CY	CZ	DE	DK	EE	ES	FI	FR	GB	GE	GR	HR	HU	IE	IS	IT	KG	KZT	LT	LU	LV	MD	ME	MK	MT	NL	NO	PL	PT	RO	RS	RUE	SE	SI	SK	TJ	TMT	TR	UA	UZT	ATL	BAS	BLS	MED	NOS	AST	NOA	BIC	DMS	VOL	SUM	EXC	EU
AL	8.43830948050906	0.0081276760101875	0.860772735105511	0.00209977657491667	1.24177073311016	0.326764169561198	0.871353821201958	0.0707296199379583	0.244094506871542	0.0050325391376875	0.722643603090156	2.70995847848354	0.107468717774156	-0.001894888014125	3.02734445288148	0.0288515650442396	3.38736149885952	1.16719977561737	3.1008425729161e-06	20.9835286525503	0.810527357125365	1.03735556290247	0.0524853906653125	0.0128721542600312	14.8888252852931	0.00248696599867708	0.0241661823602708	0.0222839850551146	0.0809283549783229	0.00833565331472917	0.0466417440115104	0.667836337094052	4.25180533143812	0.158836210499927	0.392905674112656	0.102198212673115	1.25418523256784	0.206164602343208	0.861171368263	10.2120387975292	0.548634494282313	0.0793766457442187	0.169749098420146	0.298180828462604	0.00942888708160417	0.00620624582465625	2.04066728132426	0.429380592497896	0.00844962397095833	0.478816332170219	0.27131829124876	0.124130886976281	26.3508885227693	0.997241279854625	0.0123053896643854	0.413953975285021	7.82798699914646	-0.0212124462834271	0.210949457759406	119.552022803835	82.8856441152441	53.7071690139157
AM	0.00714227882178387	12.5346267183534	0.0322298568817404	8.77581200123194	0.00190624290402042	0.0256324182228879	0.0243910743343124	0.013513398988914	0.0206451566126955	0.199500174224947	0.0372864525634824	0.169056300452593	0.00922517788819211	0.00141072703155208	0.168458911956626	0.00823923438703874	0.163743496951373	0.0688781061779998	1.72278944885121	0.190086062434013	0.0109208761741741	0.034435601874364	0.00321311498002814	-2.39138467314522e-05	0.239733211831308	0.000273846706238853	0.509069568803405	0.00320867194825648	0.00435260183628147	0.00170535653066595	0.00558998362161721	0.000593253243530519	0.00662315242336814	0.00326556879842126	0.0345215748837222	0.016198112555028	0.100350295679357	0.0187220083417192	0.0359845420197476	0.0311983072711953	1.03048426822888	0.0124203317186106	0.0055753683350744	0.0155832325119926	-0.000247580065176671	0.166085398950719	13.0921849489225	0.161570201759823	0.119767069929651	0.0480529126366797	0.0218995165662767	0.131453487789928	1.60315650387363	0.0580791143580065	2.88336520304608	0.164778279179564	7.25638309677571	-0.00283892172217439	0.126451778329015	52.1287131860712	39.8379322152385	1.61120947479631
AT	0.251685530815417	0.0239846811411875	77.8866765880786	0.0634431384863125	2.27820646430785	5.24814834240323	0.47535466481225	0.484115189867417	9.62115431921196	0.0225900357700417	26.6220262471555	110.665755269424	1.23029559779929	0.05351236875375	3.42549046677513	0.251763229627375	20.2735534219072	10.99025432131	0.0346776977206458	0.920787401558083	5.65209528975242	10.1477743877897	0.303122303025229	0.0532485316280208	42.9325107753931	0.0235005777420625	0.0412651253022083	0.104292408476187	1.70535598799225	0.144773672591083	0.150633599517688	0.123763338824354	0.267284344130792	0.00605974104722917	5.99043229462538	0.642381566481208	21.2898676780668	0.306450328483333	3.01691791040379	5.36288908150625	1.4858242811955	0.528721795733021	10.7684119655089	4.10384592165752	0.0302348264761875	0.0228235858437708	0.478999239427646	1.5120682246396	0.0186176902241458	1.29223510364588	3.14833078357017	0.0680036258029167	8.04049859085083	11.0382858760539	0.0742620096624375	0.0989493109366042	4.29132272967554	-0.0812761872284792	0.067875061211125	416.076128354592	388.037641450411	359.414745126168
AZ	0.0139534425751759	4.49249995869364	0.0882427827797387	53.8540446965456	0.00217772397680099	0.0753891718004255	0.0647708671342779	0.154109321154459	0.0421673520952516	0.134848300388779	0.104634754192338	0.525373172120642	0.0555157194128187	0.00762260129573454	0.223741472159437	0.0605888474857501	0.366234398316483	0.321719683564118	7.98258089236242	0.253715200602706	0.0284438182816324	0.102241986209711	0.00797890961031101	0.00369145629609881	0.501155820757445	0.00861980574532556	3.63167779708983	0.0378987833121183	0.0120069900669493	0.0180344024728046	0.03817250648519	0.00419880063259001	0.0144310451516943	0.00316135349014062	0.104832625907833	0.0748727471459553	0.448958869686813	0.0285399391681107	0.19400113524651	0.086517116437919	13.9512030082985	0.0714167543552883	0.0161617778547502	0.0491095569839063	0.0213757713463749	1.27698018171311	9.35978113456605	1.28173437786523	0.959072058936246	0.205526842988283	0.149727254296902	0.369137568864883	1.32901687445214	0.234949862860653	8.56876046346727	0.0942157404193969	6.84406049893033	-0.00879846471625062	0.169231069050194	119.116028600385	101.160200889771	3.87789587637594
BA	1.27582469369962	0.0133945281428084	7.79658335680829	0.021616691254752	24.8769446558669	1.27354897411936	1.14910269872061	0.359123565379765	0.752404173178569	0.0211466665372858	8.9707224924414	16.5190771767904	0.663441272995859	0.0331265187023983	4.26481885620173	0.163569375789143	6.1373452683958	3.2216696365041	0.0332115641882913	2.73512539733826	10.3813396962464	11.8200268018604	0.115783720192323	0.0249239578161744	29.1690437202383	0.0205811760664697	-0.0102256381236009	0.108732382049123	0.285285114837413	0.0780908234535898	0.107595742719656	1.30078303555358	0.556684730738242	0.115545946801563	1.81306327544744	0.304614882309415	11.1909322987464	0.346984537689366	4.13599664600363	21.2164582584487	1.09115310214527	0.365731390222612	1.48140451632775	3.86556417908971	0.0318495588073092	0.0141803670392684	0.98844773677005	1.23763963805121	0.0185062441395067	0.687279601733547	1.37258686643299	0.222952467368808	19.1387018963686	3.3667697665355	0.0312456383582575	0.302017798688988	4.42428295661687	-0.0704758381235231	0.00790772557169347	211.941784284294	182.458515404743	117.841463044304
BE	-0.0844329145469958	-0.00821531603617806	0.273165489942363	0.0200923670630292	-0.080058405692527	16.7810225162945	-0.0887948209971822	0.193775737835737	0.417604806326596	0.0270725153014589	0.538935792201808	14.5967604871567	1.06711549387157	0.0198975598881642	2.81377181619656	0.207111605784627	31.6880397604062	28.6165494892986	-0.0335379038188125	-0.019107226886411	-0.0705217138042274	0.0712225911057516	0.969285022052885	0.042355749324629	0.90446407254562	-0.0637905221744155	0.0268082066852706	0.072969258578817	1.60860676017786	-0.042604874057712	0.00584223056846917	-0.040405298297769	0.0230669701132796	0.0456741878370303	7.87236592184877	0.833099788163993	2.09646119616229	0.415896891259443	0.189351707823149	-0.079492864710602	0.781124006449756	0.555594122409636	-0.0089907833919312	0.0325859295675014	-0.114764625852544	-0.0970993982210142	0.0493873608513002	0.184009106464393	0.0518912138748455	4.57164925975248	1.25916241803666	0.00274301362922019	0.565514903330874	18.2358863946782	-0.0851044767453784	0.0315460665431779	6.70654763297709	0.0933341478326018	0.00960714548323819	144.652047568462	113.261161062944	111.304422482378
BG	2.77048348777526	0.0835360712508676	3.69686638250194	0.210608555731772	2.56094254168954	1.25095606549512	69.0213987897828	1.15708128166701	0.696829190455929	0.124469671583211	4.56953713215981	11.9659070076952	0.770725590580015	0.0965947425362904	3.21300881445073	0.327359311676435	5.45298405729872	2.76587239554574	0.195907396756858	45.5296194199457	1.62425739422281	7.80051734659093	0.125313173767657	0.0731849936662462	11.2139220694449	0.0421219725200502	0.890144913117461	0.334263373181633	0.484131273244132	0.159787029323849	2.15387683625627	0.447459864932245	6.41416421570601	0.127537929993325	1.42760295249697	0.590309537497417	11.0654521182753	0.24809894873192	38.6065846169804	30.2895257788718	13.6206649732964	0.712723722634145	0.551313192018126	2.89607397303979	0.0427216642965101	0.0332934306313525	58.2680500973006	17.3500792560343	0.0357831988136182	0.863167501514966	1.58748591423792	9.4413965637046	26.3760227117115	3.12423501305273	0.165263997926189	0.78229907919625	10.271272153361	0.0019885431986144	0.170517273133024	416.873296504502	364.089647753465	224.538621100975
BY	0.835320377113042	0.0490222844543317	7.27358589121255	0.750859246351698	3.19161931589211	4.75060366873892	3.91346407612605	61.9849532003862	2.03458654001883	-0.0104800420013971	15.7958921961758	49.7946791843977	4.97068037298596	2.27048477365254	3.29371219319463	4.07373963580333	14.1849974918518	13.3460801603351	0.623054985909372	5.09635682875262	2.87190770172001	11.1415525708451	0.331410483129449	0.267709711010724	13.3137412496264	-0.0496813755856642	4.77735784923398	11.3257241128069	1.11604987230617	3.66959088023696	4.92754110832951	0.457157458375041	0.96473031183586	0.134623194176893	6.92292481867353	3.03994134193732	113.645758204989	0.718224298878169	20.713223341658	9.42591188607885	114.80373043267	6.19919928363288	1.91098243766813	7.96521601251202	-0.159163770279849	0.229793811657739	14.4851770621036	89.6043498280413	0.596212659436615	2.96466104859806	16.4126916185886	3.52422003370548	9.76928700987125	16.1807534418893	0.41299071367675	0.342407981022943	5.25745616437331	-0.0789421140624324	0.269004396599063	698.628639453318	643.574109159056	327.862017192365
CH	-0.00789046754581725	-0.00619715240858038	3.86085147996274	0.00197311661740029	0.00304624258486571	3.58437904967465	0.0181049886176665	0.0825052421340482	30.6716604179682	-0.00824730511321646	1.75399216119431	31.3389399234774	0.220666906844769	-0.0191067087477508	5.1385774955037	0.0184526910065067	33.5556212981875	6.18451250397288	-0.000721306845872136	0.0314289833610187	0.12152021327777	0.271609759934205	0.186687343439127	-0.0156974714965835	27.9187810062132	-0.00819283052528764	-0.00743274810359512	0.00327356006246519	1.12740692673541	0.00457668410672546	-0.00362997869335174	-0.0169795508722731	-0.0076650646101758	-0.00259159733456748	3.0155850821363	0.184239927012456	1.34587903261001	0.404776396375051	0.135298639790522	0.0798051708234062	0.310738963946834	0.0696672525668479	0.253323541462442	0.157534893081779	0.00491379022875885	-0.00898713096199392	0.0575144643066894	0.171024862496388	-0.00151270217014424	1.28600926580087	0.443027562420001	0.00293413488722343	4.03796632182799	4.98423914086561	-0.0120275082126084	0.0122947968699442	3.73693316564395	-0.0494012583564535	0.0681495763647317	166.684143194396	152.174017996285	120.569981989122
CY	0.010621451452349	0.00181998212764583	0.0451853061604531	0.00288073369982292	-0.00230770685691667	0.0321560672059115	0.0679246614551354	0.0136402516073021	0.0141582602285937	1.76880216991445	0.035377759532901	0.182389593118	0.00903185880775	0.000329369741911458	0.159520303215052	0.00449080132479167	0.154299409263193	0.0734527692983542	0.00479092960560938	0.585136473051526	0.016775312483875	0.037775455199125	0.00319640812532813	0.000727355629078125	0.313162856173651	0.000253582566979167	-0.00156358930577083	0.00377999060704167	0.00606167507936458	0.00206363461449479	0.0120893629316667	0.00182374292638021	0.0233567488594375	0.00426685684640625	0.036350552981651	0.0112254242149844	0.116236889442146	0.0146765874429167	0.0595564442780677	0.0765405868093021	0.127311812607906	0.00785730499776041	0.00680497937729167	0.0164143294103229	0.000583308090255208	-0.00021227270778125	5.54090332630792	0.118058237358438	-0.0005436383424375	0.0396571019863906	0.0217455988293073	0.0985258002576354	4.96648175423049	0.0746967458256771	0.19921973499101	0.196087316283281	1.0664823683534	-0.00044516125103125	0.00731473266573437	16.3889997011315	9.71923370895964	3.746300506665
