EEZ100	    0.1377
EEZ108	    9.0166
EEZ109	    0.7711
EEZ110	    0.2424
EEZ119	    0.0106
EEZ123	    0.2432
EEZ185	    1.5508
EEZ187	    0.0117
EEZ188	    0.7604
EEZ189	   10.6140
EEZ190	    5.9137
EEZ191	    8.4559
EEZ209	   20.9236
EEZ212	    2.4126
EEZ213	   42.0097
EEZ215	    3.3758
EEZ216	   21.6083
EEZ224	    1.4394
EEZ273	   17.5382
EEZ48	    5.0396
EEZ65	    3.1869
EEZ71	    4.6975
EEZ91	   19.3814
EEZ99	    0.1909
HE1	    1.3470
HE2	    3.2439
HE3	    3.2019
HE4	    1.6310
HE5	   23.8552
HE6	    0.4698
HE7	    3.0798
HE8	    1.5930
HE9	    3.0872
OR1	   33.9387
OR2	   72.9469
OR3	   18.5814
OR4	   42.2664
OR5	   51.3240
