EEZ100	    0.0385
EEZ108	    6.6715
EEZ109	    0.3921
EEZ110	    0.2181
EEZ119	    0.0026
EEZ123	    0.0354
EEZ185	    0.8143
EEZ187	    0.0036
EEZ188	    0.6755
EEZ189	    6.0205
EEZ190	    4.8356
EEZ191	    5.5144
EEZ209	   14.2565
EEZ212	    0.7152
EEZ213	   19.8050
EEZ215	    0.7536
EEZ216	    4.9948
EEZ224	    0.2213
EEZ273	    8.6926
EEZ48	    1.6550
EEZ65	    0.7320
EEZ71	    1.3521
EEZ91	    6.2864
EEZ99	    0.0969
HE1	    0.4836
HE2	    1.0727
HE3	    0.9870
HE4	    0.7027
HE5	   11.6862
HE6	    0.3284
HE7	    2.9326
HE8	    0.5235
HE9	    4.2083
OR1	    6.3670
OR2	   37.2331
OR3	   14.2233
OR4	   21.2619
OR5	   16.0716
