	AT	BA	BE	BG	BY	CH	CZ	DE	DK	EE	ES	FI	FR	GB	GR	HR	HU	IE	IS	IT	LT	LU	LV	MD	NL	NO	PL	PT	RO	RS	SE	SI	SK	TR	UA	ATL	BAS	BLS	MED	NOS	NOA	BIC	
HE8	0.2804509528066956	0.023930865542123	0.5919355854712162	0.03861561085927087	0.8207931217695109	0.11801326618055386	0.6062782375526904	5.115514365899806	1.1181636614996315	0.6812488988788278	0.2943338981599513	2.363358248172058	1.3786674235420193	2.5832378849867346	0.03812955719506755	0.06645673333712761	0.2776512047277611	0.12710152429031785	0.01657252791677455	0.3993688486936568	0.544067010870486	0.0713372925553706	0.47326826217319273	0.025252281169938922	0.9024004429331778	0.6125475575208922	4.19743873592848	0.03114455154256951	0.24203941240001878	0.09170837795874971	2.466256561632907	0.053298324728118844	0.24117540177226407	0.039599501215007306	0.9617831952025998	0.44278040209385505	5.38380273586487	0.016331321945789977	0.15204744193478292	0.007292912248198364	4.225754023183838	nan	
HE5	6.65125940376443	0.7078624823624166	14.075579488373933	0.8171548598528516	10.872589661768508	2.680084315357021	14.494918853269382	126.44136437742661	22.11222805472323	4.770303367480982	6.794685839467296	12.196634693882283	32.65864348219603	52.53679414457398	0.8641880021490954	1.4914470188709228	5.481988334921458	2.4554757965696337	0.36376254306640954	8.92905459848109	7.820110587003615	1.7916824158284523	5.4962732144624935	0.3802359249888662	20.839749043212336	7.436448507178909	91.16922474361498	0.8027960568802418	4.289444314722554	2.154044912825276	21.780558118155074	1.4012316319089704	4.8927237256828695	1.110265088415307	15.486882393255968	8.959872615911804	79.55924436122554	0.2675863321011182	3.0565808012899858	0.19031467240846553	82.35308894672372	nan	
HE1	0.2935847290873113	0.015281271260875267	0.6792279638067641	0.03288443049958037	0.8427712073121908	0.13751501288245138	0.6531605664712505	5.170023529309194	1.0709050169508603	0.7221659652511557	0.38333053326283	6.6648943649218415	1.5252084812023436	3.063452871945407	0.02762006590153836	0.042999138461341256	0.22118569064974145	0.16409119382108775	0.026745114196954408	0.32366339358432056	0.5590544336721102	0.08620285908093726	0.4593464313839528	0.023910071450689383	0.9517209601380282	1.2499329898752292	4.095793611034232	0.03112247592016225	0.1774027157223028	0.06322620732319546	4.056375150887536	0.047109408130745684	0.21844691324743595	0.05022682875369555	1.0265104000879	0.655731053571805	4.745667654886655	0.021003883773719256	0.1516277054067611	0.012139500897441322	5.013643898250139	nan	
HE2	0.7951345540739453	0.05514282973643971	1.568983274656433	0.09534960864657849	2.282503096820932	0.3506412698127486	1.5786661397397552	12.568632637692367	2.9654512885146587	1.618691161755951	0.8833462114381897	8.685490242612389	3.7671726924372955	7.506200447221694	0.09742441318226021	0.15345695691379616	0.6652259619667317	0.388189438278387	0.049220733989962434	1.0427663723154754	1.465755325352271	0.19398751151454877	1.2152226581084584	0.06679804757054074	2.3617751426598423	2.5429112874552904	10.776555947789449	0.09567615511502259	0.5711760291859115	0.2069136886952513	9.32174506926444	0.13386734429011068	0.6605360304953356	0.10260600463973944	2.5815719192230424	1.364802561647509	12.546803628025922	0.048238368451713316	0.4398241432634013	0.022769067974268736	12.67870851928403	nan	
HE3	0.5958051759870826	0.04099107291207343	1.3060516039211525	0.10480915931519504	2.6616770749506604	0.2183156418169926	1.134141856422939	9.917859320515523	1.8748774957045982	3.249959640187982	0.562499007784726	5.874556474774139	2.6261251636052583	4.863443020901072	0.10474908288379599	0.13323629880090881	0.47156837690801945	0.2528543129654919	0.037566165230507896	0.8791942041660535	1.5202840605554033	0.1475745936955988	1.3644106460396772	0.06508359101224022	1.8482979313407355	1.054081849883506	8.883037444556306	0.05675095691448127	0.5599100626973484	0.19969106197792483	3.2894792987813797	0.12206387253032076	0.4829224507471217	0.14413102662274624	2.9895042588849936	0.8759277144573848	9.674004518910186	0.06076543398477052	0.3515456458865717	0.011237478699234442	7.354142642220178	nan	
HE4	0.47765777017273864	0.045692448541169904	0.9860267522755212	0.09192595476177724	1.3899028736059498	0.176884929683656	0.9830533166523582	8.431994392961835	1.5403493494699905	0.7961038438080147	0.46940167392051907	1.4456636036129975	2.123979680215677	3.7060732038981676	0.07214881207752999	0.11251132479845138	0.39737423332594574	0.1732024897850861	0.020870212036159255	0.6599203533032786	1.286880622883757	0.12427717537223278	1.1982603272231922	0.04780895286965226	1.453389627366654	0.567955313379794	7.047606296027982	0.04421092503686655	0.45775330951754123	0.17135196806258235	1.867146449084724	0.10074901562631981	0.3671318126250253	0.10422377675769952	1.6168542773535977	0.5967643193730269	5.898263493906241	0.033484354672529845	0.24001410164402973	0.01002271068492839	5.477294181343375	nan	
HE7	0.6189054615052735	0.04977540322940801	2.9689983942913134	0.0468686820611792	0.5256768788773966	0.2691434023383453	1.4659605464172636	17.245770378488558	4.458036381098052	0.16328473954230358	1.1920405183967235	0.5347248091136935	6.096552500826321	14.437422882596197	0.055705705053161414	0.09858359933966347	0.3999756896297015	0.6664912313827024	0.05869787026862757	0.8982042775139907	0.2654180714573971	0.2807316590200726	0.16957042991264237	0.014890457872626396	4.375491036024829	1.546066744576972	6.955731848857422	0.13619483286507283	0.24999657686187526	0.14431829919577763	2.3166272195044306	0.1009518122097914	0.4030480237801057	0.07999765158094596	0.6681312226216912	2.1092166066013354	8.835356607170903	0.017635397065275796	0.3049005898980904	0.03386300281003324	22.120427731632855	nan	
HE6	0.08863361845019634	0.007003886061824892	0.3365740137127458	0.007635209456663347	0.0702348473197091	0.03568494906697757	0.19748791307347416	2.2704450975338437	0.7068453967389733	0.018943261593891696	0.13653031155380782	0.05874901335984569	0.7225262449166033	1.3625218702326316	0.007399742435382338	0.012368779163163526	0.05466622668305973	0.06438361583277497	0.006759207802197063	0.12985712114778006	0.040635830150133175	0.03652250652876888	0.025735437007114743	0.0022192504902165053	0.4796686196884858	0.1280972213349165	0.9631461522801906	0.01623570914867908	0.03653744949407103	0.01781740476443015	0.27400721472510675	0.012987596054541722	0.04960695333804932	0.01577490451719328	0.09988519681628122	0.22246421091338442	1.2586370509687839	0.0019743100351812255	0.03951276956041574	0.0030889278401943204	2.0235253798880444	nan	
HE9	0.609900735949389	0.06094878952829679	3.236420530792031	0.056845610113861106	0.4502048600615087	0.2615389344037158	1.434901216668959	18.879366818193507	2.3246339348625833	0.14513540075095002	1.0431370971402567	0.39615244896350266	5.953623492118109	12.218536273039268	0.06052096872768875	0.09775220618504393	0.40662136779920705	0.5452986419697556	0.04779395496013567	0.8998307633711232	0.2605377048491086	0.30811671648755795	0.17121589234909906	0.013058093827684969	4.454047259462642	0.8740589908946074	6.018381916818741	0.13752193012121167	0.22581625922793155	0.1608722826967994	1.0891976019479286	0.09249614177856513	0.3687998990089009	0.09134139546243425	0.7101380167495592	1.8638732611534674	8.154911651301944	0.014681265049897528	0.2926941965577225	0.0263220677631666	18.22990090883687	nan	
EEZ48	0.275316790464323	0.06417903140792265	1.4819778653380162	0.07081769059648027	0.07153337085705656	0.19897821687327658	0.3359706711027782	4.4061301361816865	0.2932808043954012	0.07010631861968818	6.149888538644564	0.09339038788895661	6.188189094185087	6.306134025851186	0.052422731444679745	0.04054339119672771	0.051415418103299804	0.6985559150162817	0.15534582585436893	0.6737594964585919	0.041886585102871826	0.21442681970974412	0.027715561097467978	0.029865280345976204	1.3635914411416232	0.3611772826755455	0.3930680098523875	2.0618074900234986	0.061523525477529505	0.06420237848229299	0.2214947575952068	0.04696677203989232	0.051856218429750654	0.12375701502876109	0.09510238678092169	49.02264097893421	0.4656702575649236	0.02003936330899341	1.3597493873596778	0.09177796352985705	4.866323842794425	nan	
