,AT,BA,BE,BG,BY,CH,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LT,LU,LV,MD,NL,NO,PL,PT,RO,RS,RU,SE,SI,SK,TR,UA,ATL,BAS,BLS,MED,NOS,NOA,BIC
HE8,0.273845904868739,0.043019368242758,0.521305939322972,0.030303023245073,0.51747465596978,0.117168496521835,0.581451902565062,4.92132625943559,0.993194631845414,0.423477056458102,0.264809708398075,1.86235334162451,1.32067807301756,2.56788713792853,0.047703085094319,0.080003447026623,0.278333287232944,0.191588929586417,0.01702398596738,0.39610744171502,0.455256770304595,0.055363863252594,0.345228738022221,0.065671754088688,0.998378962578925,0.68432973470177,3.52107439990941,0.030325464733626,0.270253257170946,0.129019574364294,4.58349372390286,2.23441396939702,0.047158129671894,0.16251771946993,0.024422723305175,0.750204710182093,0.636486881954537,6.65286132690944,0.021589874434328,0.173390529414612,0.079881915941596,46.2921263543698,nan
HE5,6.31236608387471,1.30583415674745,12.1113077905278,0.615460158072957,6.43246672484917,2.61141502705511,13.853196956768,115.707737014294,18.3540205398781,3.11535606914321,5.85720273275834,9.91798540261475,30.5534987610417,48.3949320963127,0.955992002640695,1.54264229862345,5.38221569957786,3.42465881537325,0.327583570254889,7.80141498017161,6.18473829826252,1.26595445426331,4.22006954567519,0.850412881585808,21.9039699709406,7.58499864261364,78.1209907362204,0.791980284681293,4.28138695138726,2.76684307065661,57.5838220135771,18.6542949564132,1.07153232504435,3.26934159189887,0.548180489929519,11.965981995709,12.8177650957977,98.7257513681145,0.340767463784214,3.19564617480404,1.86757636652985,865.470117155363,nan
HE1,0.303816813367741,0.027683375590242,0.577632435831524,0.026207822128242,0.566499057051847,0.131386866341683,0.71178464792804,5.13381029385036,0.935955116953768,0.476965837968072,0.295124464530946,5.24890224175419,1.3982860336097,3.03265264732086,0.031776786062393,0.040161616656057,0.227157535808438,0.261092910750654,0.027316171387361,0.297173691682095,0.50314383891664,0.060542069689178,0.377064049692133,0.056208643612018,1.02431984595211,1.36476504985243,3.79060705737162,0.030734917863659,0.210408393421937,0.086196080370166,7.03230529281622,3.70467008297884,0.036767889426566,0.161700964717237,0.038238457588951,0.850993308894062,0.917589506873992,5.77199848682832,0.029372788819879,0.154125897882302,0.087280359033287,54.2653880426073,nan
HE2,0.783301458430229,0.093068466160053,1.36552195292902,0.060834721686817,1.49885236603542,0.337241080430291,1.57749170213086,12.3138645217303,2.57435520672258,0.954833796527623,0.699310340149397,6.43105349072782,3.49116333024537,7.63349937022482,0.091502194092097,0.141187302993509,0.607936287262937,0.613754271286481,0.049851696229781,0.906121245446909,1.25054974284928,0.135157203507741,0.915744234288701,0.154593133420864,2.59967957722424,2.73497702456027,9.21572946484445,0.08415776534618,0.52358001360837,0.237722168776448,14.2723438513939,8.24120625104845,0.107369871195672,0.43143763834706,0.061687186097646,1.99685141713642,1.94460461200104,15.2343091866608,0.062577188563825,0.437535022485675,0.188685021497023,137.222874442595,nan
HE3,0.64462692583043,0.065781682277864,1.10006379038415,0.093293059662481,1.86937915547389,0.243375084735269,1.26800092256704,9.8665700379516,1.65871931185159,2.21652423505011,0.521910606168756,4.83267015895213,2.48355048460833,4.5778606940174,0.129109712470748,0.14586942752543,0.466728626498117,0.351950817772914,0.039167978086441,0.849915811597364,1.48712285120226,0.113159129855549,1.16605860841504,0.168691241588885,1.97794491207736,1.22628127184526,8.21924800697778,0.057906717499896,0.608735375817353,0.246894100416777,19.0938143131261,3.11407168260021,0.105528639390737,0.353473882191416,0.103165251660059,2.43070709658763,1.25320876406743,12.2882185304419,0.091264106894238,0.397596966540174,0.123870358638297,79.1021223006502,nan
HE4,0.510754212929649,0.082404298949288,0.845750161250404,0.07698623088662,0.84471035604776,0.19260944840917,1.08407229272375,8.2630893624478,1.35446902152315,0.506688805323178,0.403101321431747,1.18838519997714,2.02029388846037,3.33487590248231,0.094108841466684,0.120038138114234,0.396054246790417,0.2399650295385,0.022287736216387,0.630268854708476,1.10701941341971,0.090090975893835,0.914881807436663,0.112946397905925,1.57188094549152,0.628105201340774,6.53038497624861,0.044677841578044,0.485635620458831,0.213786576120022,5.29073469402065,1.79432889422128,0.084677238540177,0.261664417020169,0.047940646035714,1.22658270916129,0.847387727446356,7.48168964350259,0.048599352168363,0.275448663063164,0.125022974637121,58.8705907362484,nan
HE7,0.530660966345171,0.092883214565184,2.66941775722261,0.039603922592232,0.354861304427302,0.276353059205026,1.37355082574908,16.384481359955,3.72014931566968,0.115499352452383,1.08364178239588,0.400359551424548,5.89677784335794,13.4264841644991,0.065031778112668,0.098491281678115,0.393505098311587,0.965919656360746,0.05677533396527,0.769304928973453,0.263597608368955,0.211232691516292,0.146025796663133,0.03318646784027,4.78237254244269,1.56730408627151,6.08710532760964,0.145352107883886,0.244231268058603,0.17852912965715,3.35431024440792,1.97023808054254,0.072328232915932,0.277433088837363,0.05982003289846,0.56616950909558,3.06060844656755,11.2491153252764,0.018106134616069,0.317183955178769,0.30832790590777,233.9186832172,nan
HE6,0.072859841457491,0.015925254193458,0.288458992431584,0.00611054925716,0.051794726823388,0.035640735941657,0.165003547875087,2.03547038796498,0.600663948088077,0.015304775487487,0.119646679406232,0.051658338743425,0.665517184175569,1.22752486054752,0.00883372266476,0.013355736136383,0.050232607141188,0.089576743367022,0.006519091515236,0.108762741219974,0.041741433251316,0.024936194988623,0.02576793134696,0.004044771902722,0.503491090324506,0.136654942343811,0.794645577691924,0.017521416038218,0.032721635192229,0.023128039916988,0.451749367929358,0.249738176921902,0.009621712309165,0.031934854918649,0.007772495444149,0.080778087514955,0.312010335917493,1.61818504375631,0.002389324105484,0.040161001940899,0.03172213180659,21.5662860319897,nan
HE9,0.543943814700011,0.122693791149624,2.69366222993098,0.049337483672807,0.35665611189731,0.235627647371227,1.33738136043583,16.6558118130965,1.84769096360318,0.110762151774093,0.915700779034432,0.328565954250101,5.32485468921244,10.6608981074133,0.068717038177562,0.107774263146563,0.380728334723129,0.7608658769732,0.048027017578724,0.688874719496975,0.292008332219174,0.213573770901396,0.165573132790626,0.029202619632154,4.52948352879593,0.926473016882117,5.27358669869194,0.143109787248695,0.238343729142329,0.199480574200987,3.01058538187995,0.905044681930142,0.073879298924234,0.249183111093402,0.060010779092364,0.577918465865373,2.56514486255789,10.3632898970953,0.018210516616807,0.300935584663299,0.259121972498678,187.529723744105,nan
EEZ48,0.308497138581346,0.099377116433596,1.00084228672419,0.04950007368212,0.052339001314787,0.155072825769114,0.372363223743117,3.9491163342015,0.239366614527583,0.043181531682518,6.36617897318517,0.067210526566808,5.0587866187676,4.99797350883487,0.057442510266531,0.030454677998119,0.04272664225041,0.962147531402328,0.165188535223347,0.590448151638475,0.036923014756737,0.126960167073271,0.017062061587656,0.057303724259324,1.21264758229521,0.380435968066018,0.247359452956469,2.31613511407215,0.059960662590796,0.058945598485739,0.333981201565435,0.216666150121405,0.039273185773842,0.037266318102508,0.098319786479806,0.057177984896587,70.2944019758338,0.516323652919636,0.013496441870869,1.55199832641986,1.05494333783221,43.8018852299806,nan
