,AT,BA,BE,BG,BY,CH,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LT,LU,LV,MD,NL,NO,PL,PT,RO,RS,RU,SE,SI,SK,TR,UA,ATL,BAS,BLS,MED,NOS,NOA,BIC
EEZ185,0.361720642828062,0.030147605244038,1.32852888368952,0.014743563618188,0.20236919863866,0.161425152309908,0.814983599867663,9.49215406468892,2.39048859726587,0.064907868030191,0.631434276622316,0.247531055579734,3.25402264080837,7.07110422073762,0.024107743809513,0.053682967313899,0.182729171681332,0.512343807950527,0.028975260707109,0.434157155992118,0.153538954446625,0.120985561078963,0.084544381002533,0.018903067435513,2.48348039625676,1.16420204425561,3.35635318460179,0.073147900107221,0.116377273329212,0.070713504518297,1.19905175678024,1.75283259609601,0.044045580875815,0.14322969123563,0.027141963843673,0.299694602632414,1.52190059671225,6.29865653848376,0.012774500359932,0.170377529503298,0.219855449159032,120.335663270318,nan
EEZ187,0.003365686906474,0.000309615634619,0.012103946451396,0.000166466328485,0.002126784672817,0.001463366956283,0.00808632205933,0.088940571648537,0.019062766817324,0.000758740675527,0.005022852330904,0.003037786222365,0.028700169884913,0.057091194403624,0.000232794774734,0.000510651709059,0.001790383399435,0.004157958568175,0.000220310991351,0.003449160620953,0.001753560361699,0.001102046659035,0.000959487031656,0.000238276364286,0.022746718266908,0.014174005442191,0.03246786740186,0.000578716686371,0.001316539669417,0.000815221658496,0.012568909834419,0.019029450179759,0.000406924476305,0.001457804055229,0.000238001245093,0.003572574529093,0.0122187626818,0.04255426914742,0.000148988161212,0.001473546825644,0.002285456758373,1.10162428624141,nan
EEZ188,0.046566936757223,0.009355882294523,0.492374861213131,0.004177322156591,0.030183503796763,0.053300572167261,0.105703274693602,1.48240167377696,0.1108739344088,0.006817777241997,0.515681919717239,0.022895700865189,2.71462706541279,4.25994797633094,0.006670230015573,0.010137436221393,0.020792789553353,0.318123256176157,0.022460027052514,0.161131093051881,0.020572117639576,0.038492021132663,0.00979068516359,0.003193076535565,0.614272954085349,0.13061305927865,0.31679010150268,0.085720002377633,0.016740022923959,0.010057527778698,0.176893360658168,0.06521284587271,0.00936447766813,0.011444432131677,0.00685838845695,0.038990948508184,1.36610271470515,0.222713049112467,0.001635066814584,0.130111676198242,0.108260664605287,50.3486379635059,nan
EEZ189,1.10472651354664,0.225000779955844,9.61003124883435,0.108101761519305,0.530894103103554,0.812353045136732,2.45865927650436,32.9939783544932,3.12761879617699,0.199072198145428,5.7045884845169,0.53263016997193,29.8230370009041,78.7174895622593,0.190987620147387,0.200236478508028,0.510352467512413,5.33047569054432,0.322700098606506,2.28551706309784,0.416938552474266,0.730508422289585,0.281105859422258,0.111187626986713,13.0580763025485,2.74815089640252,7.44854220785839,0.848611739860586,0.37793968575917,0.247463480736612,3.65228078441577,1.53017430554667,0.162950304400247,0.323086838661048,0.159013688143756,0.857477196462228,17.4422931283201,6.68827526735963,0.062046518049124,1.53625303264848,2.06461041115052,718.857417442251,nan
EEZ190,0.939903683476921,0.159771859564359,6.48610374403329,0.069831752522563,0.413018896390251,0.50468084261743,2.22749021966808,27.7317591929003,2.69116918025888,0.156620546523756,2.9191942392165,0.409664047169336,16.0227424557091,42.4677968514814,0.119225480514923,0.141379156072997,0.512061315748159,2.92985321997673,0.144876864991273,1.45218848868741,0.292619048304426,0.47199938423606,0.184503319123177,0.044998056154685,10.7081451921754,2.17695287352291,7.22522246014406,0.391174793967883,0.303568091586797,0.233736143733369,3.11314907568572,1.22693792769871,0.119706257263505,0.323062441389344,0.103502712795187,0.722837786455516,8.75692991239309,6.82970158941516,0.03374967724183,0.766305226114812,0.894450249660899,484.054812045143,nan
EEZ191,1.55488718013011,0.227352233113459,8.36787180223432,0.113584260515756,0.924369752570157,0.763439127768226,3.65315585336385,44.1108147148241,7.72757905600093,0.283923207845246,4.01173703472028,0.972675674691464,20.2648447040644,54.9243768612033,0.174643287747778,0.254144959510554,0.94107057155288,3.84730411116836,0.191990556807435,2.15787264905875,0.638537567982249,0.659750279849345,0.349766778251141,0.082794841651881,14.2238446025508,4.97352187372415,15.1859334169617,0.488212512525944,0.627401312299962,0.414141144347564,5.92928243999827,4.21964975636833,0.199058969326324,0.704374052423992,0.17147484306925,1.4385492741997,11.0179418744099,18.4447808264896,0.061353749068288,1.1781754813458,1.45484992273361,661.156699587106,nan
EEZ209,1.41274411721851,0.161075662256414,10.2220426615367,0.108865534611154,0.449307047774973,1.08035271965858,2.32755210466206,32.3619339761127,2.01042028614843,0.121885569826159,66.8464930467387,0.483710927226922,67.456363814539,74.7555681471229,0.184040696471036,0.238827441921055,0.532701875162492,11.5359318064691,0.474782689250483,3.99328534672012,0.312345219615043,0.937144573501926,0.200562514497726,0.107772619806535,12.3542200381193,2.01417008194941,5.97998991107111,11.4203160695995,0.34334252049007,0.221487465875094,2.84192029690765,1.25737755159363,0.241040297902771,0.385245754518222,0.341413339711248,0.811130443534425,140.595764680245,4.30000677239295,0.080407914224976,8.11632541197906,5.19515700100917,758.28006945697,nan
EEZ212,0.363942087132677,0.178003936157712,1.47481348093414,0.069879291963167,0.341404566716558,0.164211415505302,0.742852176913949,8.21303755836614,1.68184876356363,0.19437591196297,1.59164019571396,1.62783766550517,3.72540595555763,16.5416741976634,0.083127467468041,0.055376736819446,0.212471274137254,2.09533686053954,3.11658315971922,0.50432952610467,0.274330303187828,0.143025801109292,0.212196940882353,0.051882797313271,2.56706804931528,4.87156305967778,3.23499140318138,0.257575220813662,0.1714394527971,0.127235322172984,8.34515325870905,2.228608160389,0.044900101842861,0.168732955751173,0.12033054059634,0.635825144119769,13.3441183187722,4.43668550954953,0.03998004761923,0.548052469988612,2.13573412224572,128.542159798753,nan
EEZ213,4.2384584338454,0.613077274138444,31.033219234897,0.422344462327929,2.05454083846197,3.04965407037198,9.06179782248882,128.35702452189,16.2057055837119,0.692447331799345,35.0776799122527,2.91855009058869,106.315282290253,403.613450568146,0.786888467883421,0.736217791416665,1.91740600486205,61.7419130392706,2.69132137218454,8.7783265043322,1.45633365398324,2.3188116017839,0.867626659324104,0.355449918058159,50.3263301315774,23.0743217919284,30.2286966546545,5.99576997272316,1.58639367258405,0.966653950039107,14.1176541152172,8.40246039074237,0.610976476266394,1.35800034548645,0.876318504279615,3.31014906707092,169.052890814986,30.987519077422,0.25525305346701,7.58308272597709,7.07605067918299,2645.34003775629,nan
EEZ215,0.810543988687316,0.243104606884201,2.06693255663018,0.160653026863515,1.00779288728427,0.2976964737834,1.65299136972041,13.7201256805063,2.58587355126977,0.718266290963685,1.0070819850408,5.50400498075707,4.68227770378014,14.4267882685869,0.19852995948745,0.081716529784923,0.471655308405133,1.37941238334419,0.791498823115086,0.767511749814587,0.795830598126639,0.23280394330776,0.645840456170282,0.11555134581669,3.70489338975266,9.56451779525816,7.16175994742536,0.130869790427842,0.480206875131568,0.24095526168919,34.9880077547628,4.91882961352178,0.083248653218372,0.402920615134244,0.321094380542484,2.30480962380963,10.9450630432557,8.5572501857469,0.150767381876054,0.735936705415368,2.71907966786093,163.09814391653,nan
EEZ216,4.54213260133024,0.581415121404763,22.7891509382232,0.366716844286968,3.47057854464434,2.26870158681751,9.66141888336424,122.773511872042,22.6947732052267,1.94278777319996,14.7829510975933,13.7552365026636,57.5038945923051,203.284947599324,0.584137680205904,0.65371515865766,2.38131488317248,17.2868497973693,2.27716969488682,6.03044293104417,2.67675599814942,1.8558285829303,1.81584689149358,0.33304162968535,40.279712228322,71.0005015921961,39.5008527543271,1.91410552864652,1.59516835339584,1.08118814524315,47.7377465057586,21.2548891510477,0.524447450543258,1.82485877162477,0.651472857117915,6.02907224866549,74.357118628412,47.7816435718675,0.305426403874832,4.39477331883538,5.19486764625831,1889.20022370518,nan
EEZ224,0.420826264920558,0.079937857378769,1.4992953398226,0.039536219382931,0.313192744111256,0.203061529993819,0.842834726123605,9.16532754031369,2.04709324895055,0.176103345873824,1.12462995527618,1.40728141498313,3.6391740206781,14.5023335861625,0.052087021831311,0.057283833564557,0.235706895154396,1.70540599775081,1.22368296205358,0.676685584766712,0.306790765721462,0.141021164395312,0.200554670159023,0.031728076439263,2.67732553546558,5.67348736598452,3.67819862711972,0.146508079596759,0.112921666418096,0.109967883891573,4.58089143243274,2.25538248621579,0.052559875300565,0.170995638463552,0.083108563711028,0.53852690856813,7.58117321914095,4.727057464305,0.030572535638485,0.463576877229468,0.587623598353402,135.802008709198,nan
EEZ273,1.10594416231623,0.092764642869765,6.89902415118262,0.053561403437681,0.149390672539826,0.988305254658075,1.56314454593878,23.2483921647661,1.37461425994423,0.059735536320756,79.5924158635131,0.323227971217826,50.3342510775952,39.1478204353388,0.095663841056109,0.15954861859283,0.273533774235149,6.38533263694949,0.340470980605198,3.2423255601811,0.111718407637249,0.720127324754602,0.077535210603217,0.079167535217685,8.85183916905213,1.25650532208081,2.99561324128388,18.2125174535746,0.151233739500372,0.105360964373351,0.83434713523646,0.768740520946599,0.140209966719393,0.27146670996009,0.128889175276682,0.41035864776497,139.954723575258,2.93302550680588,0.047511974842517,13.1762162262995,6.64303105738775,359.772290831641,nan
OR1,7.18175871717502,1.27648233060431,26.8464848195027,0.792919452083458,9.00425065025628,3.22484240627581,14.6265156275947,155.240112123797,28.95013286699,6.10940506713388,20.4605945142238,42.1423412164649,64.9943430407619,259.642302502802,1.08365609475189,0.86627902400624,3.98103148275207,29.6100168518431,21.5657752123206,8.9003545649,6.22894269306711,2.41170592613953,4.76441537464705,0.830025848628647,48.1604603355239,99.7067943969811,64.3900208671357,3.03416458613574,2.80558050561092,1.67150672869887,239.654222354801,39.2449448938758,0.802346277039224,3.31060855003996,1.96213079960587,17.4542292618585,160.897622733178,78.6046531741944,0.81850477981133,7.68591007745739,12.2947266122991,2250.24988705196,nan
OR2,9.96096424394769,1.45108588205517,64.5928685952297,0.860571386445707,5.48066086227067,6.04594992626349,22.5660805000052,294.804389937132,43.2736251882494,1.69763663087246,45.6474316022411,6.32787551907316,193.475049126474,601.913701622397,1.45815986061049,1.60747954088792,5.10916477164884,48.6155821566444,2.56237839297038,16.8766828803792,3.95510057620619,4.98474520927528,2.22873435579362,0.677623219536213,105.141036688679,53.7505201470426,83.4200165654625,6.41550275152609,3.80694622274139,2.39532848325545,34.1073397759781,24.0111947680527,1.302496725842,3.64505563956887,1.42714295323897,8.45916591498526,148.689212163595,90.7981350011428,0.471810412449758,11.4645688830016,12.9089653271064,5480.66718188341,nan
OR3,1.30251061185915,0.224536042506473,11.6381862475787,0.147403492492403,0.51668228750683,1.1205261817043,2.13815421874173,37.4937609976616,3.32891351560601,0.196703136457476,27.2532110556304,0.770364893843275,51.9669000838954,154.914370926154,0.268362889566563,0.301772819370169,0.56247601784636,47.1289892352096,1.02188286020364,3.66998368447995,0.37581845179819,0.837602603419028,0.246646786346939,0.163060125019145,16.9859162442043,4.26091445928175,6.47564888763239,5.62599259286665,0.459202070250129,0.305107663228039,3.90693808147547,2.00073717377346,0.252714137028836,0.360853496661136,0.349295184770667,0.838489515015222,140.180907340986,6.75075895305408,0.12302763111015,5.23861173087477,4.06138331596257,876.456379326031,nan
OR4,2.09875978598496,0.215180015855957,13.0017195661036,0.122233199116047,0.385255654422625,1.72844610237092,3.07147498446393,42.9667442892958,2.63072578516634,0.125744855799097,155.767237906965,0.631425499387589,95.2541326423865,81.8853160023937,0.227803908059373,0.346397735456509,0.648800839472418,13.3386258721639,0.651714118424684,6.41689002671646,0.266108327147126,1.28809068918621,0.189241604620465,0.152465630465162,16.3358629837703,2.41642500670623,6.42124646373557,47.0228891470133,0.372353660383396,0.264439855226412,2.38173715334518,1.54896766629309,0.325374260461249,0.541316929189935,0.352700371697665,0.893465664974027,307.03617731416,5.60390212239507,0.102142264247212,27.3983566378754,15.5965626258199,751.312303728575,nan
OR5,4.48029183136083,0.863788179536561,30.1541645989683,0.434092356600635,0.992248753958575,3.69425745069016,6.96314014917209,104.423366164371,9.18301997483742,0.497577529738394,100.316040706966,2.58290001185873,137.648617315648,259.172676532772,0.564630804918281,0.686140233513637,1.34271152260662,60.7153782019412,10.0930575634133,12.4352641241228,0.772205690705689,2.89062167452249,0.532395910700611,0.539629800819097,43.5591855055908,14.1849992596949,16.1263016293162,34.2541200588851,0.748205632311132,0.733416527936041,10.7401972468983,5.49028680432478,0.648956455321357,1.13635179306946,0.904031277669774,2.21871933727175,649.715003580054,18.9558416061305,0.257269879093989,26.57498730491,14.6098921831216,1646.88712736858,nan
