	AL	AM	AT	AZ	BA	BE	BG	BY	CH	CY	CZ	DE	DK	EE	ES	FI	FR	GB	GE	GR	HR	HU	IE	IS	IT	KZ	LT	LU	LV	MD	ME	MK	MT	NL	NO	PL	PT	RO	RS	RU	SE	SI	SK	TR	UA	ATL	BAS	BLS	MED	NOS	ASI	NOA	BIC	DMS	VOL	SUM	EMC	EU
AL	1.47375281493333	-1.1733515625e-05	1.7280344064	-0.00116051626666667	2.0225200128	1.2023123968	5.4548365312	0.178182690133333	0.696162167466667	0.00279444666666667	2.20955825493333	7.78880232106667	0.320412910933333	0.00905802666666667	7.8684192768	0.0830847658666667	6.9774032896	3.39093449386667	-0.000267122283333333	17.9602030592	1.44816182613333	1.9782905856	0.0491017642666667	0.003052284	46.145798144	0.00595841066666667	0.072198272	0.1181313536	0.0244747754666667	0.359090961066667	1.46571987626667	3.8797795328	0.286794308266667	1.47790738773333	0.171842935466667	3.7991661568	0.681908906666667	2.91945157973333	5.00733160106667	0.452119995733333	0.2181953536	0.699396164266667	1.32274926933333	0.6995011584	2.1416574976	0.8798695424	0.2585864704	0.227410466133333	24.5160520362667	1.10056461653333	0.0050207584	0.3967181824	2.78330354346667	-0.0126363114666667	0.171598062933333	165.119299961268	134.792812593801	106.4151300904
AM	0.00629358026666667	4.26532645546667	0.0586622037333333	6.6022309888	0.0108382794666667	0.0755013461333333	0.0800725504	0.0952466432	0.0311640789333333	0.0824738474666667	0.0941554773333333	0.448165512533333	0.0437027072	0.00324089493333333	0.203637538133333	0.0395955157333333	0.2241785344	0.301884279466667	0.3500580864	0.164199185066667	0.0204614613333333	0.0424813952	0.0102442794666667	0.0008673554	0.402194568533333	0.50080256	0.0149519072	0.00544122506666667	0.006999048	0.039806144	0.00688187626666667	0.0148833514666667	0.00217080986666667	0.106783317333333	0.0316693717333333	0.315119445333333	0.0140352448	0.172224187733333	0.0307224533333333	2.58480564906667	0.0420320512	0.0148989450666667	0.0573761877333333	11.9172868778667	1.00282251946667	0.0553638144	0.0449923413333333	0.154214434133333	0.640530295466667	0.0912944213333333	2.3703289856	0.0659081813333333	5.9550892032	-0.00366805973333333	0.0370793685333333	39.9497229231334	30.5385899375333	2.77412546693333
AT	0.0835950848	0.00773394986666667	47.79507712	0.0206424448	0.911491072	10.9668477610667	1.2640333824	0.809112849066667	10.4298435925333	0.00168023133333333	34.2200767829333	142.052146107733	3.195060224	0.0849574058666667	7.43903832746667	0.688119808	40.7498610005333	22.7667083264	0.0100235061333333	0.7882074112	3.3487159296	11.5468599296	0.603308919466667	0.0304252138666667	95.6425480874667	0.0398194389333333	0.313641472	1.44163908266667	0.128525550933333	0.335662011733333	0.140973764266667	0.163558365866667	0.0514996224	10.7040331093333	1.0725148672	24.328568832	0.8803520512	4.0841060352	2.0314083328	1.46910549333333	1.9092905984	16.9361069397333	8.1255596032	0.1483102208	4.9205526528	1.97086426453333	2.37424421546667	0.0931660032	6.2230265856	6.77757310293333	0.0127708565333333	0.1585450496	11.1613717162667	-0.0524524885333333	0.0918458368	543.492297655333	514.681342512933	483.359714304933
AZ	0.014111536	2.51474138453333	0.13096448	35.7499163989333	0.0318290752	0.190195848533333	0.236828586666667	0.3783938048	0.0649803818666667	0.0917241856	0.252787575466667	1.09473867093333	0.1452754944	0.014380128	0.299275707733333	0.243015543466667	0.477641250133333	0.816608119466667	1.05582523733333	0.305235080533333	0.049183808	0.113863441066667	0.0282154197333333	0.0026297976	0.830026888533333	3.2675364864	0.0674345557333333	0.0146103402666667	0.0415128490666667	0.1310428672	0.0159704512	0.0309196352	0.00400226693333333	0.292633565866667	0.130455936	0.9372299264	0.0223617770666667	0.530508424533333	0.0794075050666667	18.9879768405333	0.1922439168	0.0290853205333333	0.177917713066667	13.0965056170667	4.56639092053333	0.211368533333333	0.1881095168	0.321376494933333	1.10936753493333	0.2812009472	8.23298348373333	0.101074901333333	10.7886138709333	-0.0127009397333333	0.0682636672	109.037792770667	87.74813476	6.81298006533333
BA	0.709535402666667	0.00322385706666667	8.9237815296	0.0120759893333333	16.7112769536	3.14560375466667	3.83737091413333	0.643383842133333	2.32543054506667	0.00181407386666667	12.8347493717333	32.7296548864	1.2874293248	0.0426639317333333	12.6011091626667	0.388054289066667	21.3501957461333	9.70487125333333	0.00383922506666667	4.46079330986667	8.31234321066667	12.7355824810667	0.171539933866667	0.0081821136	99.5462654634667	0.0145891445333333	0.3009963008	0.358568413866667	0.106054101333333	0.407539712	2.8668993536	1.02329582933333	0.142355882666667	4.12771396266667	0.519532509866667	18.2798974976	1.09781572266667	6.9546541056	14.4170833237333	0.832608529066667	0.744427588266667	3.4897969152	6.4411500544	0.308952405333333	3.83725185706667	1.49555882666667	1.06363118933333	0.135221307733333	25.7294969514667	2.9533241344	0.0114645269333333	0.305910408533333	5.4756343808	-0.0714561664	0.0690836224	355.929822957067	318.7619537752	255.012884951733
BE	0.0111954986666667	0.00425031866666667	0.796962065066667	0.0190439914666667	0.0457053141333333	21.0695705941333	0.0458438442666667	0.213179579733333	0.7132672	0.000747274866666667	2.5932013568	33.7045727914667	1.47398888106667	0.0291180330666667	6.2586290176	0.214130449066667	34.9664968704	57.3134645930667	0.0054326416	0.094211712	0.079935488	0.223031569066667	2.12834645333333	0.0595174912	3.5758104576	0.0144374901333333	0.0794495402666667	1.401096192	0.044328832	0.0216211285333333	0.0152506986666667	0.0126204949333333	0.00464740533333333	11.6091387904	1.35825257813333	3.49224250026667	0.740118596266667	0.142559402666667	0.0624065322666667	0.3976055808	0.783983547733333	0.156296772266667	0.2312538624	0.046036672	0.4234539008	4.10650405546667	0.866699810133333	0.0041470488	0.767537083733333	12.470534144	0.00885987786666667	0.034411424	9.10572202666667	0.339694865066667	0.0157258752	214.396290215133	186.6764540042	182.984838157533
BG	2.1367148544	0.0570827733333333	5.69034779306667	0.2095131136	3.1875579904	4.28046636373333	141.7928245248	3.64917036373333	1.84572422826667	0.0368984448	11.0172252842667	30.9383484757333	2.02157765973333	0.218591624533333	6.6343944192	0.9025073152	11.2306061312	10.152132608	0.0589790208	38.3964020736	2.68181940906667	11.7655393621333	0.1499621376	0.0126870293333333	40.5815383381333	0.328106871466667	0.7716151296	0.411785284266667	0.3855067136	8.60565940906667	1.70224571733333	7.45304337066667	0.224806280533333	5.6211816448	0.808903543466667	23.687266304	0.598641937066667	77.2278408533333	16.666509312	13.9800029866667	1.39889677653333	1.63306386773333	7.7685669888	8.60102929066667	49.5818025642667	1.12831501653333	1.90219864746667	7.247740928	23.1261492565333	4.1821822976	0.0812255658666667	0.378512930133333	7.37200100693333	-0.1282505984	0.200548983466667	602.595710218667	557.105086184533	216.517868957867
BY	0.1096507392	0.1298500608	9.22285397333333	0.480809540266667	0.899669265066667	7.46685999786667	3.0390566912	65.6192525653333	3.78977757866667	0.0135696693333333	28.1408088746667	83.7802262528	14.9314590037333	2.9206028288	4.26741896533333	9.10278109866667	24.3798354602667	34.6367328256	0.0863682474666667	1.66111791786667	2.52657227093333	15.3646301184	1.1765895168	0.0837901056	22.5937828522667	1.19657786026667	13.4209295701333	0.812494984533333	5.10380059306667	6.47675139413333	0.225900578133333	0.3182058496	0.006361208	11.6896213674667	4.70239860053333	155.197881275733	0.524236731733333	18.2261863765333	2.59869846186667	66.1409846613333	11.5593205077333	2.64777864533333	17.4808203264	2.84775328426667	118.812460100267	3.67649887573333	15.2813174784	1.02350390613333	3.24297250133333	12.1887522816	0.220888149333333	0.0487501098666667	15.758409728	-0.132863982933333	-0.0163799850666667	827.705077859733	776.413228797333	478.102514565867
CH	0.0300705856	-0.0001600984	3.0507876352	-0.00158535213333333	0.149720866133333	6.7517431808	0.134194858666667	0.0684704298666667	25.0133260970667	0.000298398766666667	2.39181359786667	41.8821395797333	0.8631543808	0.019069216	11.1268255061333	0.152771566933333	53.4465478656	16.0528258389333	-0.000127610441666667	0.570735342933333	0.281426244266667	0.756426820266667	0.452941687466667	0.008266176	67.6643602432	0.00581662986666667	0.0384924842666667	0.944673518933333	0.0134476490666667	0.0223558784	0.0426980906666667	0.0515762261333333	0.0270317141333333	5.47483593386667	0.324235400533333	1.7733341184	1.0375196672	0.272397533866667	0.192938683733333	0.188298632533333	0.373827242666667	0.994212795733333	0.458363528533333	0.0346588074666667	0.303978939733333	1.5300780032	0.509152836266667	0.00792466773333333	4.184743936	4.3924086784	0.00100907373333333	0.138520849066667	5.8548862976	-0.0238616704	0.0692346709333333	260.104833875525	243.440736532992	216.318179513433
CY	0.0182718016	0.00332176773333333	0.132410837333333	0.0045578288	0.0198287573333333	0.118319496533333	0.2898791424	0.046498496	0.0506580949333333	1.47836818773333	0.1530065408	0.7637856256	0.0701872810666667	0.0010960546	0.2385410048	0.0410755925333333	0.3360098304	0.347450504533333	0.00150784973333333	0.9042497536	0.04539968	0.0907090602666667	0.00973795413333333	0.000599072933333333	0.9842423808	0.00363910666666667	0.0138557888	0.0104331104	0.00614484693333333	0.0401212373333333	0.0147220245333333	0.0495216426666667	0.0119758933333333	0.1676306944	0.0313662378666667	0.412989781333333	0.0139687957333333	0.237799509333333	0.0979477930666667	0.2254104576	0.0392235605333333	0.0352594538666667	0.118418517333333	7.7685653504	0.478349073066667	0.0610767018666667	0.0747186346666667	0.120865646933333	4.45500757333333	0.160931089066667	0.183472878933333	0.155747618133333	0.544141073066667	-0.000106683591666667	-0.000803822866666667	21.6821061809417	15.9270554714	6.4990905474
CZ	0.0813882282666667	0.0127408778666667	20.4945883136	0.0328107328	0.809147938133333	12.5808366933333	1.29066830506667	1.87623000746667	5.07027019093333	0.00329403706666667	102.2401970176	163.5643817984	4.8940122112	0.193054754133333	6.35701602986667	1.25554824533333	38.0575678464	37.9282653184	0.0149773130666667	0.6870519808	2.00874543786667	14.7242975232	1.0505259008	0.0432310869333333	28.6591374677333	0.0916213930666667	0.809100151466667	1.31821718186667	0.329746807466667	0.574645998933333	0.1619727872	0.148077380266667	0.0265935850666667	15.8489466197333	1.9098140672	59.5078326954667	0.769846408533333	5.30689611093333	1.9607158784	2.75496823466667	3.10535727786667	4.61550496426667	12.8481875285333	0.200720196266667	7.40710700373333	3.08283856213333	4.38591515306667	0.1095136256	2.5527238656	9.99188834986667	0.0251302634666667	0.0964231765333333	14.6508098218667	0.0715277525333333	0.0308494698666667	598.623477567734	563.6258575272	531.869108358133
DE	0.1485022208	0.0350410197333333	30.9259315882667	0.130735428266667	0.875841536	111.471877597867	0.9690689536	4.15634664106667	29.5754902186667	0.00827512106666667	100.495689864533	1011.3760886784	33.4012634453333	0.909618449066667	52.549976064	5.38384083626667	288.0040861696	389.255178922667	0.0432244437333333	1.34449861973333	1.50636898986667	9.8542419968	11.6418117632	0.351318391466667	74.8333563904	0.23016192	2.05349464746667	13.4450435413333	1.07672180053333	0.719924360533333	0.204179490133333	0.1995653632	0.0563594453333333	118.8170825728	11.8515236864	111.035870958933	5.9654127616	3.963834368	1.39086656853333	8.72039656106667	16.7804032341333	4.64121582933333	9.92280794453333	0.4795322368	11.2968389973333	24.7108512426667	32.5522401962667	0.0905357482666667	7.80943742293333	103.169331473067	0.0753635498666667	0.461118498133333	73.2740277589333	1.56179674453333	0.329963144533333	2726.1335754176	2482.0989096384	2405.2501482432
