	AL	AM	AT	AZ	BA	BE	BG	BY	CH	CY	CZ	DE	DK	EE	ES	FI	FR	GB	GE	GR	HR	HU	IE	IS	IT	KZ	LT	LU	LV	MD	ME	MK	MT	NL	NO	PL	PT	RO	RS	RU	SE	SI	SK	TR	UA	ATL	BAS	BLS	MED	NOS	ASI	NOA	BIC	DMS	VOL	SUM	EMC	EU
AL	52.0302362624	0.0108047530666667	0.5087594496	0.0256053546666667	0.1636581376	0.0908853077333333	1.87085469013333	0.292352341333333	0.2220662784	0.0122197888	0.459120059733333	1.379391488	0.100809489066667	0.0192928832	2.05690866346667	0.0100850005333333	2.1435744256	0.275424494933333	0.0292775701333333	14.8083234133333	1.21478690133333	0.977459473066667	0.0366589141333333	0.00133332186666667	10.1727982933333	0.179972386133333	0.0701188821333333	0.0058419648	0.0160384650666667	0.215941358933333	3.82438795946667	5.06769298773333	0.0404389290666667	0.1301566208	0.0136429504	1.0919409664	0.199511893333333	3.84081537706667	7.46859779413333	0.815570056533333	0.0444508373333333	0.171057339733333	0.309589845333333	1.38370812586667	2.53860604586667	0.0721446229333333	0.0235472469333333	0.029273376	-0.527977949866667	0.0650789930666667	0.0411603370666667	2.6380140544	1.73332507306667	0.0573982762666667	-0.232941021866667	120.2397905496	116.3407675416	35.1308568885333
AM	0.027295584	34.7239372117333	0.012337152	17.7592434688	0.0291603669333333	0.00620536213333333	0.158144426666667	0.217446485333333	0.00909813973333333	0.175125333333333	0.0327234581333333	0.120625749333333	0.0132881546666667	0.00798989866666667	0.131872512	0.0104988181333333	0.0919505664	0.0267246890666667	4.29492169386667	0.1959318016	0.0198296832	0.0703484629333333	0.00278240506666667	-4.10181291666667e-05	0.214673578666667	2.3980105728	0.0360950784	0.000621970733333333	0.00745543253333333	0.0749966336	0.0089664704	0.0233217877333333	0.00400976293333333	0.0139205376	0.0035595568	0.320664814933333	0.0150548853333333	0.409119266133333	0.0674889002666667	2.24640382293333	0.0126621258666667	0.0064152496	0.0256618389333333	45.6687616	1.64404538026667	0.0029066624	0.0113860789333333	0.0267300010666667	0.172138632533333	0.00851436266666667	31.1598186496	0.325026372266667	1.95460287146667	0.0460980608	-0.158899285333333	144.887672078471	111.339349672071	1.555639639
AT	0.379119377066667	0.0138259349333333	192.196343671467	0.0437535274666667	0.853207108266667	2.8807880704	0.9090758656	0.483728520533333	26.7225290069333	0.000812198733333333	18.0459853141333	149.354848802133	1.01032072533333	0.0176142549333333	10.0213161984	0.0256823168	26.1102676650667	3.3425137664	0.0393142272	0.876494779733333	10.3275746645333	10.9317849088	0.529929079466667	0.0059668832	123.2805036032	0.175458235733333	0.0639829717333333	0.4348547072	0.0096106944	0.122204424533333	0.1708781568	0.198351035733333	0.0409125802666667	4.84123825493333	0.0921495893333333	4.1279135744	0.842406434133333	5.10414738773333	1.9981012992	1.22904261973333	0.313591876266667	21.1290379605333	4.5980827648	0.866272392533333	1.82658921813333	0.559416558933333	0.0156899456	0.021398304	1.0408071168	0.620190173866667	0.0559371306666667	2.5730269184	4.54698734933333	0.548194133333333	-0.00620343786666667	636.563570841933	626.588126648867	575.026837173667
AZ	0.0430816426666667	10.8105848149333	0.0439082538666667	98.8210266112	0.0585759018666667	0.0105472544	0.2341746176	0.583495338666667	0.0258554517333333	0.181101038933333	0.0853356202666667	0.252829696	0.0271101632	0.0272290389333333	0.173323349333333	0.0391877248	0.1663207936	0.0573170346666667	7.13711889066667	0.348429755733333	0.0602881621333333	0.193046391466667	0.00850612586666667	0.00103431653333333	0.457258973866667	14.6158769493333	0.0797841834666667	0.00154227573333333	0.0176991189333333	0.170600567466667	0.0155356117333333	0.0424554026666667	0.003951944	0.0193661525333333	0.0142344437333333	0.6525159424	0.0182760896	0.898989943466667	0.1354368768	14.6223442602667	0.0379576362666667	0.0213796501333333	0.0672420437333333	25.8498101248	4.9667506176	0.0030112672	0.0256511210666667	0.0378506837333333	0.245456930133333	0.0215676906666667	37.2416490154667	0.500389444266667	4.14912157013333	0.0592298282666667	-0.0112969696	224.371067378933	182.0984367976	2.99116625173333
BA	1.64539077973333	0.0115533952	6.0997615616	0.0372519893333333	40.4542761642667	0.31678464	2.01116030293333	0.398132565333333	1.12045329066667	0.00392677546666667	2.96938400426667	7.55986322773333	0.322319701333333	0.0233545493333333	7.17304244906667	0.0264437354666667	6.7553640448	0.825374378666667	0.0430493098666667	2.13336869546667	28.5236614485333	7.183966208	0.122927522133333	0.003958888	42.2538990933333	0.221612987733333	0.103008887466667	0.0270003008	0.0224391914666667	0.130565632	3.83182875306667	0.738005469866667	0.0624889130666667	0.682918365866667	0.0560924458666667	3.50905767253333	0.774993783466667	5.33658282666667	10.0040911530667	1.04255392426667	0.186257646933333	2.16990201173333	1.54822423893333	0.945371682133333	2.32988398933333	0.261028488533333	0.04803968	0.0221004928	0.492980087466667	0.1794281984	0.0509630378666667	2.7502354432	3.01904800426667	0.248071901866667	-0.0609238954666667	198.752520035733	191.7415485968	92.8560715989333
BE	0.00695808533333333	-0.000297225333333333	0.251382784	-0.0005641642	0.0373464618666667	176.606797277867	0.0275198805333333	0.197910050133333	1.08399506773333	-0.0002239687	0.301668113066667	24.9496687957333	0.669760238933333	0.006344376	7.27711962453333	-0.00407044506666667	106.405761297067	12.5586931712	-0.0004609038	0.00955921386666667	0.0851677013333333	0.0789599658666667	1.36135502506667	0.000609202533333333	1.9353411584	0.0006288056	0.0606538752	5.08438336853333	0.003137332	0.005326672	0.00124153426666667	0.00342069893333333	0.0021044444	35.5938052778667	-0.0468648576	1.1324934144	0.639326549333333	0.0761006762666667	0.0583233152	0.1612754432	0.0643209344	0.0529871914666667	0.0611003776	0.0004817354	0.230856021333333	0.285267473066667	0.0333561216	0.00259277413333333	0.2298006528	-0.960891357866667	5.82251541666667e-05	0.301617664	0.692064392533333	0.408146158933333	-0.00614588	378.017269818122	377.031403593767	375.102429393033
BG	6.0001697792	0.0780297557333333	2.10762369706667	0.324101290666667	1.56096334506667	0.328295389866667	138.527305454933	1.97556933973333	0.721824290133333	0.0380262570666667	2.71506691413333	6.79127504213333	0.4152948736	0.0293476650666667	4.70395671893333	0.0332797034666667	3.57729348266667	0.957920256	0.252454144	36.8219652096	3.38125646506667	7.50726294186667	0.087052288	0.00396974186666667	20.5575662250667	2.03373963946667	0.493072759466667	0.0250354602666667	0.0955675648	2.8093300736	1.75000357546667	10.5467532629333	0.0383105834666667	0.6835314688	0.0875734442666667	8.13662644906667	0.431538961066667	85.4245769216	19.2003309568	6.0471263232	0.2743855616	0.9956388864	2.4686075904	7.34744849066667	25.0472868522667	0.181157102933333	0.133371101866667	-0.353999633066667	0.871254903466667	0.3112564736	1.07094268586667	3.00562322773333	4.27355231573333	0.193870216533333	0.0895823274666667	423.209965818666	413.433355096533	100.313541949867
BY	0.796599022933333	0.0780137130666667	4.5555318784	0.265711735466667	1.6904429568	2.08234523306667	5.32942247253333	476.362030011733	2.329214976	0.0832693418666667	9.9306930176	39.7386842112	6.68130618026667	0.741242948266667	5.68888087893333	1.42145058133333	12.7158452224	4.83559287466667	0.175768405333333	2.70445144746667	4.85102004906667	10.77100544	0.710141610666667	0.0252538218666667	17.4899440298667	3.61570249386667	32.8181612544	0.212189883733333	5.2070465536	5.32347890346667	0.523713706666667	0.807071197866667	0.0373318016	4.4329500672	0.708202222933333	122.616816162133	0.480266922666667	35.1384349354667	5.35218858666667	31.7197757098667	4.30255418026667	1.87356842666667	5.47086882133333	5.35374943573333	137.545777152	0.3854615552	-0.650567543466667	0.1745494016	1.15745204906667	1.024575488	0.831741883733333	1.48550341973333	6.5874018304	0.448340036266667	0.461261038933333	1027.4994296384	1015.59371047893	297.6021389696
CH	0.0749229909333333	0.000701945533333333	1.7110626304	0.00194770426666667	0.184459332266667	2.63883543893333	0.134092305066667	0.0296922496	198.767542272	0.000801619333333333	0.570199722666667	21.2300398592	0.1653106176	0.00160572893333333	14.2864187392	0.00234489813333333	69.6759833941333	3.41494633813333	0.000534098066666667	0.279284650666667	0.493213730133333	0.3970758656	0.534902306133333	0.00278882666666667	64.0754559658667	0.0083197376	0.00614943573333333	0.351266884266667	0.00191056226666667	0.0095390912	0.0434763562666667	0.0488493610666667	0.0267676181333333	1.84786711893333	0.0235046250666667	0.511149909333333	1.25606475093333	0.242514568533333	0.198323524266667	0.0669398784	0.0922117205333333	0.316613461333333	0.125539456	0.1101767424	0.167943850666667	0.656160768	0.0263462912	0.0044065992	0.8457046016	0.319212987733333	0.0168001856	1.97358332586667	3.31949206186667	0.5678633984	-0.0104516330666667	391.8484104688	384.1292918824	183.5198086924
CY	0.0297347605333333	0.00951623253333333	0.0162248021333333	0.012336928	0.0143623456	0.00299843946666667	0.0109772928	0.0182191530666667	0.0103424170666667	3.81385796266667	0.0179389802666667	0.0613117397333333	0.0038971624	-0.000398580233333333	0.0730560768	-0.0004507024	0.0529999616	0.0114549898666667	0.00881047946666667	0.0334054144	0.0181103936	0.0159790250666667	0.000232778583333333	9.277540625e-06	0.201809698133333	0.0190733696	0.0030188616	0.00017235605	0.000474684233333333	0.0087661008	0.00897748266666667	0.0123537376	0.00132858	0.00404339546666667	0.0001810386	0.0397828053333333	0.00563222773333333	0.0757012992	0.0323617152	0.088018688	0.003048984	0.00722411466666667	0.00744399146666667	4.27387153066667	0.137341841066667	-0.000144546083333333	0.0009931826	-0.00871450506666667	-0.2243844096	0.0021940768	0.6185611264	0.499083810133333	0.242743722666667	-0.0418262741333333	-0.0448151850666667	10.2092448312906	9.16555383264063	4.37648774903333
