	AL	AM	AST	AT	AZ	BA	BE	BG	BY	CH	CY	CZ	DE	DK	EE	ES	EXC	FI	FR	GB	GE	GR	HR	HU	IE	IS	IT	KG	KZ	KZT	LT	LU	LV	MD	ME	MK	MT	NL	NO	PL	PT	RO	RS	RU	RUE	SE	SI	SK	TJ	TMT	TR	UA	UZT	ATL	BAS	BLS	MED	NOS	NOA	BIC	DMS	VOL	SUM	EU
CY	0.0209790229333333	0.0265085397333333	0.255432277333333	0.0861453312	0.0148993834666667	0.0133676128	0.0353174784	0.154497160533333	0.0212816618666667	0.0235352170666667	1.5728103424	0.0687223466666667	0.240987630933333	0.0242350485333333	-0.00117321706666667	0.1734131712	16.0068870584339	0.00715616533333333	0.259437038933333	0.192442129066667	0.0118706357333333	0.746965265066667	0.0270302912	0.0814048938666667	0.01349432	0.00125181	0.486924458666667	-4.76188458333333e-05	0.00323246986666667	0.00240867573333333	0.00646823466666667	0.0025059728	0.00334845466666667	0.0145737333333333	0.0150849610666667	0.0336138282666667	0.0061692688	0.0494899413333333	0.0296862698666667	0.143198754133333	0.0094899296	0.162761608533333	0.0765979733333333	0.279216503466667	0.278874555733333	0.0133469632	0.01432464	0.0301001344	-7.55301614583333e-06	0.000253484616666667	10.6016331093333	0.209440733866667	6.72644791666667e-05	0.0586734293333333	0.0392246186666667	0.1284324608	4.1225142272	0.1059093248	0.0862485674666667	0.114024942933333	-0.00297553706666667	0.0038914624	21.2007118056338	4.58398346586667
CZ	0.0675528917333333	0.0176904512	0.0154336554666667	23.3408233472	0.025791744	1.01744954026667	9.98530962773333	0.557549090133333	1.06562341546667	4.35738023253333	0.00179649226666667	63.1443204778667	97.0702804309333	1.89243787946667	0.0892608512	6.9076287488	361.858787509483	0.394353527466667	30.4633413632	16.6407755093333	0.0208197866666667	0.5554706432	2.20413528746667	9.12647891626667	0.685404091733333	0.0517749930666667	15.6162501290667	-0.0001600096	0.0411712128	0.03624832	0.606143214933333	0.6787678208	0.211966225066667	0.125825211733333	0.1523818496	0.121122338133333	0.00691605813333333	10.2039147861333	1.1014340608	42.6569192789333	0.5477677056	2.5869369344	2.0998377472	3.03949114026667	3.03990101333333	1.17782528	2.60871318186667	4.64402077013333	0.000246636416666667	0.0053763904	0.409052808533333	3.53292916053333	0.00500125813333333	2.55162258773333	3.84212227413333	0.1214555648	3.21945736533333	13.0432849237333	0.0784501162666667	7.62685303466667	0.107267729066667	0.116564864	395.66196197775	342.401372381867
DE	0.097923328	0.0440948778666667	0.038697664	32.5229477888	0.0874755498666667	0.565136896	93.8485394090667	0.776304093866667	2.42219608746667	21.6572187989333	0.00442322906666667	60.7322898432	546.2895362048	13.4099402752	0.594567645866667	48.5584360789333	1533.4713099506	1.9271008256	266.489386325333	173.5931199488	0.0689006677333333	0.866834568533333	1.23655727786667	6.1760110592	7.5401986048	0.3889318912	33.7079413418667	-0.0004966728	0.372980872533333	0.390457480533333	2.11454429866667	7.12584178346667	0.910460381866667	0.150561604266667	0.133641130666667	0.157322513066667	0.0151551893333333	86.4895893504	6.41719610026667	77.5323910144	3.67982073173333	2.7955683328	1.19908502186667	12.2004340736	12.2490781696	6.74251625813333	2.018879488	3.46667854506667	0.000662511133333333	0.0180097578666667	0.713824938666667	5.52186074453333	0.0226486592	23.7845676032	34.3098720256	0.1517670912	9.5398232064	135.157889979733	0.233760290133333	45.6616531285333	1.7143369728	0.329263991466667	1796.9663568498	1479.9290226168
DK	0.0082946592	0.00801097226666667	0.0109348810666667	1.16103727786667	0.0190367381333333	0.0466792832	5.91957415253333	0.0776094976	0.542172228266667	0.537162990933333	0.000974833266666667	2.9408370688	22.8068666026667	10.8957335552	0.1686337536	2.16503227733333	131.3495561037	0.425021201066667	11.9597247146667	37.9571535872	0.014230016	0.0864400725333333	0.106981486933333	0.4929452032	1.4187384832	0.0662637738666667	1.12182838613333	-8.14254e-05	0.0871534677333333	0.0891648256	0.525469969066667	0.154450261333333	0.273585390933333	0.0276077930666667	0.0119824885333333	0.0112209578666667	0.00165403893333333	9.25074172586667	2.5095913472	9.8123382784	0.185779746133333	0.3604349952	0.118460612266667	2.47262112426667	2.4741715968	2.9702520832	0.1147880704	0.374736110933333	0.0002051377	0.00317184266666667	0.181981969066667	0.946898807466667	0.0039666648	3.38108361386667	14.9254406144	0.0253668330666667	0.429476864	33.7338979669333	0.017088592	4.95152059733333	0.312132744533333	0.0663100586666667	191.762583461567	123.622381337267
EE	0.0310154154666667	0.0194331648	0.0311265109333333	1.15089517226667	0.022127136	0.0103934890666667	2.31879666346667	0.1292421376	3.64648338773333	0.3091854336	0.00178126453333333	2.47676054186667	14.3459013973333	3.75516009813333	4.9474404352	0.8579969024	117.617271161467	7.08215712426667	5.08604525226667	9.571188736	0.0169245205333333	0.223472861866667	0.208527428266667	0.910595140266667	0.382358903466667	0.0345825621333333	1.34804630186667	-0.000208639383333333	0.430599850666667	0.4572258304	3.47981223253333	0.0818080426666667	2.96872864426667	0.108634845866667	0.0206973632	0.0276295573333333	0.00133825173333333	3.2592928768	1.88450993493333	15.784165376	0.0647402325333333	0.853662651733333	0.194952413866667	19.3006600192	19.3218172245333	5.3668265984	0.1777864704	0.695976482133333	0.000179990183333333	0.00430482773333333	0.451149073066667	3.51922203306667	0.00650737706666667	1.27760029013333	17.1634546005333	0.0839574186666667	0.429351662933333	8.41179081386667	0.0112698026666667	1.98376393386667	-0.021556032	0.0177642144	166.737054247333	87.321976792
ES	0.191756714666667	0.00428202053333333	-0.00333213573333333	5.54901777066667	-0.0215891072	0.743677883733333	11.4219778048	0.580778871466667	0.533136657066667	3.7578776576	0.00212715506666667	4.03071249066667	31.245828096	1.17111671466667	-0.0130929077333333	884.090566519467	1243.26373962747	0.395260586666667	113.662684910933	36.2690467157333	-0.0107322730666667	1.67002876586667	1.47208751786667	2.20952302933333	2.84876936533333	0.11814592	32.5093250389333	-0.00291158746666667	-0.002964052	-0.0455336832	0.319619037866667	0.632808994133333	0.140063104	0.0578133034666667	0.211131460266667	0.240417160533333	0.064970816	9.84720124586667	0.981981934933333	6.25997141333333	81.0634794325333	0.921472887466667	0.868869597866667	3.41439392426667	3.37219392853333	0.626244539733333	1.28427731626667	0.943369352533333	-0.000254915333333333	-0.00444101653333333	0.270239778133333	0.788142148266667	-0.0097005408	68.8130446677333	1.8178732032	0.108966016	82.1714834773333	18.8704970069333	1.62655054506667	39.4150324906667	0.0440656426666667	0.668570077866667	1460.20792049147	1229.7471490676
EXC	37.9405991936	90.9564095146667	165.471025015467	467.836373128533	151.3581707264	119.5931336704	443.052125934933	358.770313352533	362.154068104533	153.200378948267	9.12732214613333	640.9846521856	2450.48995566933	260.801682909867	90.3509093034667	1659.7850783744	34429.3952004096	354.9464363008	2066.2865362944	1739.1295660032	35.637231616	435.69119232	146.9813620736	411.505087829333	116.324049442133	8.626044928	1622.8441653248	39.2341225472	401.3921665024	1665.75636916907	148.557197038933	25.0881878698667	82.4945235285333	46.8447090005333	37.9095700821333	62.6721641813333	3.2810377216	477.558350370133	242.916122077867	2022.71051393707	213.166098568533	724.735116356267	274.7873099776	8999.93843357013	10014.1032450731	275.758588450133	88.6546803370667	184.887454378667	80.6943020373333	83.2838303744	1262.6037833728	1735.73078166187	401.594297002667	471.074410769067	620.737208866133	135.071207697067	897.883814843733	1076.0610643968	14.2322554197333	848.928737416533	-0.0385432448	14.8916153002667		17374.8171950763
FI	0.0404869845333333	0.0621882410666667	0.0783087786666667	2.89545147733333	0.0656795093333333	0.0322115904	5.05813674666667	0.2670592	8.25677523626667	0.831220667733333	0.00499694666666667	6.23739262293333	34.0841507498667	9.99348852053333	10.1852086272	2.4496037888	407.883982777567	85.0613065045333	12.8534096554667	35.3760925013333	0.0361500032	0.366320708266667	0.468784401066667	2.7908898816	1.5898816512	0.198038152533333	3.05548055893333	0.0003411217	1.16288443733333	1.25517100373333	6.2616190976	0.2338324992	4.81785664853333	0.238816768	0.0377698645333333	0.0411467392	0.00172840226666667	7.5236294656	13.2018241536	36.4476716373333	0.182213034666667	1.69564228266667	0.390311936	73.747791872	73.9416997888	27.2152920064	0.452367428266667	1.71253650773333	0.000280004	0.00777450986666667	1.5376478208	8.41404033706667	0.0123647925333333	6.9002543104	45.7092890624	0.214392610133333	0.984204151466667	26.5823387648	0.0288108330666667	12.2992110250667	-0.0223125589333333	0.168985105066667	575.738141169033	298.8132591516
FR	0.201727266133333	0.0320068096	0.0248416426666667	14.851014656	0.0375287936	1.04888777386667	79.6362801152	0.892767368533333	1.14660324693333	16.4857271637333	0.00351092773333333	16.0688952661333	162.804408866133	5.7077825536	0.162628266666667	289.748776823467	1785.21067324278	1.25308258986667	756.931712341333	196.764762112	0.0455521365333333	1.518508032	2.51514770773333	3.3973960704	12.1245903530667	0.355254715733333	104.0017260544	-0.0007572748	0.131681041066667	0.125400977066667	0.7169028096	4.52451560106667	0.368539886933333	0.101353233066667	0.276036181333333	0.293060573866667	0.065274688	52.5119826602667	3.96105536853333	18.6838635861333	16.2327571114667	1.93408832853333	1.2669734912	6.64354870613333	6.7275145216	2.783813632	2.83624270506667	1.56995761493333	0.00021884105	0.00795410346666667	0.5220864	1.9602857984	0.0052743936	83.2804312405333	7.8224408576	0.141010858666667	56.7710537045333	141.4945570816	0.647352797866667	54.5664095573333	-0.673335022933333	0.410566314666667	2136.47123202252	1748.09578102053
GB	0.0216620842666667	0.0218674538666667	0.0288210901333333	1.145724928	0.0357034368	0.0999408810666667	12.5873476949333	0.178778624	0.7203211264	0.641279112533333	0.00203769733333333	3.6080664576	24.3408590165333	4.92520188586667	0.177534805333333	11.9707850069333	466.314409554	0.5689179136	37.5268879018667	293.676812424533	0.0244639104	0.191350459733333	0.112878728533333	0.659721898666667	29.2229742592	0.402788078933333	1.703440384	-0.000449882	0.105871547733333	0.1242875648	0.4678048768	0.301620462933333	0.2681634816	0.0187341205333333	0.032526784	0.0314065898666667	0.00224759253333333	15.3256886272	5.11134870186667	8.9384599552	1.30234053973333	0.620137813333333	0.202017962666667	3.7483331584	3.80339022506667	2.37522589013333	0.092635264	0.464228113066667	0.000154544	0.0134738762666667	0.276820206933333	1.95816966826667	0.0166304042666667	47.6682212693333	6.5480261632	0.0464042581333333	0.7375673344	70.4089118037333	0.0271420352	32.5584093184	1.3451833344	0.212313002666667	629.749613869733	452.644993974667
GE	0.0421062016	8.35640306346667	2.77950655146667	0.4789926912	14.8046402901333	0.0694883541333333	0.289201322666667	0.716562090666667	0.3821961216	0.114303547733333	0.0778734762666667	0.5932959744	1.96365503146667	0.2129001984	0.0204306816	0.2623377408	97.7002129588917	0.117282679466667	0.8763928576	1.33816251733333	9.95783365973333	0.697472	0.116349883733333	0.5347877888	0.0747646037333333	0.00957677013333333	0.976019592533333	8.34303083333333e-05	0.337582660266667	0.690466133333333	0.103165960533333	0.0155722410666667	0.0645426773333333	0.1678495232	0.0424075946666667	0.083567104	0.00299569733333333	0.4193649664	0.2061206016	2.17940677973333	0.0192918762666667	1.92658827946667	0.283537527466667	17.8364241237333	17.9147877034667	0.169140616533333	0.0729994922666667	0.265786368	0.000266469116666667	0.396242397866667	24.4236025856	4.90593703253333	0.2634607616	0.288008430933333	0.383950984533333	2.3169449984	1.3350617088	0.718247389866667	0.0714615466666667	1.12390382933333	-0.0150374656	0.125298645333333	125.001566362625	14.4689862018667
GL	0.00107350766666667	-0.000126926866666667	0.000461607866666667	0.107522688	-0.0014230144	-0.00621792373333333	0.3362151424	-0.00114153333333333	0.0696736042666667	0.0822349568	-3.110388125e-05	0.176164522666667	1.35922510506667	0.188229376	0.0315750677333333	0.374677367466667	12.1679542464937	0.396598715733333	1.02858758826667	3.22490886826667	-0.0019705388	0.0128380992	0.00703349546666667	0.0344694890666667	0.293771229866667	0.1316156928	0.179662626133333	0.00393926426666667	0.0105579061333333	0.0749574229333333	0.0563375488	0.0161565002666667	0.0573081557333333	0.000334940666666667	0.0008937336	0.000817928533333333	0.000279788033333333	0.447865344	0.5692054528	0.330951953066667	0.0114491818666667	-0.000354283	-0.00102015046666667	1.83038143146667	2.12695435946667	0.3599364096	0.0098429472	0.0185080725333333	0.000125533366666667	2.60587083333333e-05	0.0027315032	0.0509130026666667	0.0046274768	0.958430071466667	0.4121947136	0.00433838373333333	0.0862856789333333	0.972303086933333	-0.000272938	77.1005262506667	0.0322585386666667	0.0272652821333333	93.6026842600938	9.05155486675208
GR	5.1789791232	0.0360733226666667	0.0612300416	4.45984768	0.022113984	3.04075134293333	1.3086294016	37.3352824832	0.642534058666667	1.0465824768	0.0772271957333333	3.8080659456	10.7275288576	0.660320392533333	0.00437822746666667	9.42542902613333	344.275695052579	0.291616768	9.5471796224	5.078654976	-1.24036208333333e-05	125.266803643733	2.00693459626667	5.17192854186667	0.3551715328	0.0213894890666667	35.497967616	-0.00164560906666667	0.153822122666667	0.184878011733333	0.270731997866667	0.096236288	0.151630472533333	0.603036672	1.75463492266667	10.4197390336	0.4523338752	1.63175983786667	0.630408123733333	8.81681585493333	0.420092689066667	13.8956821845333	11.5692219050667	6.87556799146667	6.868533248	0.465321198933333	0.8115427328	1.9272732672	-0.000298269933333333	0.00100145213333333	14.2927735466667	8.00198656	0.0006271564	1.46662618453333	1.22417083733333	3.5761389568	84.6414916266667	2.74503625386667	0.9351950336	2.48676379306667	-0.0332743424	0.480320273066667	448.888783824846	277.9554523096
HR	0.660703778133333	0.0101601376	0.0130916618666667	13.6461276501333	0.0117394048	8.8376918016	1.84258409813333	1.26029769386667	0.4054398976	2.06450046293333	0.0016262336	9.096544256	19.9013258581333	0.523982574933333	0.0190531968	9.41790549333333	221.9585679222	0.152057531733333	14.6941651626667	4.1134104576	0.0105608224	2.7518746624	17.5638140245333	12.2308777301333	0.208786602666667	0.0112027509333333	59.1779812693333	-0.000408079366666667	0.0154246282666667	0.00452285333333333	0.181973230933333	0.135929642666667	0.0868739925333333	0.0985233493333333	1.15468834133333	0.574457309866667	0.0477899008	2.36886289066667	0.279804228266667	13.3889545557333	0.398426043733333	4.53257925973333	8.62546875733333	1.76051459413333	1.7543729152	0.229859669333333	4.11375889066667	3.1701295104	0.000185283366666667	0.00242249093333333	0.296212821333333	1.89769209173333	0.00107442033333333	0.9623463936	0.983625386666667	0.126068471466667	22.1068612949333	3.15566107306667	0.178055816533333	2.1185503232	-0.0285819946666667	0.1261056512	253.476291222466	177.693738058667
HU	0.670020539733333	0.0290123178666667	0.0269197077333333	27.4376665770667	0.0340927829333333	8.6005940224	4.5022101504	2.91175929173333	1.09516151466667	3.71861367466667	0.0022499856	23.0510275242667	45.4559487317333	1.21895048533333	0.0515265194666667	9.48718359893333	403.084345596167	0.311395601066667	20.4461309952	8.49806185813333	0.0115683637333333	4.10301699413333	13.9009185109333	55.5128717312	0.335549678933333	0.027724224	49.4585686698667	0.000301496333333333	0.0379148629333333	0.0296600256	0.3994314752	0.295629380266667	0.1777220608	0.3378996224	1.4436356096	1.00089746773333	0.0308644202666667	5.03414565546667	0.692002679466667	43.4245337088	0.597660535466667	16.8037733717333	19.0393046357333	4.235968512	4.22510209706667	0.583009348266667	6.16082582186667	12.9147721045333	0.000302069966666667	0.00537974613333333	0.8856582144	8.1254825984	0.00452710666666667	1.5518060544	2.13529954986667	0.317847790933333	13.2922157738667	6.62631765333333	0.169167223466667	4.52163037866667	-0.0672270293333333	0.161348829866667	436.0935549039	339.206486275733
IE	0.00763045866666667	0.00360143813333333	0.00482319093333333	0.336666862933333	0.00474582186666667	0.03252816	2.58332480853333	0.0560590421333333	0.0632577194666667	0.221053678933333	0.000393827566666667	0.868783991466667	4.5743669248	0.59543552	0.0167871413333333	1.08243626666667	74.1218685776416	0.0965112746666667	8.2138185728	28.0470923946667	0.0028532432	0.0830957909333333	0.0365088512	0.131068603733333	19.8284563797333	0.0991561557333333	0.555537066666667	-0.000135788	0.00525044693333333	0.0040292176	0.0550852266666667	0.0691795413333333	0.0327223936	-0.000669078533333333	0.00876892106666667	0.0124003424	0.00123185893333333	2.55623031466667	0.550291490133333	1.57734161066667	0.1019798272	0.133664682666667	0.0510897322666667	0.608326519466667	0.611355989333333	0.3421520896	0.0315918165333333	0.0825651968	9.22859416666667e-05	0.00223601786666667	0.0528211242666667	0.302835575466667	0.00183819333333333	13.1823173632	0.9452070912	0.0127189546666667	0.2481043968	8.20854237866667	0.00381054853333333	9.99417337173333	-0.3329805312	0.138062020266667	107.140224328842	72.0535790273
