            ;    AT;    BA;    BE;    BG;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    GR;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   ATL;   BAS;   BLS;   MED;   NOA;   NOS;   BIC
EEZ48       ;     0.005606;     0.001226;     0.082413;     0.001654;     0.006657;     0.002099;     0.006172;     0.139266;     0.008610;     0.001749;     0.055460;     0.003043;     0.404683;     0.495717;     0.001344;     0.000801;     0.002982;     0.079618;     0.007008;     0.003535;     0.004080;     0.007668;     0.003387;     0.000341;     0.081131;     0.027392;     0.030235;     0.024805;     0.003318;     0.003012;     0.013623;     0.012629;     0.000768;     0.004217;     0.003659;     0.004639;     7.403454;     0.008300;     0.000687;     0.003142;     0.000647;     0.231250;    30.559971
EEZ65       ;     0.062660;     0.021406;     0.521383;     0.012281;     0.187274;     0.026084;     0.170796;     2.966928;     1.070480;     0.040772;     0.047889;     0.173698;     1.064027;     8.477851;     0.012002;     0.002913;     0.050550;     0.625189;     0.197889;     0.022251;     0.086967;     0.051862;     0.054814;     0.002921;     0.901666;     2.876376;     0.986580;     0.012470;     0.016946;     0.011953;     0.360478;     0.720511;     0.005189;     0.047794;     0.041592;     0.256643;     4.040137;     1.253226;     0.003165;     0.012422;     0.026646;     6.132170;     1.284150
EEZ71       ;     0.088280;     0.088142;     0.823540;     0.026814;     0.231147;     0.040019;     0.215373;     3.928253;     1.011433;     0.051536;     0.041022;     0.242775;     1.248471;     8.254803;     0.013453;     0.004576;     0.057191;     0.767385;     5.520497;     0.056366;     0.103503;     0.076266;     0.065942;     0.004226;     1.378120;     2.734052;     1.116951;     0.007526;     0.017278;     0.020831;     0.573473;     0.775970;     0.007982;     0.057574;     0.052109;     0.303008;     7.252865;     1.259419;     0.005304;     0.016900;     0.088686;     5.038869;     6.846071
EEZ91       ;     0.158751;     0.007104;     0.732677;     0.004853;     0.012284;     0.095958;     0.151727;     1.426710;     0.061653;     0.002628;    26.664961;     0.012144;     7.123059;     3.734302;     0.011579;     0.016864;     0.033144;     0.326586;     0.015640;     0.590550;     0.008995;     0.065817;     0.007416;     0.001603;     0.594020;     0.044403;     0.214579;    22.896225;     0.024084;     0.009822;     0.062584;     0.034522;     0.035986;     0.027995;     0.026243;     0.047943;    57.261982;     0.077893;     0.001570;     1.790519;     0.051381;     2.112124;    10.631124
EEZ99       ;     0.000898;     0.000072;     0.039531;     0.000027;     0.000259;     0.000614;     0.002698;     0.063743;     0.001976;     0.000027;     0.196250;     0.000179;     0.236977;     0.149954;     0.000039;     0.000150;     0.000386;     0.015874;     0.000305;     0.003624;     0.000125;     0.005837;     0.000061;     0.000021;     0.031337;     0.001431;     0.009921;     0.020262;     0.000271;     0.000147;     0.000587;     0.000526;     0.000235;     0.000379;     0.000096;     0.001011;     0.376027;     0.003509;     0.000012;     0.006091;     0.000213;     0.125451;     0.009870
EEZ100      ;     0.003051;     0.000697;     0.022217;     0.000465;     0.004502;     0.001507;     0.009771;     0.156309;     0.041929;     0.001479;     0.003120;     0.004451;     0.053127;     0.520535;     0.000443;     0.000163;     0.001921;     0.045297;     0.004543;     0.000860;     0.002385;     0.002274;     0.001532;     0.000079;     0.041600;     0.069646;     0.040465;     0.000623;     0.000352;     0.000156;     0.008242;     0.019531;     0.000251;     0.001564;     0.000902;     0.007544;     0.175421;     0.040806;     0.000082;     0.000615;     0.000853;     0.244406;     0.029285
EEZ108      ;     0.086052;     0.028402;     2.200229;     0.007717;     0.022725;     0.106467;     0.191752;     3.733550;     0.479194;     0.007768;     1.148480;     0.026359;     4.535597;    32.191677;     0.003685;     0.006718;     0.019928;     5.258750;     0.130939;     0.203508;     0.013877;     0.124261;     0.023568;     0.003514;     2.352927;     0.326503;     0.409030;     0.294935;     0.019764;     0.006506;     0.083761;     0.151171;     0.006911;     0.021688;     0.025348;     0.074861;    21.023651;     0.592672;     0.001559;     0.085096;     0.038425;    10.581302;     3.394181
EEZ109      ;     0.004062;     0.000142;     0.194453;     0.000749;     0.002958;     0.007737;     0.013101;     0.215936;     0.028372;     0.001546;     0.116852;     0.003781;     0.280104;     2.038960;     0.000656;     0.000859;     0.001950;     0.143790;     0.002736;     0.022149;     0.002639;     0.007310;     0.001943;     0.000355;     0.163549;     0.013339;     0.042430;     0.016985;     0.003546;     0.000955;     0.018561;     0.011565;     0.000676;     0.001808;     0.001416;     0.005024;     0.788634;     0.041640;     0.000103;     0.017279;     0.000628;     2.650394;     0.133328
EEZ110      ;     0.001158;     0.000036;     0.072899;     0.000272;     0.000693;     0.001952;     0.005489;     0.081990;     0.006476;     0.000415;     0.042144;     0.000894;     0.081568;     0.606497;     0.000173;     0.000343;     0.000567;     0.040903;     0.000805;     0.008045;     0.000564;     0.002349;     0.000397;     0.000113;     0.062221;     0.003240;     0.015252;     0.004924;     0.001201;     0.000290;     0.005020;     0.002110;     0.000312;     0.000697;     0.000324;     0.001946;     0.247094;     0.012386;     0.000033;     0.006456;     0.000215;     0.807800;     0.026740
EEZ119      ;     0.000259;     0.000135;     0.002417;     0.000038;     0.000458;     0.000123;     0.000592;     0.014001;     0.003727;     0.000160;     0.000141;     0.000881;     0.004595;     0.032033;     0.000005;     0.000010;     0.000142;     0.001781;     0.001892;     0.000135;     0.000166;     0.000256;     0.000131;     0.000009;     0.004261;     0.007425;     0.002907;     0.000035;     0.000028;     0.000041;     0.001285;     0.002027;     0.000021;     0.000120;     0.000124;     0.000803;     0.018544;     0.003617;     0.000012;     0.000017;     0.000135;     0.019910;     0.006603
EEZ123      ;     0.003545;     0.005537;     0.027749;     0.000106;     0.016023;     0.001384;     0.008952;     0.159983;     0.064174;     0.005074;     0.001110;     0.022082;     0.049336;     0.285854;     0.000198;     0.000103;     0.003591;     0.018517;     0.073878;     0.005172;     0.007076;     0.002456;     0.006745;     0.000170;     0.047436;     0.244590;     0.062907;     0.000148;     0.000542;     0.000289;     0.065242;     0.064991;     0.000283;     0.003761;     0.001898;     0.019202;     0.211921;     0.091198;     0.000274;     0.000547;     0.005537;     0.265199;     0.376220
EEZ185      ;     0.044217;     0.006132;     0.206015;     0.009539;     0.221467;     0.012377;     0.131185;     0.924008;     0.326069;     0.044868;     0.027372;     0.096683;     0.312668;     1.045941;     0.005401;     0.006288;     0.031449;     0.053971;     0.003138;     0.021515;     0.142640;     0.020042;     0.079276;     0.004014;     0.258475;     0.458508;     1.102620;     0.005009;     0.030864;     0.022248;     0.431297;     0.678084;     0.004727;     0.040227;     0.020164;     0.171411;     0.152586;     2.222893;     0.003342;     0.011579;     0.000302;     3.119228;     0.295163
EEZ187      ;     0.000202;     0.000018;     0.001336;     0.000049;     0.001875;     0.000073;     0.000644;     0.005087;     0.001499;     0.000405;     0.000188;     0.000915;     0.002180;     0.008953;     0.000027;     0.000026;     0.000166;     0.000514;     0.000027;     0.000102;     0.001219;     0.000106;     0.000824;     0.000021;     0.001800;     0.007189;     0.005573;     0.000041;     0.000158;     0.000111;     0.003458;     0.008215;     0.000021;     0.000190;     0.000146;     0.001006;     0.001235;     0.009530;     0.000020;     0.000065;     0.000002;     0.028169;     0.001612
