            ;    AT;    BA;    BE;    BG;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    GR;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   ATL;   BAS;   BLS;   MED;   NOA;   NOS;   BIC
EEZ48       ;     0.193003;     0.251634;     1.161692;     0.019890;     0.024050;     0.442831;     0.333814;     5.083986;     0.438876;     0.003887;    11.323717;     0.016305;    17.618797;    12.095518;     0.046538;     0.088373;     0.368352;     3.084116;     0.075931;     1.392757;     0.008416;     0.093778;     0.005742;     0.007445;     1.011357;     0.148680;     0.995134;     1.306151;     0.189648;     0.188905;     0.031414;     0.095194;     0.179312;     0.056537;     0.029573;     0.065365;     1.503325;     0.273116;     0.000702;     0.297644;     0.123726;     1.374387;    89.740379
EEZ65       ;     0.772355;     0.088211;     0.618006;     0.046791;     0.283863;     0.267287;     1.013620;     6.892409;     1.773713;     0.018072;     3.755190;     0.073710;     6.370408;    20.992567;     0.009250;     0.205750;     0.799425;     7.436907;     0.513706;     3.323748;     0.029494;     0.046468;     0.009839;     0.035328;     0.987268;     0.965315;     3.714371;     0.670342;     0.245058;     0.212205;     0.395599;     0.465564;     0.244993;     0.396447;     0.010612;     0.504882;     1.055641;     0.258213;     0.005196;     0.113012;     0.128890;     1.077171;    14.543104
EEZ71       ;     0.383904;     0.089910;     1.540225;     0.047168;     0.738504;     0.233441;     0.991420;     9.350655;     2.145434;     0.042038;    10.360558;     0.365303;    15.132189;    29.081419;     0.049995;     0.150862;     0.521015;    14.964753;     8.282327;     1.797317;     0.193616;     0.094279;     0.052383;     0.028293;     1.964762;     1.951847;     4.792877;     1.193017;     0.280843;     0.197537;     1.529054;     1.027384;     0.149799;     0.278323;     0.045912;     0.571864;     2.399945;     0.509283;     0.028776;     0.131809;     0.126295;     1.916675;    65.235001
EEZ91       ;     0.016574;     0.020734;     0.574250;     0.008679;     0.008258;     0.085255;     0.020535;     1.610963;     0.075302;     0.002918;    18.626612;     0.006080;     7.019413;     4.224222;     0.011557;     0.015129;     0.015929;     1.436664;     0.019253;     0.454790;     0.006903;     0.033852;     0.010492;     0.001838;     0.490371;     0.029773;     0.095684;    17.825054;     0.011224;     0.013503;     0.014966;     0.027630;     0.013760;     0.006637;     0.010539;     0.008266;     1.042107;     0.036054;     0.003700;     0.706419;     1.261606;     0.489924;    13.012586
EEZ99       ;     0.001942;     0.001370;     0.021006;     0.000310;     0.001070;     0.006565;     0.002987;     0.080901;     0.022712;     0.001618;     1.032601;     0.000898;     0.827362;     0.257745;     0.000465;     0.001617;     0.002992;     0.062268;     0.001143;     0.031126;     0.001262;     0.002402;     0.000577;     0.000024;     0.035406;     0.001982;     0.017733;     0.161951;     0.001067;     0.001657;     0.002018;     0.005565;     0.002104;     0.000974;     0.000115;     0.000562;     0.026918;     0.005236;     0.000010;     0.008453;     0.007843;     0.032900;     0.299544
EEZ100      ;     0.017628;     0.000531;     0.041830;     0.000361;     0.006452;     0.008831;     0.034191;     0.279297;     0.040762;     0.000391;     0.118004;     0.001587;     0.237473;     1.063444;     0.000238;     0.001889;     0.015390;     0.565372;     0.012016;     0.088405;     0.000265;     0.002367;     0.000098;     0.000283;     0.083625;     0.021277;     0.058925;     0.018144;     0.001241;     0.000614;     0.006509;     0.006293;     0.004796;     0.006393;     0.000290;     0.005886;     0.052169;     0.003504;     0.000573;     0.003630;     0.003746;     0.045152;     0.548129
EEZ108      ;     0.195094;     0.120072;     2.460141;     0.019933;     0.286794;     0.175213;     0.664743;     9.946909;     2.301660;     0.046800;    10.546181;     0.143193;    20.102886;    48.000946;     0.020366;     0.117248;     0.370108;    81.444328;     0.303666;     1.051845;     0.128457;     0.078057;     0.031124;     0.014073;     3.791425;     0.578214;     6.056659;     1.755098;     0.148011;     0.070244;     0.292712;     0.705181;     0.080462;     0.335131;     0.013737;     0.177104;     1.882815;     0.532693;     0.009212;     0.264418;     0.339247;     2.009592;    41.581276
EEZ109      ;     0.003676;     0.005474;     0.138156;     0.004383;     0.012561;     0.007766;     0.008054;     0.280059;     0.055500;     0.004989;     1.047646;     0.006586;     7.582831;     1.743677;     0.001299;     0.006331;     0.011320;     0.392757;     0.001151;     0.060837;     0.012331;     0.002901;     0.005209;     0.000820;     0.175275;     0.008721;     0.063187;     0.090058;     0.011733;     0.009108;     0.029930;     0.029055;     0.003413;     0.004606;     0.000239;     0.016385;     0.126610;     0.021739;     0.000254;     0.029258;     0.025131;     0.024887;     0.395100
EEZ110      ;     0.001973;     0.001222;     0.046219;     0.002255;     0.004893;     0.002781;     0.001536;     0.076182;     0.011082;     0.001465;     0.342343;     0.002544;     4.323073;     0.327198;     0.000516;     0.001547;     0.002766;     0.075734;     0.000443;     0.028502;     0.004281;     0.001005;     0.001443;     0.000560;     0.044638;     0.002736;     0.012491;     0.028377;     0.005028;     0.004767;     0.010549;     0.006204;     0.000589;     0.001002;     0.000097;     0.006892;     0.080661;     0.005855;     0.000150;     0.013465;     0.015558;     0.011098;     0.115283
EEZ119      ;     0.000646;     0.000078;     0.002604;     0.000035;     0.002221;     0.000640;     0.002304;     0.020412;     0.004463;     0.000023;     0.022597;     0.000367;     0.028433;     0.042627;     0.000049;     0.000073;     0.000433;     0.030407;     0.005026;     0.004390;     0.000095;     0.000115;     0.000022;     0.000014;     0.005652;     0.003126;     0.011418;     0.004651;     0.000060;     0.000050;     0.002911;     0.001478;     0.000287;     0.000139;     0.000038;     0.001385;     0.004586;     0.000602;     0.000009;     0.000308;     0.000328;     0.003331;     0.086565
