            ;    AT;    BA;    BE;    BG;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    GR;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   ATL;   BAS;   BLS;   MED;   NOA;   NOS;   BIC
EEZ48       ;     0.307884;     0.210885;     0.667555;     0.021090;     0.432039;     0.196448;     0.545985;     3.934500;     0.516223;     0.090994;     5.135060;     0.073267;     7.616385;     6.050076;     0.020647;     0.147771;     0.257951;     1.943736;     0.045510;     1.869603;     0.174643;     0.043991;     0.034212;     0.015666;     0.805757;     0.112488;     2.233180;     0.575685;     0.121635;     0.103537;     0.623586;     0.268229;     0.161893;     0.127783;     0.040349;     1.060905;     1.350986;     0.284062;     0.011123;     0.476805;     0.312099;     1.208631;    84.311150
EEZ65       ;     0.902483;     0.317864;     5.938082;     0.048765;     0.567770;     0.640155;     1.525025;    24.139317;     3.736957;     0.098037;     4.917536;     0.279846;    21.258022;    34.369732;     0.051568;     0.387320;     0.794182;     9.222022;     0.374166;     2.927842;     0.310038;     0.326598;     0.073392;     0.030932;     7.744033;     0.956811;     4.564186;     0.451658;     0.587198;     0.257494;     0.931500;     1.025532;     0.221810;     0.444833;     0.075192;     1.521839;     1.611659;     0.882452;     0.007301;     0.263172;     0.229096;     3.147004;    12.875567
EEZ71       ;     3.320205;     0.929383;     6.338725;     0.169158;     1.479473;     2.388381;     4.578418;    29.929417;     3.823592;     0.164826;     8.026939;     0.442088;    41.691418;    47.570518;     0.142113;     1.099554;     2.305722;    14.158987;     4.521232;    13.012337;     0.638824;     0.445477;     0.141667;     0.054522;     5.338130;     1.876638;    13.765975;     0.674026;     1.359889;     0.684436;     1.754345;     1.919640;     0.900154;     1.406263;     0.249234;     3.577317;     2.342810;     0.957808;     0.009878;     0.738894;     0.334960;     3.766184;    38.281494
EEZ91       ;     0.257742;     0.092941;     0.568951;     0.013800;     0.066875;     0.134710;     0.341221;     2.261856;     0.055406;     0.017158;    20.569420;     0.034571;     5.767109;     1.814889;     0.012031;     0.151387;     0.215075;     0.446376;     0.003632;     1.671674;     0.051359;     0.044779;     0.017543;     0.007333;     0.518357;     0.033619;     1.086214;    14.928514;     0.063092;     0.029504;     0.174374;     0.046779;     0.108962;     0.109514;     0.010642;     0.214719;     0.889343;     0.058254;     0.005986;     0.688243;     1.397609;     0.343786;     9.691647
EEZ99       ;     0.013695;     0.001038;     0.033836;     0.000312;     0.001354;     0.015984;     0.017695;     0.178550;     0.010116;     0.000700;     0.799653;     0.002557;     1.003562;     0.094423;     0.001152;     0.001667;     0.003094;     0.037129;     0.000401;     0.057739;     0.001293;     0.003994;     0.000411;     0.000115;     0.024298;     0.002710;     0.057391;     0.136132;     0.002898;     0.001588;     0.002788;     0.005035;     0.002722;     0.003525;     0.000197;     0.003516;     0.034060;     0.005423;     0.000051;     0.008893;     0.017221;     0.019092;     0.177985
EEZ100      ;     0.041938;     0.014372;     0.212607;     0.001440;     0.014178;     0.026191;     0.038951;     0.703633;     0.081284;     0.002317;     0.238699;     0.003558;     0.891420;     1.422938;     0.001342;     0.017366;     0.032252;     0.441246;     0.009268;     0.119655;     0.004606;     0.009381;     0.001617;     0.001596;     0.263243;     0.012360;     0.117939;     0.018997;     0.030294;     0.011649;     0.033264;     0.017242;     0.010410;     0.013038;     0.002996;     0.071875;     0.053842;     0.023952;     0.000279;     0.012893;     0.010190;     0.093896;     0.431786
EEZ108      ;     1.815593;     0.479673;     6.741724;     0.155227;     0.913805;     1.417428;     1.900406;    20.051792;     1.976356;     0.157854;    31.874426;     0.218628;    92.171486;    37.004063;     0.094748;     0.393351;     1.054630;    52.681877;     0.204803;     5.558992;     0.358771;     0.520876;     0.084033;     0.026506;     5.927131;     0.507305;     5.581908;     3.857901;     0.781949;     0.271293;     1.215715;     0.805973;     0.332643;     0.686805;     0.078000;     2.980036;     2.995612;     0.904692;     0.009496;     1.349926;     1.551768;     4.766486;    32.771278
EEZ109      ;     0.020581;     0.010271;     0.338657;     0.004018;     0.004248;     0.030179;     0.029686;     0.472994;     0.017951;     0.002097;     1.005472;     0.004686;     8.257776;     1.117835;     0.004137;     0.006093;     0.011420;     0.252495;     0.000877;     0.105587;     0.005190;     0.011385;     0.001653;     0.000317;     0.185538;     0.007135;     0.071285;     0.184135;     0.017418;     0.005866;     0.010841;     0.010485;     0.002927;     0.011847;     0.001781;     0.030537;     0.125092;     0.009437;     0.000115;     0.031856;     0.073208;     0.042281;     0.306609
EEZ110      ;     0.007016;     0.002876;     0.070616;     0.001696;     0.001638;     0.006527;     0.007612;     0.085326;     0.005533;     0.000294;     0.396482;     0.000782;     3.954754;     0.328302;     0.001961;     0.001822;     0.003392;     0.074231;     0.000227;     0.045629;     0.000687;     0.003009;     0.000216;     0.000092;     0.027486;     0.001954;     0.015388;     0.067925;     0.005446;     0.001848;     0.002545;     0.003080;     0.000944;     0.002869;     0.000690;     0.007565;     0.057838;     0.001921;     0.000205;     0.013269;     0.028645;     0.015284;     0.095376
EEZ119      ;     0.005426;     0.001830;     0.024935;     0.000265;     0.002132;     0.006276;     0.006524;     0.078139;     0.009156;     0.000381;     0.031282;     0.000918;     0.116272;     0.135568;     0.000398;     0.002024;     0.003335;     0.036545;     0.002742;     0.019485;     0.000655;     0.001035;     0.000267;     0.000074;     0.028072;     0.004133;     0.017134;     0.004414;     0.002369;     0.001288;     0.004136;     0.003980;     0.001245;     0.001943;     0.000376;     0.005287;     0.006349;     0.001718;     0.000020;     0.001767;     0.001544;     0.011007;     0.064553
