            ;    AT;    BA;    BE;    BG;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    GR;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   ATL;   BAS;   BLS;   MED;   NOA;   NOS;   BIC
EEZ48       ;     0.015745;     0.000742;     0.245179;     0.000677;     0.000437;     0.014644;     0.014329;     0.803258;     0.041071;     0.000517;     0.776322;     0.007488;     1.921399;     0.615245;     0.000248;     0.001589;     0.002784;     0.302094;     0.000431;     0.037334;     0.000063;     0.019605;     0.000093;     0.000435;     0.363016;     0.007446;     0.009088;    11.833611;     0.004827;     0.001112;     0.004780;     0.038412;     0.001305;     0.001557;     0.001420;     0.004716;    -0.230112;     0.005201;     0.000032;    -0.001443;    -0.023972;     0.081109;     5.025167
EEZ65       ;     0.004201;     0.000115;     0.085985;     0.000113;     0.014748;     0.007028;     0.008942;     0.374800;     0.575215;     0.004397;     0.101866;     0.007385;     0.792461;     2.620595;     0.000107;     0.000716;     0.002451;     0.997352;     0.084145;     0.007250;     0.012469;     0.005044;     0.008334;     0.000524;     0.154109;     0.255523;     0.044414;     0.017417;     0.001984;    -0.001139;     0.048165;     0.161153;     0.000769;     0.001669;     0.001050;     0.008183;    -0.047390;     0.003303;    -0.000010;     0.000575;     0.001782;    -0.120271;     0.628469
EEZ71       ;     0.003018;     0.000606;     0.074910;     0.000524;     0.009879;     0.007249;     0.003798;     0.306925;     0.283527;     0.001422;     0.045109;     0.005004;     0.529255;     1.535138;     0.000138;     0.001682;     0.001777;     0.828693;     2.586060;     0.030283;     0.006102;     0.004197;     0.002743;     0.000655;     0.128890;     0.096828;     0.024869;     0.002586;     0.004570;     0.000168;     0.056138;     0.081413;     0.001317;     0.000837;     0.005814;     0.011511;    -0.029049;     0.012818;     0.000012;     0.000417;     0.003050;     0.054186;     4.217933
EEZ91       ;     0.078867;     0.005395;     0.603873;     0.001773;     0.012701;     0.101561;     0.129648;     1.944907;     0.048179;     0.001123;    35.335133;     0.003776;    10.004693;     1.825678;     0.003051;     0.010930;     0.017858;     0.914556;     0.000886;     0.413818;     0.005842;     0.054419;     0.001677;     0.001594;     0.941492;     0.009542;     0.335431;    31.338480;     0.014467;     0.001845;     0.032420;     0.030757;     0.008139;     0.019643;     0.001940;     0.030004;    -2.664481;     0.020679;    -0.000032;    -0.136249;    -0.081340;     0.251789;     0.095543
EEZ99       ;     0.007037;     0.000175;     0.039076;     0.000062;     0.000512;     0.011881;     0.005825;     0.094791;     0.006295;     0.000031;     0.242569;     0.000269;     1.087728;     0.090162;     0.000081;     0.000514;     0.001290;     0.043197;    -0.000175;     0.013940;     0.000093;     0.003580;     0.000026;     0.000241;     0.043135;     0.000426;     0.005316;     0.017462;     0.001834;    -0.000241;     0.002128;     0.001719;     0.000418;     0.001217;     0.000098;     0.002725;    -0.018572;    -0.000156;    -0.000009;    -0.001114;    -0.002522;    -0.009448;     0.001385
EEZ100      ;     0.000087;     0.000008;     0.002875;     0.000004;     0.000245;     0.000176;     0.000248;     0.015014;     0.027556;     0.000182;     0.007508;     0.000348;     0.042167;     0.163980;     0.000001;     0.000018;     0.000048;     0.078889;     0.001788;     0.000329;     0.000274;     0.000149;     0.000332;     0.000004;     0.006948;     0.008769;     0.000934;     0.001457;     0.000058;     0.000026;     0.001446;     0.010372;     0.000023;     0.000034;     0.000015;     0.000084;    -0.004368;    -0.000553;    -0.000000;     0.000001;     0.000022;    -0.005954;     0.016458
EEZ108      ;     0.038372;     0.003541;     1.235587;     0.001439;     0.038302;     0.108787;     0.118943;     5.868656;     0.670102;     0.003913;     1.188757;     0.028483;     9.735046;    24.156658;     0.001002;     0.011483;     0.013721;    70.220245;    -0.049732;     0.332425;     0.034767;     0.068628;     0.008464;     0.001718;     2.246400;     0.106614;     0.850000;     0.212232;     0.019412;    -0.003786;     0.043016;     0.276884;     0.009877;     0.009817;     0.001621;     0.056989;    -1.775502;    -0.072540;    -0.000172;    -0.007600;    -0.001697;    -2.003689;     0.875809
EEZ109      ;     0.006738;     0.000138;     0.266098;     0.000065;     0.002549;     0.014456;     0.024739;     0.354415;     0.025867;     0.000079;     0.101986;     0.000695;     3.052204;     1.265066;    -0.000020;     0.000712;     0.001857;     0.336811;    -0.001685;     0.021007;     0.000640;     0.007442;     0.000112;     0.000510;     0.217373;     0.001121;     0.050337;     0.007556;     0.003919;    -0.000448;     0.001598;     0.005016;     0.000770;     0.001706;     0.000235;     0.011508;    -0.039222;    -0.007242;    -0.000055;    -0.002497;    -0.003301;    -0.260318;    -0.021535
EEZ110      ;     0.002880;     0.000076;     0.089080;     0.000039;     0.000736;     0.005929;     0.008581;     0.110447;     0.005918;     0.000045;     0.045491;     0.000267;     2.369723;     0.253718;     0.000001;     0.000343;     0.000897;     0.085921;    -0.000342;     0.009532;     0.000225;     0.004223;     0.000057;     0.000246;     0.063359;     0.000513;     0.014237;     0.002051;     0.001797;    -0.000264;     0.000792;     0.001673;     0.000360;     0.000910;     0.000098;     0.003511;    -0.018800;    -0.002108;    -0.000020;    -0.001176;    -0.001292;    -0.099462;    -0.004210
EEZ119      ;     0.000005;     0.000001;     0.000209;     0.000001;     0.000022;     0.000007;     0.000039;     0.001213;     0.001442;     0.000008;     0.000149;     0.000013;     0.002131;     0.006351;     0.000000;     0.000001;     0.000003;     0.003620;     0.000791;     0.000015;     0.000018;     0.000013;     0.000020;     0.000001;     0.000352;     0.000496;     0.000169;     0.000014;     0.000005;     0.000004;     0.000142;     0.000455;     0.000001;     0.000004;     0.000005;     0.000025;    -0.000058;     0.000075;     0.000000;     0.000001;     0.000008;     0.000367;     0.002861
EEZ123      ;     0.000335;     0.000020;     0.007232;     0.000022;     0.000604;     0.000750;     0.000590;     0.021391;     0.014420;     0.000185;     0.001660;     0.001805;     0.030272;     0.098930;     0.000009;     0.000081;     0.000193;     0.030561;     0.010144;     0.000455;     0.000399;     0.000402;     0.000214;     0.000034;     0.006563;     0.009826;     0.002386;     0.000150;     0.000216;     0.000085;     0.012440;     0.004472;     0.000073;     0.000114;     0.000188;     0.000531;     0.000777;     0.000874;     0.000001;     0.000039;     0.000097;     0.005980;     0.203483
EEZ185      ;     0.015709;     0.000388;     0.043662;     0.001480;     0.045144;     0.007184;     0.044774;     1.326002;     3.266371;     0.005887;     0.012771;     0.017741;     0.178476;     0.298117;     0.001139;     0.002666;     0.023143;     0.071759;    -0.004420;     0.004538;     0.037332;     0.001193;     0.012937;     0.002968;     0.232350;     0.384774;     0.382190;     0.000653;     0.021940;    -0.007670;     0.057474;     3.100933;     0.001846;     0.013599;    -0.001032;     0.033528;    -0.013083;    -0.181094;    -0.000037;    -0.001128;    -0.001383;    -0.215109;    -0.026709
EEZ187      ;     0.000110;     0.000001;     0.000362;     0.000012;     0.000404;     0.000039;     0.000351;     0.009596;     0.013591;     0.000074;     0.000130;     0.000166;     0.001312;     0.003830;     0.000011;     0.000020;     0.000186;     0.000961;    -0.000048;     0.000036;     0.000267;     0.000007;     0.000148;     0.000025;     0.001615;     0.010548;     0.002075;     0.000009;     0.000190;    -0.000085;     0.000576;     0.006425;     0.000013;     0.000103;     0.000012;     0.000175;    -0.000071;    -0.000842;    -0.000001;    -0.000009;    -0.000005;    -0.002019;    -0.000298
EEZ188      ;     0.002425;    -0.000027;     3.409645;     0.000010;     0.001813;     0.010415;     0.012441;     0.650228;     0.030186;     0.000135;     0.024863;     0.000381;     1.476659;     0.741435;    -0.000004;     0.000150;     0.000515;     0.094146;    -0.000802;     0.008706;     0.001294;     0.010117;     0.000268;     0.000337;     1.281328;     0.000093;     0.045772;     0.000710;     0.001696;    -0.000149;    -0.000058;     0.007443;     0.000387;     0.000850;     0.000105;     0.005980;    -0.019305;    -0.007934;    -0.000031;    -0.001936;    -0.001954;    -0.085591;    -0.033741
EEZ189      ;     0.050907;    -0.000988;     6.684511;     0.000351;     0.050059;     0.111933;     0.130207;    17.455704;     1.961895;     0.004670;     0.257146;     0.015333;     7.487504;    13.572121;     0.000212;     0.001599;     0.005444;     1.631658;    -0.016625;     0.086220;     0.047657;     0.073057;     0.013762;     0.003404;    31.082487;     0.121952;     0.927985;     0.007626;     0.014493;    -0.001962;     0.042548;     0.290196;     0.005278;     0.006218;     0.000868;     0.112362;    -0.238307;    -0.325519;    -0.000301;    -0.027678;    -0.026931;    -2.207342;    -0.377718
EEZ190      ;     0.077299;     0.000221;     0.943115;     0.000216;     0.052199;     0.055129;     0.122125;    38.567795;     3.806467;     0.005747;     0.103284;     0.017691;     2.159213;     3.971618;     0.000127;     0.009519;     0.022746;     0.609577;    -0.006907;     0.038077;     0.058528;     0.023825;     0.020081;     0.002041;    10.238005;     0.164277;     0.764096;     0.001671;     0.008451;    -0.008631;     0.057260;     0.328856;     0.008063;     0.010930;    -0.002198;     0.073502;    -0.111924;    -0.405535;    -0.000253;    -0.014848;    -0.015952;    -1.551310;    -0.167191
EEZ191      ;     0.112975;     0.002101;     0.405328;     0.004276;     0.150079;     0.049680;     0.220546;    11.681596;    33.200706;     0.015348;     0.118558;     0.047623;     1.600498;     4.669610;     0.003693;     0.020819;     0.092849;     0.814241;    -0.018634;     0.050974;     0.125155;     0.014342;     0.048014;     0.009500;     2.658009;     1.339773;     1.337664;     0.005057;     0.058968;    -0.031972;     0.167930;     1.613931;     0.013781;     0.043395;    -0.008931;     0.131235;    -0.093615;    -0.624877;    -0.000506;    -0.007644;    -0.009342;    -1.766429;    -0.146314
