            ;    AT;    BA;    BE;    BG;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    GR;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   ATL;   BAS;   BLS;   MED;   NOA;   NOS;   BIC
EEZ48       ;     0.015520;     0.000783;     0.065164;     0.000162;     0.004096;     0.009097;     0.020792;     0.208547;     0.005057;     0.000506;     0.435222;     0.000544;     0.576223;     0.608384;     0.000134;     0.000817;     0.003438;     0.364162;     0.001517;     0.016263;     0.001116;     0.006944;     0.000480;     0.000122;     0.088724;     0.000591;     0.017447;    11.886141;     0.000654;     0.000805;     0.004643;     0.001185;     0.000899;     0.005089;     0.000422;     0.004509;    -0.464204;     0.001148;     0.000024;    -0.004019;     0.026706;     0.035783;     0.597366
EEZ65       ;     0.005507;    -0.000309;     0.068490;     0.000073;     0.036580;     0.007641;     0.007866;     0.704133;     0.402027;     0.002294;     0.031763;     0.015012;     0.311308;     3.070021;     0.000030;     0.000418;     0.002529;     1.429755;     0.053409;     0.005000;     0.013423;     0.003258;     0.009511;     0.002156;     0.235455;     0.340820;     0.089129;     0.002386;     0.004436;    -0.001104;    -0.003348;     0.172133;     0.000599;     0.001694;     0.000306;    -0.003139;    -0.219273;     0.014766;    -0.000064;    -0.000892;    -0.001024;    -0.075408;     0.081633
EEZ71       ;     0.004571;    -0.000723;     0.246195;    -0.000038;     0.017191;     0.011026;     0.006189;     1.259431;     0.212696;     0.003910;     0.045450;     0.015404;     0.922217;     2.763474;     0.000025;     0.000334;     0.001406;     1.820170;     4.425069;     0.007326;     0.011437;     0.013882;     0.008997;     0.000415;     0.536730;     0.178350;     0.068841;     0.002864;     0.001369;    -0.000641;     0.040387;     0.116166;     0.000851;     0.001280;    -0.000103;     0.003730;    -0.268803;     0.019606;     0.000012;    -0.000947;    -0.002344;     0.049144;     0.373453
EEZ91       ;     0.030695;    -0.007674;     0.336646;     0.000393;     0.007703;     0.078807;     0.028237;     1.181681;     0.069621;     0.000814;    33.147453;     0.001197;     7.118357;     1.562095;     0.000029;     0.005082;     0.019921;     0.602964;    -0.000718;     0.340210;     0.003958;     0.042105;     0.001344;     0.002676;     0.482713;     0.007388;     0.050325;    27.560911;     0.011640;    -0.006802;     0.012459;     0.011667;     0.015329;     0.009048;     0.000102;     0.015915;    -5.739748;     0.009993;     0.000047;    -0.604741;     0.155315;     0.144497;    -0.020648
EEZ99       ;     0.001552;    -0.000444;     0.019912;     0.000027;     0.001019;     0.007048;     0.000457;     0.058768;     0.003639;     0.000054;     0.118094;     0.000109;     0.844055;     0.069557;     0.000012;     0.000101;     0.000446;     0.040760;    -0.000022;     0.007087;     0.000455;     0.002702;     0.000213;     0.000044;     0.020065;     0.000390;     0.001727;     0.004105;     0.000252;    -0.000789;     0.000602;     0.000988;     0.000232;     0.000151;     0.000047;     0.000273;    -0.030090;     0.000247;    -0.000003;    -0.001516;    -0.000921;    -0.005724;     0.000320
EEZ100      ;     0.000486;    -0.000015;     0.004146;     0.000002;     0.003508;     0.000668;     0.001096;     0.059127;     0.038319;     0.000091;     0.001249;     0.000730;     0.018823;     0.188166;     0.000001;     0.000029;     0.000252;     0.080840;     0.001822;     0.000520;     0.001307;     0.000265;     0.000648;     0.000100;     0.014598;     0.014014;     0.009240;     0.000206;     0.000324;    -0.000065;     0.000369;     0.008190;     0.000030;     0.000162;    -0.000013;    -0.000189;    -0.013955;     0.000961;    -0.000003;    -0.000051;    -0.000038;    -0.006984;     0.003024
EEZ108      ;     0.053955;    -0.009950;     1.199420;    -0.000299;     0.111792;     0.126902;     0.057763;     5.893004;     0.758107;     0.012773;     0.829653;     0.022080;    13.501987;    21.692837;     0.000358;     0.004952;     0.018117;    64.851578;    -0.005210;     0.102663;     0.065424;     0.081435;     0.027563;     0.004526;     2.477751;     0.107446;     0.404369;     0.101159;     0.014518;    -0.020650;     0.055699;     0.245712;     0.008076;     0.012163;    -0.000713;     0.015366;    -3.529828;     0.008210;    -0.000226;    -0.025109;    -0.005273;    -1.303802;    -0.295310
EEZ109      ;     0.002732;    -0.001149;     0.208171;    -0.000052;     0.001537;     0.009955;     0.003587;     0.447809;     0.016075;     0.000043;     0.058224;     0.000290;     3.170977;     1.425226;    -0.000107;     0.000599;     0.001543;     0.396638;    -0.001947;     0.011661;     0.001831;     0.008973;     0.000847;     0.000062;     0.224312;     0.001223;     0.011440;     0.002040;     0.000460;    -0.002118;    -0.000384;     0.004837;     0.000723;     0.000602;    -0.000437;     0.001988;    -0.112407;    -0.005490;    -0.000045;    -0.006258;    -0.002687;    -0.231218;    -0.045105
EEZ110      ;     0.001723;    -0.000520;     0.062327;     0.000003;     0.000725;     0.003996;     0.001669;     0.124427;     0.004819;     0.000028;     0.023284;    -0.000007;     2.232536;     0.301095;    -0.000002;     0.000318;     0.000798;     0.109207;    -0.000484;     0.004491;     0.000611;     0.003552;     0.000294;     0.000028;     0.057377;     0.000363;     0.002455;     0.000546;     0.000281;    -0.001007;     0.000224;     0.001653;     0.000333;     0.000306;    -0.000128;     0.000678;    -0.054545;    -0.001682;    -0.000012;    -0.003069;    -0.001212;    -0.082194;    -0.017286
EEZ119      ;     0.000026;    -0.000001;     0.000280;     0.000000;     0.000085;     0.000029;     0.000020;     0.003219;     0.001027;     0.000012;     0.000168;     0.000067;     0.001212;     0.010747;     0.000000;     0.000002;     0.000005;     0.007576;     0.000721;     0.000034;     0.000032;     0.000010;     0.000030;     0.000004;     0.001245;     0.001054;     0.000213;     0.000006;     0.000008;    -0.000002;     0.000041;     0.000525;     0.000005;     0.000005;    -0.000000;    -0.000044;    -0.000834;     0.000061;    -0.000000;    -0.000005;    -0.000006;    -0.000120;     0.000543
EEZ123      ;     0.000115;    -0.000017;     0.008434;     0.000002;     0.000967;     0.000235;     0.000669;     0.071190;     0.009514;     0.000349;     0.000941;     0.001825;     0.031726;     0.185066;    -0.000001;     0.000010;     0.000034;     0.042604;     0.008821;     0.000083;     0.000619;     0.000613;     0.000595;     0.000041;     0.024428;     0.014228;     0.002993;     0.000228;     0.000070;    -0.000012;     0.010882;     0.011271;     0.000006;     0.000026;     0.000033;     0.000790;    -0.006892;     0.001609;     0.000003;     0.000011;     0.000006;     0.003540;     0.017345
EEZ185      ;     0.009198;    -0.000566;     0.012826;     0.000011;     0.071453;     0.002499;     0.020205;     1.414509;     3.076557;     0.009893;     0.003731;     0.015636;     0.087853;     0.313287;    -0.000029;     0.001071;     0.008820;     0.085297;    -0.001863;     0.001167;     0.051152;     0.001426;     0.029392;     0.002949;     0.138381;     0.382229;     0.182400;     0.000309;     0.003533;    -0.000697;     0.001683;     3.148605;     0.001127;     0.004597;    -0.000150;     0.006376;    -0.020003;    -0.254649;    -0.000097;    -0.001402;    -0.001026;    -0.235838;    -0.034851
EEZ187      ;     0.000058;    -0.000005;     0.000082;     0.000000;     0.000752;     0.000009;     0.000077;     0.008373;     0.013346;     0.000073;     0.000020;     0.000165;     0.000816;     0.003580;    -0.000000;     0.000005;     0.000046;     0.000811;    -0.000023;     0.000009;     0.000423;     0.000008;     0.000244;     0.000050;     0.001093;     0.011710;     0.000766;     0.000005;     0.000039;    -0.000007;    -0.000118;     0.008630;     0.000007;     0.000021;    -0.000002;    -0.000095;    -0.000217;    -0.001382;    -0.000001;    -0.000015;    -0.000007;    -0.002921;    -0.000422
EEZ188      ;     0.004594;    -0.000248;     3.694944;    -0.000142;     0.001791;     0.011792;    -0.000585;     0.886156;     0.025942;    -0.000426;     0.013109;    -0.000594;     1.468183;     0.850639;    -0.000178;    -0.000098;     0.000407;     0.067097;    -0.000524;     0.005154;     0.001775;     0.009548;     0.000543;    -0.000023;     1.355178;    -0.000576;    -0.008614;    -0.000037;    -0.000345;    -0.000939;    -0.005304;     0.004492;     0.000100;     0.000544;    -0.000249;     0.000159;    -0.037062;    -0.008050;    -0.000056;    -0.004092;    -0.002050;    -0.128888;    -0.069070
EEZ189      ;     0.086320;    -0.003309;     7.542684;    -0.001805;     0.086318;     0.091472;     0.063145;    21.508587;     1.466960;    -0.000004;     0.119605;     0.005423;     6.744213;    12.214615;    -0.001920;     0.009918;     0.040816;     1.524181;    -0.004923;     0.050218;     0.055996;     0.084833;     0.029756;     0.007116;    34.693977;     0.078963;     0.107318;     0.000511;     0.025903;    -0.011646;    -0.033423;     0.293132;     0.010939;     0.025204;    -0.005914;     0.013908;    -0.435544;    -0.340557;    -0.000855;    -0.026941;    -0.019810;    -2.771720;    -0.728677
EEZ190      ;     0.072688;    -0.004842;     0.547925;    -0.001385;     0.146256;     0.031272;     0.118702;    47.584839;     3.599282;     0.004644;     0.031891;     0.008259;     1.775757;     3.879708;    -0.000933;     0.010465;     0.075023;     0.734629;    -0.002371;     0.011524;     0.070999;     0.031139;     0.042869;     0.012164;     9.023313;     0.108361;     0.560066;    -0.000493;     0.067549;    -0.007444;    -0.032002;     0.430871;     0.010753;     0.040440;    -0.004244;     0.057175;    -0.174606;    -0.682127;    -0.000738;    -0.014592;    -0.010908;    -2.272410;    -0.360463
EEZ191      ;     0.056613;    -0.004884;     0.214317;    -0.000430;     0.295746;     0.023231;     0.074184;    12.663060;    35.742664;     0.015297;     0.041442;     0.042362;     1.283631;     4.097463;    -0.000444;     0.006801;     0.063696;     0.920835;    -0.009014;     0.013694;     0.180258;     0.017104;     0.102473;     0.012299;     2.088512;     1.012474;     0.895515;     0.002678;     0.051799;    -0.007158;    -0.034431;     2.420319;     0.008258;     0.038885;    -0.002497;     0.056945;    -0.179612;    -1.285624;    -0.000692;    -0.009419;    -0.005428;    -2.300185;    -0.319744
EEZ209      ;     0.229850;    -0.047828;     4.894658;     0.001352;     0.085011;     0.602285;     0.082432;     8.536159;     0.377340;     0.004694;     7.098962;     0.010451;   151.405975;    12.350078;     0.001598;     0.020646;     0.061950;     6.356843;    -0.013884;     0.572867;     0.048378;     0.249606;     0.023539;     0.004938;     3.954943;     0.032642;     0.159111;     0.264798;     0.027197;    -0.107405;     0.048975;     0.117177;     0.027398;     0.020178;    -0.002875;     0.053330;    -3.923962;    -0.044964;    -0.000552;    -0.182724;    -0.081060;    -3.170017;    -0.549121
EEZ212      ;     0.001057;     0.000025;     0.172926;     0.000054;     0.011126;     0.002574;     0.005420;     0.813900;     0.107279;     0.002793;     0.009499;     0.030004;     0.461115;     1.295408;    -0.000029;     0.000099;     0.000352;     0.369552;     0.181222;     0.000762;     0.005108;     0.009079;     0.004969;     0.000411;     0.434131;     0.118914;     0.043845;     0.001844;     0.000759;     0.000274;     1.004906;     0.093640;     0.000089;     0.000262;     0.001223;     0.015504;    -0.033415;     0.034043;     0.000047;     0.000034;     0.000078;     0.082508;     1.108610
EEZ213      ;     0.142630;    -0.012702;     5.521940;    -0.001165;     0.388114;     0.273695;     0.170052;    22.689497;     4.842605;     0.022577;     1.478939;     0.072815;    31.620396;   171.450348;    -0.002018;     0.010408;     0.065508;    38.238266;    -0.036240;     0.271798;     0.185063;     0.169119;     0.083029;     0.022589;    11.414704;     1.290316;     1.006251;     0.156525;     0.074566;    -0.029956;     0.033874;     1.328159;     0.014325;     0.043947;    -0.006013;     0.074889;    -5.872931;    -0.303856;    -0.001325;    -0.077377;    -0.075836;    -8.691470;    -2.215991
EEZ215      ;     0.000567;    -0.000104;     0.024909;     0.000086;     0.026708;     0.000454;     0.001391;     0.262176;     0.065748;     0.010141;     0.005791;     0.053576;     0.108253;     0.267772;     0.000047;     0.000122;     0.000762;     0.083285;     0.010511;     0.000491;     0.006782;     0.002741;     0.005592;     0.001420;     0.072110;     0.061672;     0.029127;     0.000553;     0.001835;     0.000012;     5.072955;     0.070297;     0.000099;     0.000453;     0.001619;     0.016598;    -0.009497;     0.007337;     0.000005;     0.000001;     0.000145;     0.013732;     0.101725
EEZ216      ;     0.030441;    -0.007743;     0.554700;     0.000456;     0.566084;     0.048958;     0.021369;     8.050498;     6.315244;     0.060987;     0.216887;     0.369626;     3.510059;     8.824150;     0.000257;     0.003800;     0.027719;     2.172560;    -0.010477;     0.055439;     0.269102;     0.040161;     0.166136;     0.023867;     2.040093;    24.492720;     0.919042;     0.019596;     0.040155;    -0.012293;     0.707666;     2.682554;     0.003962;     0.017259;     0.001965;     0.155114;    -0.821220;    -0.424779;    -0.000387;    -0.008653;    -0.010642;    -2.314931;     0.034506
