EEZ100	    0.0428
EEZ108	    7.7184
EEZ109	    0.4054
EEZ110	    0.2279
EEZ119	    0.0023
EEZ123	    0.0273
EEZ185	    0.8086
EEZ187	    0.0038
EEZ188	    0.6556
EEZ189	    6.4426
EEZ190	    5.2212
EEZ191	    5.3924
EEZ209	   17.3840
EEZ212	    0.6039
EEZ213	   21.9123
EEZ215	    0.6315
EEZ216	    6.4510
EEZ224	    0.1942
EEZ273	   10.9940
EEZ48	    1.7535
EEZ65	    0.7301
EEZ71	    1.1719
EEZ91	    6.1737
EEZ99	    0.1443
HE1	    0.4851
HE2	    1.0651
HE3	    0.9971
HE4	    0.7138
HE5	   12.4111
HE6	    0.3044
HE7	    2.6170
HE8	    0.4991
HE9	    4.0561
OR1	    6.5381
OR2	   40.1526
OR3	   15.1981
OR4	   25.7863
OR5	   20.0007
