EEZ100	    0.1600
EEZ108	    9.4218
EEZ109	    0.6938
EEZ110	    0.2157
EEZ119	    0.0140
EEZ123	    0.2438
EEZ185	    1.2420
EEZ187	    0.0092
EEZ188	    0.6543
EEZ189	    9.3446
EEZ190	    5.4124
EEZ191	    7.6305
EEZ209	   16.7849
EEZ212	    2.2365
EEZ213	   38.8669
EEZ215	    3.1434
EEZ216	   20.8904
EEZ224	    1.4553
EEZ273	   13.6559
EEZ48	    3.9833
EEZ65	    3.6351
EEZ71	    5.3201
EEZ91	   13.6759
EEZ99	    0.1308
HE1	    1.2840
HE2	    3.2568
HE3	    3.1923
HE4	    1.5845
HE5	   21.4648
HE6	    0.4174
HE7	    2.6872
HE8	    1.5902
HE9	    2.9136
OR1	   33.1187
OR2	   65.3439
OR3	   17.8138
OR4	   31.6268
OR5	   43.0899
