            ;    AT;    BA;    BE;    BG;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    GR;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   ATL;   BAS;   BLS;   MED;   NOA;   NOS;   BIC
EEZ48       ;     0.004988;     0.001037;     0.027370;     0.001071;     0.000422;     0.009772;     0.002901;     0.056813;     0.002408;     0.000139;     0.824555;     0.000820;     0.464253;     0.231080;     0.004114;     0.001586;     0.002005;     0.044585;     0.002978;     0.036330;     0.000125;     0.003453;     0.000146;     0.000063;     0.021554;     0.007470;     0.002525;     1.095056;     0.000513;     0.001478;     0.003655;     0.001624;     0.001525;     0.000991;     0.000638;     0.000475;    10.317569;     0.001421;     0.000122;     0.132263;     0.084328;     0.170876;    28.519909
EEZ65       ;     0.031194;     0.002440;     0.258338;     0.002878;     0.023827;     0.010940;     0.096287;     1.223463;     0.502015;     0.015932;     0.163523;     0.088042;     0.513331;     6.680990;     0.001870;     0.007316;     0.028692;     0.358609;     0.259110;     0.020954;     0.031836;     0.016309;     0.023110;     0.007900;     0.575525;     2.188382;     0.480040;     0.060041;     0.026967;     0.005263;     0.254767;     0.368617;     0.003993;     0.017762;     0.003766;     0.078002;     3.642834;     0.818212;     0.002543;     0.069711;     0.039564;     6.336572;     7.597528
EEZ71       ;     0.029255;     0.003317;     0.311665;     0.005215;     0.035933;     0.013252;     0.077464;     1.207648;     0.405025;     0.011836;     0.080829;     0.073922;     0.710926;     4.602812;     0.005084;     0.008309;     0.028915;     0.420599;     5.016978;     0.032233;     0.026058;     0.022500;     0.017111;     0.009339;     0.596122;     1.279035;     0.368739;     0.028042;     0.034162;     0.004662;     0.338773;     0.289328;     0.004349;     0.019163;     0.009618;     0.096804;     5.236606;     0.555601;     0.003882;     0.038368;     0.024228;     3.542656;    20.667633
EEZ91       ;     0.076757;     0.009123;     0.301533;     0.004435;     0.005434;     0.053973;     0.034207;     0.588696;     0.014521;     0.000565;    17.392788;     0.003276;     3.331239;     1.235334;     0.014117;     0.021116;     0.022686;     0.262124;     0.006567;     0.387826;     0.001810;     0.031922;     0.000765;     0.001005;     0.244793;     0.037118;     0.043153;    22.161697;     0.005044;     0.007054;     0.031774;     0.007158;     0.019247;     0.012297;     0.008436;     0.009418;    73.993210;     0.010739;     0.001174;     6.758464;     2.058541;     1.159450;    16.395412
EEZ99       ;     0.000616;     0.000092;     0.028440;     0.000008;     0.000066;     0.000849;     0.000554;     0.054220;     0.001451;     0.000034;     0.115736;     0.000134;     0.222472;     0.114578;     0.000016;     0.000197;     0.000223;     0.016976;     0.000223;     0.003000;     0.000034;     0.002513;     0.000029;     0.000012;     0.023206;     0.001583;     0.000879;     0.010830;     0.000086;     0.000064;     0.000527;     0.001050;     0.000161;     0.000105;     0.000054;     0.000167;     0.429918;     0.002935;     0.000006;     0.005977;     0.001897;     0.125156;     0.130926
EEZ100      ;     0.001762;     0.000162;     0.012899;     0.000178;     0.000904;     0.000565;     0.006883;     0.073340;     0.020379;     0.000480;     0.009604;     0.002111;     0.027432;     0.407425;     0.000098;     0.000446;     0.001615;     0.029394;     0.005688;     0.001153;     0.001269;     0.000872;     0.000894;     0.000287;     0.033210;     0.046152;     0.023199;     0.003317;     0.001886;     0.000267;     0.007777;     0.009408;     0.000215;     0.000884;     0.000070;     0.002517;     0.144714;     0.027723;     0.000055;     0.003181;     0.001864;     0.290614;     0.251108
EEZ108      ;     0.049157;     0.004150;     0.967829;     0.005029;     0.008564;     0.041134;     0.060595;     2.265405;     0.223668;     0.002320;     1.719672;     0.017000;     3.075583;    18.222538;     0.004639;     0.005068;     0.013151;     8.833129;     0.105767;     0.063330;     0.005903;     0.076700;     0.003648;     0.003105;     1.357116;     0.286713;     0.182552;     0.676238;     0.020735;     0.009555;     0.076039;     0.113932;     0.003807;     0.009028;     0.004624;     0.027398;    19.421967;     0.316852;     0.002225;     0.479137;     0.291718;     9.323630;    17.596651
EEZ109      ;     0.003497;     0.000194;     0.096072;     0.000135;     0.001184;     0.004778;     0.009962;     0.217612;     0.011451;     0.000394;     0.044532;     0.001831;     0.507456;     1.259749;     0.000257;     0.000294;     0.000498;     0.109577;     0.002482;     0.005410;     0.000530;     0.008812;     0.000443;     0.000102;     0.129299;     0.011808;     0.017892;     0.008425;     0.000352;     0.000192;     0.011941;     0.007048;     0.000213;     0.000891;     0.000749;     0.001366;     0.669821;     0.023097;     0.000061;     0.010697;     0.004251;     3.061950;     0.481695
EEZ110      ;     0.001156;     0.000049;     0.038979;     0.000028;     0.000211;     0.002184;     0.002572;     0.073495;     0.003252;     0.000107;     0.018767;     0.000466;     0.258922;     0.376662;     0.000065;     0.000104;     0.000148;     0.028691;     0.000509;     0.002115;     0.000136;     0.003088;     0.000125;     0.000023;     0.047438;     0.002717;     0.003573;     0.003219;     0.000077;     0.000040;     0.002412;     0.001978;     0.000082;     0.000230;     0.000188;     0.000414;     0.217499;     0.007736;     0.000014;     0.004215;     0.001424;     0.798035;     0.133853
EEZ119      ;     0.000110;     0.000008;     0.001358;     0.000009;     0.000136;     0.000053;     0.000300;     0.005666;     0.001754;     0.000033;     0.000292;     0.000182;     0.002331;     0.025437;     0.000008;     0.000021;     0.000091;     0.001084;     0.002489;     0.000084;     0.000143;     0.000079;     0.000074;     0.000026;     0.002843;     0.006238;     0.001714;     0.000122;     0.000088;     0.000023;     0.000952;     0.001205;     0.000014;     0.000061;     0.000016;     0.000380;     0.014454;     0.002418;     0.000011;     0.000211;     0.000136;     0.020945;     0.036400
