            ;    AT;    BA;    BE;    BG;    BY;    CH;    CZ;    DE;    DK;    EE;    ES;    FI;    FR;    GB;    GR;    HR;    HU;    IE;    IS;    IT;    LT;    LU;    LV;    MD;    NL;    NO;    PL;    PT;    RO;    RS;    RU;    SE;    SI;    SK;    TR;    UA;   ATL;   BAS;   BLS;   MED;   NOA;   NOS;   BIC
EEZ48       ;     0.033957;     0.021832;     0.366543;     0.022050;     0.015348;     0.110595;     0.041792;     1.662675;     0.219086;     0.007061;     1.496251;     0.017323;     7.887851;     3.586844;     0.023858;     0.020416;     0.032926;     1.018102;     0.018178;     0.075256;     0.005419;     0.080292;     0.006003;     0.004559;     0.191855;     0.038855;     0.034952;     0.394573;     0.018753;     0.022744;     0.015001;     0.016198;     0.044248;     0.011681;     0.025395;     0.019972;     0.082954;     0.039851;     0.001455;     0.053624;     0.046528;     0.390446;     0.381701
EEZ65       ;     0.010874;     0.019145;     0.093779;     0.018004;     0.118647;     0.010100;     0.070553;     0.823302;     0.307052;     0.009246;     0.047249;     0.009517;     0.388917;     1.392855;     0.005477;     0.016764;     0.023427;     0.515050;     0.023052;     0.019772;     0.017746;     0.007597;     0.005995;     0.017528;     0.205402;     0.111812;     0.232003;     0.010961;     0.029085;     0.027157;     0.065952;     0.062390;     0.018421;     0.016711;     0.008039;     0.046266;     0.026499;     0.030646;     0.004920;     0.007885;     0.003777;     0.076383;     0.063045
EEZ71       ;     0.021898;     0.046826;     0.244105;     0.044357;     0.167598;     0.018540;     0.082864;     0.894714;     0.284617;     0.042732;     0.187466;     0.026929;     0.912751;     1.339111;     0.034728;     0.027309;     0.045622;     0.889359;     2.776358;     0.029270;     0.069877;     0.022871;     0.031806;     0.033477;     0.338188;     0.183101;     0.425060;     0.052824;     0.037590;     0.035476;     0.117051;     0.159042;     0.036816;     0.039983;     0.033778;     0.058244;     0.087426;     0.071938;     0.031531;     0.034937;     0.032195;     0.150642;     0.129993
EEZ91       ;     0.009215;     0.015087;     0.171551;     0.014481;     0.012531;     0.061932;     0.013577;     0.522105;     0.043927;     0.007965;    14.098205;     0.008938;     4.401154;     0.905585;     0.014675;     0.005292;     0.014701;     0.260773;     0.011040;     0.088120;     0.009438;     0.017951;     0.008467;     0.007394;     0.220729;     0.014264;     0.017506;    25.569954;     0.013773;     0.015095;     0.011963;     0.022905;     0.013366;     0.013852;     0.013998;     0.014992;     0.018894;     0.021378;     0.010021;     0.024586;     0.137103;     0.066077;     0.019443
EEZ99       ;     0.000104;     0.000168;     0.003634;     0.000168;     0.000160;     0.000594;     0.000168;     0.000168;     0.000632;     0.000017;     0.083523;     0.000164;     0.562568;     0.000168;     0.000168;     0.000119;     0.000168;     0.009019;     0.000075;     0.000116;     0.000090;     0.000168;     0.000058;     0.000162;     0.008839;     0.000163;     0.000168;     0.009559;     0.000168;     0.000168;     0.000271;     0.000199;     0.000168;     0.000168;     0.000168;     0.000144;     0.000168;     0.000168;     0.000098;     0.000168;     0.000488;     0.000168;     0.000186
EEZ100      ;     0.000272;     0.000064;     0.002409;     0.000332;     0.002627;     0.000291;     0.002178;     0.041941;     0.008739;     0.000387;     0.000850;     0.000396;     0.014367;     0.097914;     0.000002;     0.000189;     0.000270;     0.048994;     0.000331;     0.000369;     0.000181;     0.000468;     0.000152;     0.000359;     0.012954;     0.001530;     0.005452;     0.000310;     0.000361;     0.000224;     0.000359;     0.000967;     0.000205;     0.000355;     0.000160;     0.000389;     0.000531;     0.000299;     0.000331;     0.000231;     0.000162;     0.000626;     0.000470
EEZ108      ;     0.018942;     0.017697;     0.296617;     0.015610;     0.020291;     0.014100;     0.029070;     0.585164;     0.416204;     0.015699;     0.182297;     0.016932;     4.532495;     9.741921;     0.015948;     0.014498;     0.023596;    44.730965;     0.008508;     0.075075;     0.014728;     0.012071;     0.004712;     0.006032;     0.427216;     0.042464;     0.079041;     0.049183;     0.018157;     0.018392;     0.017416;     0.066921;     0.011642;     0.016114;     0.014095;     0.013663;     0.019457;     0.029755;     0.009655;     0.019440;     0.021210;     0.032437;     0.091558
EEZ109      ;     0.000181;     0.000181;     0.035023;     0.000181;     0.000181;     0.000406;     0.000181;     0.008711;     0.003596;     0.000181;     0.000181;     0.000181;     2.857358;     0.417231;     0.000181;     0.000640;     0.000181;     0.078362;     0.000181;     0.000181;     0.000151;     0.000510;     0.000126;     0.000181;     0.032046;     0.000181;     0.000181;     0.000824;     0.000258;     0.000181;     0.000181;     0.000240;     0.000167;     0.000412;     0.000181;     0.000407;     0.000181;     0.000181;     0.000181;     0.000181;     0.000181;     0.000181;     0.000181
EEZ110      ;     0.000060;     0.000060;     0.008984;     0.000060;     0.000060;     0.000375;     0.000060;     0.000144;     0.000273;     0.000060;     0.000060;     0.000060;     2.004205;     0.043902;     0.000060;     0.000070;     0.000060;     0.018466;     0.000064;     0.000060;     0.000057;     0.000155;     0.000060;     0.000057;     0.005434;     0.000060;     0.000060;     0.000060;     0.000063;     0.000060;     0.000060;     0.000062;     0.000060;     0.000068;     0.000060;     0.000068;     0.000060;     0.000060;     0.000057;     0.000060;     0.000060;     0.000060;     0.000060
EEZ119      ;     0.000030;     0.000055;     0.000267;     0.000054;     0.000417;     0.000027;     0.000254;     0.003800;     0.000558;     0.000016;     0.000289;     0.000018;     0.001655;     0.004016;     0.000014;     0.000003;     0.000055;     0.001361;     0.000264;     0.000031;     0.000020;     0.000015;     0.000002;     0.000054;     0.001351;     0.000317;     0.001821;     0.000045;     0.000001;     0.000039;     0.000254;     0.000196;     0.000031;     0.000027;     0.000055;     0.000134;     0.000054;     0.000096;     0.000024;     0.000019;     0.000001;     0.000123;     0.000141
EEZ123      ;     0.001022;     0.002238;     0.024530;     0.001991;     0.010132;     0.001409;     0.006317;     0.083140;     0.026874;     0.002658;     0.009819;     0.002011;     0.033735;     0.013093;     0.002942;     0.002377;     0.002532;     0.004353;     0.015404;     0.002990;     0.003677;     0.002173;     0.002478;     0.002209;     0.019239;     0.018863;     0.044244;     0.002010;     0.004607;     0.003478;     0.007661;     0.012449;     0.002095;     0.002505;     0.001945;     0.003506;     0.002917;     0.007812;     0.000207;     0.002514;     0.000751;     0.017583;     0.007509
